Gene,Cell,Subclass,Ensembl,Gene,Coefficient
Ptprm,BC,BC4,ENSMUSG00000033278,Ptprm,0.2638743292027812
Grik1,BC,BC4,ENSMUSG00000022935,Grik1,0.3560047739833349
Cdh12,BC,BC4,ENSMUSG00000040452,Cdh12,0.2653295958044436
Rpgrip1,BC,BC4,ENSMUSG00000057132,Rpgrip1,0.4228261180494894
Plxdc2,BC,BC4,ENSMUSG00000026748,Plxdc2,0.2323372182869988
Scgn,BC,BC4,ENSMUSG00000021337,Scgn,0.4746947031159058
Cntn5,BC,BC5A,ENSMUSG00000039488,Cntn5,0.9339715151489668
Sox6,BC,BC5A,ENSMUSG00000051910,Sox6,1.370374124809394
Pcp2,BC,BC5A,ENSMUSG00000004630,Pcp2,0.474664578762776
Il1rapl2,BC,BC5A,ENSMUSG00000059203,Il1rapl2,0.5152297408151152
Cabp5,BC,BC5A,ENSMUSG00000005649,Cabp5,0.7697806455319444
Hs3st4,BC,BC5A,ENSMUSG00000078591,Hs3st4,0.7179359057821949
Slc8a1,BC,BC5A,ENSMUSG00000054640,Slc8a1,0.7109501181004535
Gabrr2,BC,BC5A,ENSMUSG00000023267,Gabrr2,0.4670978919591386
Grm6,BC,BC5A,ENSMUSG00000000617,Grm6,0.64091441206545
Slc24a2,BC,BC5A,ENSMUSG00000037996,Slc24a2,0.4344330474723715
Thrb,BC,BC5B,ENSMUSG00000021779,Thrb,0.6390259030505271
Ndnf,BC,BC5B,ENSMUSG00000049001,Ndnf,0.6698287803414815
Cngb3,BC,BC5B,ENSMUSG00000056494,Cngb3,0.4817452273181575
Adarb2,BC,BC5B,ENSMUSG00000052551,Adarb2,0.4796055591569141
Sphkap,BC,BC5B,ENSMUSG00000026163,Sphkap,0.4577421153837713
Epha3,BC,BC5B,ENSMUSG00000052504,Epha3,0.4725367536936955
Nwd2,BC,BC5B,ENSMUSG00000090061,Nwd2,0.6529150281022448
Nnat,BC,BC5B,ENSMUSG00000067786,Nnat,0.6036111689963392
Esrrg,BC,BC5B,ENSMUSG00000026610,Esrrg,0.5908006461740863
Gngt1,BC,BC5B,ENSMUSG00000029663,Gngt1,0.7984263806652658
Gm31615,BC,BC5B,ENSMUSG00000117351,Gm31615,0.5264158764224462
Car2,BC,BC5B,ENSMUSG00000027562,Car2,0.4822093534108501
Brinp3,BC,BC5B,ENSMUSG00000035131,Brinp3,0.8492436306383174
Anks1b,BC,BC5C,ENSMUSG00000058589,Anks1b,0.343969492295696
Pcp2,BC,BC5C,ENSMUSG00000004630,Pcp2,0.4820147466846251
Pcp4,BC,BC5C,ENSMUSG00000090223,Pcp4,0.4973977844883487
Vwc2l,BC,BC5C,ENSMUSG00000045648,Vwc2l,0.4099015367357666
Nfib,BC,BC5C,ENSMUSG00000008575,Nfib,0.3518910398109445
Tenm2,BC,BC5C,ENSMUSG00000049336,Tenm2,0.5289769785905892
Csmd1,BC,BC5C,ENSMUSG00000060924,Csmd1,0.4981817327822556
Isl1,BC,BC5C,ENSMUSG00000042258,Isl1,0.3180667453763639
Gabrr3,BC,BC5C,ENSMUSG00000074991,Gabrr3,0.458141724197481
Cntn5,BC,BC5C,ENSMUSG00000039488,Cntn5,0.366884202475834
Kcnb2,BC,BC5C,ENSMUSG00000092083,Kcnb2,0.4220651259863149
Gsg1,BC,BC5C,ENSMUSG00000030206,Gsg1,0.3185678985056254
Gsg1,BC,BC5D,ENSMUSG00000030206,Gsg1,0.3657076155140648
Fam135b,BC,BC5D,ENSMUSG00000036800,Fam135b,0.2248466769982094
Pcdh7,BC,BC5D,ENSMUSG00000029108,Pcdh7,0.4715292641010387
Epha7,BC,BC5D,ENSMUSG00000028289,Epha7,0.2572831723973379
Atp2b1,BC,BC5D,ENSMUSG00000019943,Atp2b1,0.3206940968067796
Meis2,BC,BC5D,ENSMUSG00000027210,Meis2,0.6761024476517044
Nrg3,BC,BC5D,ENSMUSG00000041014,Nrg3,0.4556211519692372
Kcnd2,BC,BC5D,ENSMUSG00000060882,Kcnd2,0.3221596093780538
Kirrel3,BC,BC5D,ENSMUSG00000032036,Kirrel3,0.904861077879205
Adarb2,BC,BC5D,ENSMUSG00000052551,Adarb2,0.2772550892659813
Rgs7,BC,BC5D,ENSMUSG00000026527,Rgs7,0.227907244739499
Nfia,BC,BC5D,ENSMUSG00000028565,Nfia,0.4276155368069583
Gngt1,BC,BC5D,ENSMUSG00000029663,Gngt1,0.2263560764861769
Schip1,BC,BC5D,ENSMUSG00000027777,Schip1,0.2312217384662374
Inpp4b,BC,BC6,ENSMUSG00000037940,Inpp4b,0.5574935672981157
Chst9,BC,BC6,ENSMUSG00000047161,Chst9,0.6935073706964138
Grid2,BC,BC6,ENSMUSG00000071424,Grid2,0.6474677560197091
Scgn,BC,BC6,ENSMUSG00000021337,Scgn,0.5460898431640402
Gnb3,BC,BC6,ENSMUSG00000023439,Gnb3,0.5763240831557185
Ptprm,BC,BC6,ENSMUSG00000033278,Ptprm,1.2435371106576754
Gpc6,BC,BC6,ENSMUSG00000058571,Gpc6,0.4859664500747444
Scg2,BC,BC6,ENSMUSG00000050711,Scg2,0.5377339329376751
Mgat4c,BC,BC6,ENSMUSG00000019888,Mgat4c,0.4700234503504839
Cck,BC,BC6,ENSMUSG00000032532,Cck,0.7167005656557834
Trpm1,BC,BC6,ENSMUSG00000030523,Trpm1,0.4907242216059198
Ccdc136,BC,BC6,ENSMUSG00000029769,Ccdc136,0.4432186993438988
Pcp2,BC,BC7,ENSMUSG00000004630,Pcp2,0.4686993244486397
Ndnf,BC,BC7,ENSMUSG00000049001,Ndnf,0.3624047354111913
Adcy2,BC,BC7,ENSMUSG00000021536,Adcy2,0.4687388383271804
Chrm3,BC,BC7,ENSMUSG00000046159,Chrm3,0.6614742987957776
Sox5,BC,BC7,ENSMUSG00000041540,Sox5,0.5561062816572604
Pcdh9,BC,BC7,ENSMUSG00000055421,Pcdh9,0.3100782807820685
Hs3st4,BC,BC7,ENSMUSG00000078591,Hs3st4,0.4540857675840887
Il1rapl2,BC,BC7,ENSMUSG00000059203,Il1rapl2,0.6338890302989483
Kcnab1,BC,BC7,ENSMUSG00000027827,Kcnab1,0.3198943133380131
Tmsb10,BC,BC7,ENSMUSG00000079523,Tmsb10,0.4302589789784857
Cdh9,BC,BC7,ENSMUSG00000025370,Cdh9,0.4550156172134814
Tenm2,BC,BC8,ENSMUSG00000049336,Tenm2,0.4546951354201381
Spock3,BC,BC8,ENSMUSG00000054162,Spock3,0.5891860045292036
Stmn1,BC,BC8,ENSMUSG00000028832,Stmn1,0.4412545757597066
Adarb2,BC,BC8,ENSMUSG00000052551,Adarb2,0.3781172694960859
Cntnap2,BC,BC8,ENSMUSG00000039419,Cntnap2,0.3754775438608675
Csmd3,BC,BC8,ENSMUSG00000022311,Csmd3,0.9540929522648016
Npas3,BC,BC8,ENSMUSG00000021010,Npas3,0.4624149149140374
Pcdh7,BC,BC8,ENSMUSG00000029108,Pcdh7,0.7607074545485267
Lrp1b,BC,BC8,ENSMUSG00000049252,Lrp1b,0.5199317858881323
Prkg1,BC,BC8,ENSMUSG00000052920,Prkg1,0.3014281144094513
Plxdc2,BC,BC8,ENSMUSG00000026748,Plxdc2,0.3336443409309949
Plcb1,BC,BC8,ENSMUSG00000051177,Plcb1,0.4868250192257286
Nrg1_ENSMUSG00000062991,BC,BC8,ENSMUSG00000062991,Nrg1_ENSMUSG00000062991,0.4001915992454354
C130073E24Rik,BC,BC8,ENSMUSG00000110246,C130073E24Rik,0.5572347869402112
Cdh12,BC,BC9,ENSMUSG00000040452,Cdh12,0.1962371779791119
Unc5d,BC,BC9,ENSMUSG00000063626,Unc5d,0.1936846727915887
Kirrel3,BC,BC9,ENSMUSG00000032036,Kirrel3,0.2870007617253897
Tshz2,BC,BC9,ENSMUSG00000047907,Tshz2,0.4293541248424207
Cpne9,BC,BC9,ENSMUSG00000030270,Cpne9,0.8206723691477085
Adarb2,BC,BC9,ENSMUSG00000052551,Adarb2,0.2696120162403994
Ntrk3,BC,BC9,ENSMUSG00000059146,Ntrk3,0.3150730297983516
Kcnab1,BC,BC9,ENSMUSG00000027827,Kcnab1,0.3953752995470638
Pcdh11x,BC,BC9,ENSMUSG00000034755,Pcdh11x,0.4546106983202811
Rpgrip1,BC,BC9,ENSMUSG00000057132,Rpgrip1,0.3162475498070337
Tenm1,BC,BC9,ENSMUSG00000016150,Tenm1,0.5962485662474922
Chgb,BC,BC9,ENSMUSG00000027350,Chgb,0.2223675054719602
Gngt2,BC,BC9,ENSMUSG00000038811,Gngt2,0.3793585750063418
Lrp1b,BC,BC9,ENSMUSG00000049252,Lrp1b,0.5355550629868137
Cntn4,BC,RBC,ENSMUSG00000064293,Cntn4,0.948728547803764
Car8,BC,RBC,ENSMUSG00000041261,Car8,0.3916721639096581
Pcp4,BC,RBC,ENSMUSG00000090223,Pcp4,1.021587799461983
Pde4b,BC,RBC,ENSMUSG00000028525,Pde4b,0.2905742902248006
Trpm1,BC,RBC,ENSMUSG00000030523,Trpm1,0.4519217570132365
Prkca,BC,RBC,ENSMUSG00000050965,Prkca,0.7654033662296309
Cep112,BC,RBC,ENSMUSG00000020728,Cep112,0.3580426853049174
Chgb,BC,RBC,ENSMUSG00000027350,Chgb,0.4346906372203777
Ptprr,BC,RBC,ENSMUSG00000020151,Ptprr,0.3266454468894354
Pcp2,BC,RBC,ENSMUSG00000004630,Pcp2,0.8341868431394193
