Name	Major_Name	Marker	Queried_Name	Queried_Major_Name	feature_length	Raw_Mean_Expression_Minorclass_Marker	Raw_Mean_Expression_Majorclass_Marker	AC	Astrocyte	BC	Cone	Endothelial	HC	MG	Microglia	Pericyte	RGC	RPE	Rod	major_keep	is_major	minor_keep	final_keep
AC39	AC	Mef2c	AC_39	AC	15715.0		0.17999163	0.17999163	0.17857143	0.52290344	0.5286597	2.7504332	0.007936508	0.11286798	3.2925706	2.91067	0.115039624	0.041025642	1.3608116	False	False	True	True
AC42	AC	Etv1	AC_42	AC	13296.0	4.47541	0.036096815	0.036096815	0.8370536	0.014196044	0.002770083	0.14124784	0.015873017	0.6772079	0.09927679	0.4292804	0.03143534	0.015384615	0.00088862557	False	False	True	True
AC44	AC	Gpr88	AC_44	AC	3504.0	4.832402	0.030975303	0.030975303	0.008928572	5.83899e-05	0.0	0.0	0.0	0.0055277026	0.0006574622	0.0	0.037676662	0.0	0.00020734598	False	False	True	True
AC46	AC	Nefm	AC_46	AC	5782.0		0.14441189	0.14441189	0.19494048	0.0035033938	0.010014916	0.012998267	1.1269841	0.042293355	0.13790269	0.009925558	6.9545627	0.0051282053	0.022719195	True	False	True	True
AC50	AC	Ldb2	AC_50	AC	3336.0	4.448485	0.3356068	0.3356068	1.4977678	1.963864	0.06158108	1.0467938	0.007936508	1.3868107	0.014464168	0.53598017	0.810522	0.0051282053	0.0024881517	False	False	True	True
AC51	AC	Ghrh	AC_51	AC	668.0	7.7058825	0.021200107	0.021200107	0.004464286	0.0010875119	0.0	0.0	0.0	0.007198869	0.00049309665	0.0	0.022922963	0.0076923077	0.00017772512	False	False	True	True
AC54	AC	Tmem163	AC_54	AC	4292.0		0.11978923	0.11978923	0.071428575	0.002029049	0.0010654166	0.016464472	0.03968254	0.011698161	0.05062459	0.004962779	3.6243608	0.0025641026	0.0036137442	False	False	True	True
AC55	AC	Mafb	AC_55	AC	3363.0		0.015266048	0.015266048	0.33705357	0.0025910519	0.03984658	0.3509532	0.04761905	0.18999872	2.5830047	0.13895781	0.17890695	0.0076923077	0.037381515	False	False	True	True
AC57	AC	Tmeff2	AC_57	AC	6707.0	4.77907	0.1294413	0.1294413	0.023065476	0.10064959	0.0014915832	0.0034662045	3.3333333	0.3497879	0.008382643	0.007444169	0.89095664	0.0025641026	0.0028732228	False	False	True	True
AC59	AC	Igfbp2	AC_59	AC	1847.0		0.55297565	0.55297565	4.5543156	0.00059849647	0.003409333	0.027729636	0.007936508	0.10232678	0.05802104	0.022332506	0.03579773	0.9	0.0023400474	True	False	True	True
AC6	AC	Nefh	AC_6	AC	3994.0		0.15428558	0.15428558	0.04985119	0.0151594775	0.06967825	0.0034662045	0.5873016	0.011826713	0.042735044	0.0024813896	0.94676906	0.0076923077	0.016261848	False	False	True	True
AC61	AC	Epha3	AC_61	AC	8692.0	9.382978	0.14460887	0.14460887	0.020833334	2.4563901	0.014276582	0.093587525	0.007936508	0.09307109	0.0034516766	0.037220843	0.04581325	0.0025641026	0.0029620854	False	False	True	True
AC7	AC	Pcdh17	AC_7	AC	12991.0		0.79171693	0.79171693	0.03348214	0.47727174	0.04559983	1.0970538	1.2142857	0.017611519	0.01627219	0.029776676	0.54689974	0.0	0.0050947866	False	False	True	True
AC9	AC	Trhde	AC_9	AC	8067.0	6.031496	0.24056336	0.24056336	0.016369049	0.16754252	0.85595566	0.016464472	0.007936508	0.9114282	0.0016436555	0.004962779	0.6778041	0.13589744	0.10856043	False	False	True	True
BC1A	BC	Pcdh17	BC1A	BC	12991.0		0.47727174	0.79171693	0.03348214	0.47727174	0.04559983	1.0970538	1.2142857	0.017611519	0.01627219	0.029776676	0.54689974	0.0	0.0050947866	False	False	True	True
BC1B	BC	Pcdh10	BC1B	BC	15888.0		0.08184804	0.35734862	0.026041666	0.08184804	0.0014915832	0.006065858	0.13492064	0.109139994	0.008382643	0.014888338	1.5444653	0.0	0.00521327	False	False	True	True
BC2	BC	Bhlhe22	BC2	BC	3344.0		0.053273484	0.8938764	0.23809524	0.053273484	0.0019177499	0.055459272	0.0	0.04113639	0.008382643	0.13895781	0.05484846	0.0	0.0017476303	False	False	True	True
BC2	BC	Ebf1	BC2	BC	9756.0	5.2827477	0.027822787	1.0048753	0.122023806	0.027822787	0.00447475	11.000867	0.06349207	0.03316622	0.04766601	10.602978	7.694535	0.0051282053	0.010100711	True	False	True	True
BC2	BC	Neto1	BC2	BC	8352.0	8.448882	0.050704326	0.042547952	0.0052083335	0.050704326	0.00042616663	0.0017331023	0.0	0.0020568196	0.0021367522	0.0	0.0146556655	0.0	0.0012440758	False	False	True	True
BC2	BC	Syt2	BC2	BC	7638.0		0.019290563	0.0081501	0.063244045	0.019290563	0.0031962497	0.00779896	2.2460318	0.0075845225	0.0041091386	0.004962779	0.31000736	0.0	0.0021030805	False	False	True	True
BC3A	BC	Erbb4	BC3A	BC	12355.0	45.071983	2.7192395	0.45128408	0.1875	2.7192395	0.003409333	0.032928944	0.031746034	0.09371384	0.002629849	0.014888338	0.09515563	0.0025641026	0.0015402844	False	False	True	True
BC3B	BC	Grik1	BC3B	BC	6721.0	87.605385	10.755712	0.3607958	0.029017856	10.755712	0.008736416	0.056325823	1.1349206	0.025710246	0.013642341	0.052109182	0.5597582	0.06923077	0.0055094785	True	False	True	True
BC3B	BC	Nnat	BC3B	BC	1829.0	4.2332234	0.5139844	0.6090907	0.39360118	0.5139844	0.040911995	0.023396881	0.03968254	0.30145264	0.01923077	0.019851116	0.4653378	0.0076923077	0.020645734	False	False	True	True
BC4	BC	Grik1	BC4	BC	6721.0	44.80778	10.755712	0.3607958	0.029017856	10.755712	0.008736416	0.056325823	1.1349206	0.025710246	0.013642341	0.052109182	0.5597582	0.06923077	0.0055094785	True	False	True	True
BC5A	BC	Cabp5	BC5A	BC	2526.0	9.196382	4.444829	0.032846626	0.01860119	4.444829	0.20924781	0.033795495	0.007936508	0.03753696	0.012656148	0.0719603	0.003986602	0.010256411	0.005805687	True	False	True	True
BC5A	BC	Hcn1	BC5A	BC	18120.0	14.604437	6.723962	1.0519785	0.13541667	6.723962	13.54805	0.116984405	0.3015873	0.0840725	0.04832347	0.10669975	1.6171554	0.18717949	4.992506	True	False	True	True
BC5A	BC	Sox6	BC5A	BC	14832.0	11.928114	2.0428727	0.009430478	2.5766368	2.0428727	0.017046666	0.0389948	0.007936508	2.4221623	0.006903353	0.049627792	0.46373662	0.06923077	0.0030509478	False	False	True	True
BC5B	BC	Cabp5	BC5B	BC	2526.0	9.277379	4.444829	0.032846626	0.01860119	4.444829	0.20924781	0.033795495	0.007936508	0.03753696	0.012656148	0.0719603	0.003986602	0.010256411	0.005805687	True	False	True	True
BC5B	BC	Chrm2	BC5B	BC	6053.0		0.22435589	0.3268904	0.011160715	0.22435589	0.0006392499	0.08838821	0.015873017	0.0029566782	0.0019723866	0.004962779	0.15217711	0.0	0.00068127963	False	False	True	True
BC5B	BC	Hcn1	BC5B	BC	18120.0	14.1456	6.723962	1.0519785	0.13541667	6.723962	13.54805	0.116984405	0.3015873	0.0840725	0.04832347	0.10669975	1.6171554	0.18717949	4.992506	True	False	True	True
BC6	BC	Cck	BC6	BC	1305.0	10.050655	1.4814758	0.30433604	0.23511904	1.4814758	0.0021308332	0.012998267	0.03968254	0.010155547	0.024819197	0.019851116	0.3965199	0.0	0.0027547393	False	False	True	True
BC6 AXON TERMINAL	BC	Syt2		BC	7638.0		0.019290563	0.0081501	0.063244045	0.019290563	0.0031962497	0.00779896	2.2460318	0.0075845225	0.0041091386	0.004962779	0.31000736	0.0	0.0021030805	False	False	True	True
BC8	BC	Serpini1	BC8	BC	7286.0		0.4168236	0.4144486	0.03794643	0.4168236	0.03281483	0.35268632	0.15873016	0.032909114	0.027613413	0.6600496	0.7756229	0.0	0.034893364	False	False	True	True
BC9	BC	Cpne9	BC9	BC	7874.0	5.9303265	0.12973505	0.014108783	0.014880952	0.12973505	0.06456424	0.017331023	0.007936508	0.0057848054	0.023833005	0.007444169	0.6091169	0.0025641026	0.00660545	False	False	True	True
BC9	BC	Serpini1	BC9	BC	7286.0		0.4168236	0.4144486	0.03794643	0.4168236	0.03281483	0.35268632	0.15873016	0.032909114	0.027613413	0.6600496	0.7756229	0.0	0.034893364	False	False	True	True
CONE BC	BC	Scgn		BC	1619.0		1.8635355	0.03085219	0.019345239	1.8635355	0.019390581	0.016464472	0.007936508	0.01889703	0.007889546	0.027295286	0.0031533372	0.0025641026	0.0051244074	False	False	True	True
ON BC BUT NOT 5D	BC	Grm6		BC	5421.0		2.2400482	0.017752936	0.005952381	2.2400482	0.011080332	0.033795495	0.007936508	0.031237949	0.009697568	0.037220843	0.00035944776	0.010256411	0.0028436019	False	False	True	True
ON BCS (3-6, 13, 15) (6,7, 5A/B/C, 3A	BC	Isl1		BC	3959.0		2.6709218	0.111885354	0.029017856	2.6709218	0.008310249	0.023396881	0.007936508	0.02725286	0.021531887	0.06699752	1.2677722	0.0051282053	0.005657583	False	False	True	True
RBC	BC	Car8	RBC	BC	3853.0	6.076153	1.802956	0.22059439	0.019345239	1.802956	0.47709355	0.35788563	0.0	0.023139222	0.008218277	0.06947891	0.017008414	0.0025641026	0.0031398104	False	False	True	True
RBC	BC	Prkca	RBC	BC	8992.0	52.439495	13.446982	1.472238	2.0186012	13.446982	0.06797358	0.24263431	0.2777778	0.3629001	0.40581855	0.6253102	0.64002943	0.06923077	1.2199941	True	False	True	True
RBC	BC	Spock3	RBC	BC	6046.0		0.39381066	2.4469013	0.12276786	0.39381066	0.0025569997	0.024263432	2.0396826	0.019668337	0.042899407	0.05707196	2.1134548	0.0051282053	0.0071682464	False	False	True	True
RBC	BC	Vstm2b	RBC	BC	2747.0		0.83274215	0.33252898	1.1599703	0.83274215	0.00447475	0.011265164	0.0	0.036379997	0.019888232	0.014888338	0.2934564	0.0076923077	0.003228673	False	False	True	True
UNASSIGNED_BC	BC	Slc1a2	BC	BC	13133.0		2.245763	0.04734937	1.0587797	2.245763	10.153207	0.045927208	0.015873017	2.2529888	0.023504274	0.029776676	0.08638183	0.082051285	0.6214751	True	True	False	True
ENDOTHELIAL	ENDOTHELIAL	Rbpms	OTHER	ENDOTHELIAL	6556.0			0.031566247	0.7901786	0.0020363478	0.0059663327	3.5355287	0.12698413	0.39349532	0.9436226	3.2531018	6.022923	0.03846154	0.009952607	True	False	True	True
CILIARY EPITHELIUM	EPITHELIAL	Penk			1634.0			0.030433604	0.014880952	0.0016933071	0.0014915832	0.006932409	0.007936508	0.11453915	0.008547009	0.0	0.62769383	0.015384615	0.0019253554	False	False	True	True
HC	HC	Lhx1	HC	HC	4072.0	4.0555553	4.0555553	0.0030778323	0.00074404763	0.00020436464	0.006179416	0.0008665511	4.0555553	0.0003856537	0.00295858	0.0	0.00027775508	0.0025641026	0.00041469195	True	True	False	True
HC	HC	Pax6	HC	HC	11694.0		2.3095238	3.6049294	0.6339286	0.015020802	0.009375666	0.021663778	2.3095238	4.58118	0.074128866	0.05707196	2.5023935	0.07435898	0.016972749	True	True	True	True
DENDRITIC CELL	IMMUNE	Cd74			1679.0			0.000861793	0.19642857	0.00089044595	0.00085233327	0.33968803	0.0	0.00732742	4.665023	0.004962779	0.0038068786	0.0	0.0003850711	True	False	True	True
NEUTROPHIL	IMMUNE	Srgn			2196.0			0.00041858517	0.08630952	0.0007882636	0.0019177499	4.355286	0.0	0.0046278443	2.2672584	0.012406948	0.0017155461	0.0	0.00035545023	True	False	True	True
MG	MG	Glul	GLIAL CELL	MG	3782.0		74.89227	1.0315908	32.85491	0.2792643	0.103771575	4.3353553	0.8333333	74.89227	3.7827086	0.4019851	0.5029328	3.9564102	0.089366116	True	False	True	True
MG	MG	Pax6	GLIAL CELL	MG	11694.0		4.58118	3.6049294	0.6339286	0.015020802	0.009375666	0.021663778	2.3095238	4.58118	0.074128866	0.05707196	2.5023935	0.07435898	0.016972749	True	False	True	True
MICROGLIA	MICROGLIA	Cd74	GLIAL CELL	MICROGLIA	1679.0			0.000861793	0.19642857	0.00089044595	0.00085233327	0.33968803	0.0	0.00732742	4.665023	0.004962779	0.0038068786	0.0	0.0003850711	True	False	True	True
MICROGLIA	MICROGLIA	P2ry12	GLIAL CELL	MICROGLIA	2546.0			0.03289587	0.20386904	0.030326253	0.0014915832	0.026863085	0.03968254	0.11646741	6.3185406	0.012406948	0.029736133	0.0025641026	0.00091824646	True	False	True	True
MICROGLIA	MICROGLIA	Tmem119	GLIAL CELL	MICROGLIA	2315.0			7.3867974e-05	0.07217262	0.00035763814	0.0	0.01559792	0.0	0.0008998586	5.4566073	0.0024813896	0.0004248019	0.0	5.9241705e-05	True	False	True	True
PERICYTE	PERICYTE	Rbpms	OTHER	PERICYTE	6556.0			0.031566247	0.7901786	0.0020363478	0.0059663327	3.5355287	0.12698413	0.39349532	0.9436226	3.2531018	6.022923	0.03846154	0.009952607	True	False	True	True
ALPHA-RGC	RGC	Calb1		RGC	4846.0		1.0188056	0.4302317	0.05580357	0.0029267936	0.017259749	0.01559792	30.579365	0.01568325	0.044049967	0.012406948	1.0188056	0.010256411	0.013299763	True	False	True	True
ALPHA-RGC	RGC	Opn4		RGC	2961.0		0.23556899	0.0014281141	0.0029761905	0.00020436464	0.00042616663	0.0	0.0	0.0033423319	0.0024654833	0.0024813896	0.23556899	0.03846154	0.00047393364	False	False	True	True
ALPHA-RGC	RGC	Spp1		RGC	1648.0		0.26162896	0.012582178	0.041666668	0.0012188891	0.0010654166	0.020797227	0.015873017	0.0057848054	0.8019395	0.1414392	0.26162896	0.0025641026	0.0029620854	False	False	True	True
ALPHAOFF-S	RGC	Spp1	42_AlphaOFFS	RGC	1648.0	22.069307	0.26162896	0.012582178	0.041666668	0.0012188891	0.0010654166	0.020797227	0.015873017	0.0057848054	0.8019395	0.1414392	0.26162896	0.0025641026	0.0029620854	False	False	True	True
ALPHAOFF-T	RGC	Spp1	45_AlphaOFFT	RGC	1648.0	41.909092	0.26162896	0.012582178	0.041666668	0.0012188891	0.0010654166	0.020797227	0.015873017	0.0057848054	0.8019395	0.1414392	0.26162896	0.0025641026	0.0029620854	False	False	True	True
ALPHAOFF-T	RGC	Tpbg	45_AlphaOFFT	RGC	3828.0		0.009623397	0.2095142	0.04761905	0.30493394	0.012358832	0.006932409	0.0	0.21378069	0.014464168	0.009925558	0.009623397	0.0025641026	0.00071090047	False	False	True	True
ALPHAON-S	RGC	Calb1	43_AlphaONS	RGC	4846.0	7.560606	1.0188056	0.4302317	0.05580357	0.0029267936	0.017259749	0.01559792	30.579365	0.01568325	0.044049967	0.012406948	1.0188056	0.010256411	0.013299763	True	False	True	True
ALPHAON-S	RGC	Il1rapl2	43_AlphaONS	RGC	4692.0	12.19697	0.13054489	0.8772068	0.014880952	4.5031238	0.0053270827	0.05285962	0.007936508	0.015297596	0.0067389873	0.08684864	0.13054489	0.0025641026	0.0021030805	True	False	True	True
ALPHAON-S	RGC	Opn4	43_AlphaONS	RGC	2961.0		0.23556899	0.0014281141	0.0029761905	0.00020436464	0.00042616663	0.0	0.0	0.0033423319	0.0024654833	0.0024813896	0.23556899	0.03846154	0.00047393364	False	False	True	True
ALPHAON-S	RGC	Spp1	43_AlphaONS	RGC	1648.0	19.045454	0.26162896	0.012582178	0.041666668	0.0012188891	0.0010654166	0.020797227	0.015873017	0.0057848054	0.8019395	0.1414392	0.26162896	0.0025641026	0.0029620854	False	False	True	True
ALPHAON-T	RGC	Kit	41_AlphaONT	RGC	8911.0		0.03210522	0.029325586	0.42559522	0.0005693015	0.00021308332	0.006065858	0.0	0.045764238	0.0021367522	0.012406948	0.03210522	0.082051285	0.00047393364	False	False	True	True
ALPHAON-T	RGC	Spp1	41_AlphaONT	RGC	1648.0	8.553191	0.26162896	0.012582178	0.041666668	0.0012188891	0.0010654166	0.020797227	0.015873017	0.0057848054	0.8019395	0.1414392	0.26162896	0.0025641026	0.0029620854	False	False	True	True
D-OODSGC	RGC	Calb1		RGC	4846.0		1.0188056	0.4302317	0.05580357	0.0029267936	0.017259749	0.01559792	30.579365	0.01568325	0.044049967	0.012406948	1.0188056	0.010256411	0.013299763	True	False	True	True
D-OODSGC	RGC	Cartpt		RGC	1277.0		6.4835553	5.931155	1.6540178	0.008291366	0.023226082	0.08318891	0.23015873	0.055791233	0.4155161	0.08188586	6.4835553	0.015384615	0.037233412	True	False	True	True
D-OODSGC	RGC	Col25a1		RGC	13028.0		0.14346868	0.3301406	0.0766369	0.0035179914	0.0025569997	0.0372617	0.0	0.038051162	0.007232084	0.004962779	0.14346868	0.0	0.002606635	False	False	True	True
F-MIDI-OFF	RGC	Foxp2	28_FmidiOFF	RGC	16346.0	4.214605	0.6597827	0.006352646	0.118303575	0.0017662945	0.00085233327	0.022530328	0.0	1.4621416	0.0037804076	0.05459057	0.6597827	0.010256411	0.0013625593	False	False	True	True
F-MIDI-ON	RGC	Foxp2	38_FmidiON	RGC	16346.0		0.6597827	0.006352646	0.118303575	0.0017662945	0.00085233327	0.022530328	0.0	1.4621416	0.0037804076	0.05459057	0.6597827	0.010256411	0.0013625593	False	False	True	True
F-MINI-OFF	RGC	Pde1a	4_FminiOFF	RGC	6012.0		0.13554448	0.04862975	0.004464286	0.37662944	0.0006392499	0.21230502	0.0	0.01684021	0.0021367522	0.6923077	0.13554448	0.0076923077	0.0009774881	False	False	True	True
F-MINI-ON	RGC	Foxp2	3_FminiON	RGC	16346.0		0.6597827	0.006352646	0.118303575	0.0017662945	0.00085233327	0.022530328	0.0	1.4621416	0.0037804076	0.05459057	0.6597827	0.010256411	0.0013625593	False	False	True	True
F-NOVEL	RGC	Coch	32_F_Novel	RGC	2998.0	8.465827	0.16537865	0.09652082	0.016369049	0.006663747	0.00085233327	0.006065858	0.031746034	0.0033423319	0.0062458906	0.007444169	0.16537865	0.0	0.00085900474	False	False	True	True
F-RGC	RGC	Ebf3		RGC	9227.0		1.0941263	0.2528501	0.2611607	0.0007079775	0.0010654166	0.08665511	0.015873017	0.011312508	0.08596318	0.052109182	1.0941263	0.0025641026	0.0029028435	False	False	True	True
F-RGC	RGC	Foxp1		RGC	13751.0		1.0217793	0.42629206	1.4754465	0.7104445	0.6946516	6.793761	0.36507937	0.77953464	0.85404336	2.1736972	1.0217793	0.035897437	0.25947866	True	False	True	True
F-RGC	RGC	Foxp2		RGC	16346.0		0.6597827	0.006352646	0.118303575	0.0017662945	0.00085233327	0.022530328	0.0	1.4621416	0.0037804076	0.05459057	0.6597827	0.010256411	0.0013625593	False	False	True	True
GANGLIONOTHER78	RGC	Eomes		RGC	4155.0		0.2091986	0.030458227	0.008928572	0.0001970659	0.00021308332	0.0034662045	0.0	0.0021853708	0.00295858	0.0024813896	0.2091986	0.0	0.00041469195	False	False	True	True
GANGLIONOTHER78	RGC	Opn4		RGC	2961.0		0.23556899	0.0014281141	0.0029761905	0.00020436464	0.00042616663	0.0	0.0	0.0033423319	0.0024654833	0.0024813896	0.23556899	0.03846154	0.00047393364	False	False	True	True
IPRGC	RGC	Adcyap1		RGC	3777.0		0.26862183	0.0020683033	0.0052083335	0.00020436464	0.00021308332	0.0	0.0	0.0012855122	0.004766601	0.0	0.26862183	0.0025641026	0.00071090047	False	False	True	True
IPRGC	RGC	Eomes		RGC	4155.0		0.2091986	0.030458227	0.008928572	0.0001970659	0.00021308332	0.0034662045	0.0	0.0021853708	0.00295858	0.0024813896	0.2091986	0.0	0.00041469195	False	False	True	True
IPRGC	RGC	Opn4		RGC	2961.0		0.23556899	0.0014281141	0.0029761905	0.00020436464	0.00042616663	0.0	0.0	0.0033423319	0.0024654833	0.0024813896	0.23556899	0.03846154	0.00047393364	False	False	True	True
IPRGC	RGC	Spp1		RGC	1648.0		0.26162896	0.012582178	0.041666668	0.0012188891	0.0010654166	0.020797227	0.015873017	0.0057848054	0.8019395	0.1414392	0.26162896	0.0025641026	0.0029620854	False	False	True	True
IPRGC	RGC	Tbx20		RGC	11997.0		0.24832939	0.00083717034	0.0029761905	0.00016057222	0.0	0.006932409	0.0	0.0026995759	0.00147929	0.012406948	0.24832939	0.0	0.00029620854	False	False	True	True
M1A	RGC	Adcyap1	40_M1dup	RGC	3777.0	4.2885375	0.26862183	0.0020683033	0.0052083335	0.00020436464	0.00021308332	0.0	0.0	0.0012855122	0.004766601	0.0	0.26862183	0.0025641026	0.00071090047	False	False	True	True
M1A	RGC	Opn4	40_M1dup	RGC	2961.0	14.241107	0.23556899	0.0014281141	0.0029761905	0.00020436464	0.00042616663	0.0	0.0	0.0033423319	0.0024654833	0.0024813896	0.23556899	0.03846154	0.00047393364	False	False	True	True
M1B	RGC	Nmb	33_M1	RGC	793.0		0.039228823	0.006475759	0.114583336	0.009875191	0.01598125	0.05199307	0.007936508	0.011183957	0.026298488	0.024813896	0.039228823	0.1	0.005657583	False	False	True	True
M2	RGC	Spp1	31_M2	RGC	1648.0	14.898374	0.26162896	0.012582178	0.041666668	0.0012188891	0.0010654166	0.020797227	0.015873017	0.0057848054	0.8019395	0.1414392	0.26162896	0.0025641026	0.0029620854	False	False	True	True
M2	RGC	Tbx20	31_M2	RGC	11997.0		0.24832939	0.00083717034	0.0029761905	0.00016057222	0.0	0.006932409	0.0	0.0026995759	0.00147929	0.012406948	0.24832939	0.0	0.00029620854	False	False	True	True
M3, M5, OR M6	RGC	Serpine2	22_M5	RGC	8287.0		0.28247693	0.31376654	0.04613095	0.052339245	0.0012784998	0.27989602	0.007936508	0.053605862	1.7220578	0.7692308	0.28247693	0.025641026	0.00085900474	False	False	True	True
M4	RGC	Il1rapl2		RGC	4692.0		0.13054489	0.8772068	0.014880952	4.5031238	0.0053270827	0.05285962	0.007936508	0.015297596	0.0067389873	0.08684864	0.13054489	0.0025641026	0.0021030805	True	False	True	True
M4	RGC	Spp1		RGC	1648.0		0.26162896	0.012582178	0.041666668	0.0012188891	0.0010654166	0.020797227	0.015873017	0.0057848054	0.8019395	0.1414392	0.26162896	0.0025641026	0.0029620854	False	False	True	True
MAYBE T-OODSGC	RGC	Gpr88		RGC	3504.0		0.037676662	0.030975303	0.008928572	5.83899e-05	0.0	0.0	0.0	0.0055277026	0.0006574622	0.0	0.037676662	0.0	0.00020734598	False	False	True	True
N-OODSGC	RGC	Cartpt		RGC	1277.0		6.4835553	5.931155	1.6540178	0.008291366	0.023226082	0.08318891	0.23015873	0.055791233	0.4155161	0.08188586	6.4835553	0.015384615	0.037233412	True	False	True	True
NOVEL_14	RGC	Cartpt		RGC	1277.0		6.4835553	5.931155	1.6540178	0.008291366	0.023226082	0.08318891	0.23015873	0.055791233	0.4155161	0.08188586	6.4835553	0.015384615	0.037233412	True	False	True	True
NOVEL_19	RGC	Penk	19_Novel	RGC	1634.0	6.7376394	0.62769383	0.030433604	0.014880952	0.0016933071	0.0014915832	0.006932409	0.007936508	0.11453915	0.008547009	0.0	0.62769383	0.015384615	0.0019253554	False	False	True	True
NOVEL_19	RGC	Slc24a2	19_Novel	RGC	12217.0		1.8978678	0.35806268	0.03348214	1.3735713	6.142553	0.019930676	3.4444444	0.055277027	0.009368836	0.027295286	1.8978678	0.0051282053	0.0039099525	True	False	True	True
NOVEL_20	RGC	Gal	20_Novel	RGC	788.0		0.13386162	0.01787605	0.0052083335	0.0026275455	0.00021308332	0.0008665511	0.0	0.0020568196	0.010848126	0.0024813896	0.13386162	0.0025641026	0.00053317536	False	False	True	True
NOVEL_20	RGC	Penk	20_Novel	RGC	1634.0	7.2181816	0.62769383	0.030433604	0.014880952	0.0016933071	0.0014915832	0.006932409	0.007936508	0.11453915	0.008547009	0.0	0.62769383	0.015384615	0.0019253554	False	False	True	True
NOVEL_26	RGC	Igfbp	26_Novel	RGC																False	False	True	True
NOVEL_26	RGC	Penk	26_Novel	RGC	1634.0		0.62769383	0.030433604	0.014880952	0.0016933071	0.0014915832	0.006932409	0.007936508	0.11453915	0.008547009	0.0	0.62769383	0.015384615	0.0019253554	False	False	True	True
NOVEL_29	RGC	Stxbp6	29_Novel	RGC	5297.0		0.072477736	0.6183488	0.57886904	0.0006641851	0.00021308332	0.16377816	0.0	0.7692506	0.008382643	0.019851116	0.072477736	0.017948719	0.0012440758	False	False	True	True
NOVEL_34	RGC	Tpbg	34_Novel	RGC	3828.0		0.009623397	0.2095142	0.04761905	0.30493394	0.012358832	0.006932409	0.0	0.21378069	0.014464168	0.009925558	0.009623397	0.0025641026	0.00071090047	False	False	True	True
