Major_Name	Name	Ensembl	Marker	Coefficient
BC	BC1A	ENSMUSG00000046743	Fat4	0.16963752581104674
BC	BC1A	ENSMUSG00000096914	Galntl6	0.1621740762309825
BC	BC1A	ENSMUSG00000058799	Nap1l1	0.15731251283442751
BC	BC1A	ENSMUSG00000029544	Cabp1	0.15650932619397734
BC	BC1A	ENSMUSG00000053477	Tcf4	0.15601028485582777
BC	BC1A	ENSMUSG00000054920	Klhl5	0.1542369119164959
BC	BC1A	ENSMUSG00000055865	Tafa3	0.1541595711530922
BC	BC1A	ENSMUSG00000025739	Gng13	-0.3125467943063816
BC	BC1A	ENSMUSG00000005649	Cabp5	-0.29701868152905064
BC	BC1A	ENSMUSG00000022935	Grik1	-0.2879797242703124
BC	BC1A	ENSMUSG00000092094	Zfp804b	-0.275185297208489
BC	BC1A	ENSMUSG00000030206	Gsg1	-0.27288141470261323
BC	BC1A	ENSMUSG00000004630	Pcp2	-0.2680224918781294
BC	BC1A	ENSMUSG00000050711	Scg2	-0.25646723932507476
BC	BC1A	ENSMUSG00000010175	Prox1	-0.23426583331847026
BC	BC1A	ENSMUSG00000059857	Ntng1	-0.2286883515201057
BC	BC1A	ENSMUSG00000046178	Nxph1	-0.22678183994971965
BC	BC1A	ENSMUSG00000036510	Cdh8	-0.2047244496698879
BC	BC1A	ENSMUSG00000023439	Gnb3	-0.2009946863957357
BC	BC1A	ENSMUSG00000056596	Trnp1	-0.18091333072032056
BC	BC1A	ENSMUSG00000024084	Qpct	-0.17665765474486284
BC	BC1A	ENSMUSG00000029663	Gngt1	-0.1680599909981429
BC	BC1A	ENSMUSG00000019943	Atp2b1	-0.16475649592979708
BC	BC1A	ENSMUSG00000042258	Isl1	-0.16335083169013273
BC	BC1A	ENSMUSG00000042834	Nrep	-0.16257780051673965
BC	BC1A	ENSMUSG00000037593	Rskr	-0.14799161183498097
BC	BC1A	ENSMUSG00000067786	Nnat	-0.1473312427205087
BC	BC1B	ENSMUSG00000046178	Nxph1	0.4522843211657112
BC	BC1B	ENSMUSG00000005649	Cabp5	0.40680064764718105
BC	BC1B	ENSMUSG00000027562	Car2	0.35864330334892247
BC	BC1B	ENSMUSG00000028173	Wls	0.336578077444739
BC	BC1B	ENSMUSG00000035456	Prdm8	0.3282775358366304
BC	BC1B	ENSMUSG00000049100	Pcdh10	0.30632613011890714
BC	BC1B	ENSMUSG00000022762	Ncam2	0.26347823353192146
BC	BC1B	ENSMUSG00000020326	Ccng1	0.20272108103909936
BC	BC1B	ENSMUSG00000110260	Gm30504	0.20124113493051005
BC	BC1B	ENSMUSG00000026934	Lhx3	0.20106588740543704
BC	BC1B	ENSMUSG00000034912	Mdga2	0.19572300949807098
BC	BC1B	ENSMUSG00000024084	Qpct	0.19393106033534466
BC	BC1B	ENSMUSG00000025255	Zfhx4	0.18546593277132645
BC	BC1B	ENSMUSG00000059974	Ntm	0.17037277335189652
BC	BC1B	ENSMUSG00000052539	Magi3	0.1636361947207145
BC	BC1B	ENSMUSG00000036510	Cdh8	0.16359409904537137
BC	BC1B	ENSMUSG00000029088	Kcnip4	0.1439936028626489
BC	BC1B	ENSMUSG00000029697	Fezf1	0.14322140798379096
BC	BC1B	ENSMUSG00000028399	Ptprd	0.1385904268097315
BC	BC1B	ENSMUSG00000041014	Nrg3	0.13750336025800014
BC	BC1B	ENSMUSG00000025739	Gng13	-0.2826864996377474
BC	BC1B	ENSMUSG00000090223	Pcp4	-0.2709038996794506
BC	BC1B	ENSMUSG00000092094	Zfp804b	-0.26465198446520666
BC	BC1B	ENSMUSG00000030523	Trpm1	-0.25478013442659386
BC	BC1B	ENSMUSG00000057132	Rpgrip1	-0.24692382499561208
BC	BC1B	ENSMUSG00000021337	Scgn	-0.24064676116828906
BC	BC1B	ENSMUSG00000056158	Car10	-0.23716867250345774
BC	BC1B	ENSMUSG00000064370	mt-Cytb	-0.2331840002956608
BC	BC1B	ENSMUSG00000035566	Pcdh17	-0.206857806704878
BC	BC1B	ENSMUSG00000026468	Lhx4	-0.19580713714345008
BC	BC1B	ENSMUSG00000030206	Gsg1	-0.1955965795431311
BC	BC1B	ENSMUSG00000064363	mt-Nd4	-0.18298864038090146
BC	BC1B	ENSMUSG00000022935	Grik1	-0.18080297091635675
BC	BC1B	ENSMUSG00000064341	mt-Nd1	-0.17953405630888053
BC	BC1B	ENSMUSG00000061080	Lsamp	-0.17124807163495742
BC	BC1B	ENSMUSG00000042258	Isl1	-0.16494460625274165
BC	BC1B	ENSMUSG00000037161	Mgarp	-0.16228213101774563
BC	BC1B	ENSMUSG00000004630	Pcp2	-0.1619676470748741
BC	BC1B	ENSMUSG00000029663	Gngt1	-0.1610321467157927
BC	BC1B	ENSMUSG00000062151	Unc13c	-0.15542049385067402
BC	BC2	ENSMUSG00000050321	Neto1	0.49332782457545377
BC	BC2	ENSMUSG00000057098	Ebf1	0.33613251142527806
BC	BC2	ENSMUSG00000046178	Nxph1	0.32316031962736047
BC	BC2	ENSMUSG00000096914	Galntl6	0.3075552779236776
BC	BC2	ENSMUSG00000036510	Cdh8	0.30208593380901316
BC	BC2	ENSMUSG00000097886	Gsg1l2	0.28395589630578943
BC	BC2	ENSMUSG00000027270	Lamp5	0.24111569233118618
BC	BC2	ENSMUSG00000033981	Gria2	0.22623992407575313
BC	BC2	ENSMUSG00000038370	Pcp4l1	0.2235034763481201
BC	BC2	ENSMUSG00000050711	Scg2	0.22153435159115764
BC	BC2	ENSMUSG00000031558	Slit2	0.2212146664696972
BC	BC2	ENSMUSG00000038805	Six3	0.22038020502939376
BC	BC2	ENSMUSG00000064179	Tnnt1	0.21963317638402832
BC	BC2	ENSMUSG00000090223	Pcp4	0.2110217846292119
BC	BC2	ENSMUSG00000025255	Zfhx4	0.20379602284395273
BC	BC2	ENSMUSG00000019888	Mgat4c	0.20231401897990656
BC	BC2	ENSMUSG00000059173	Pde1a	0.19708637823205308
BC	BC2	ENSMUSG00000028172	Tacr3	0.18661302795691298
BC	BC2	ENSMUSG00000026109	Tmeff2	0.1775924117637172
BC	BC2	ENSMUSG00000020326	Ccng1	0.17547273792356588
BC	BC2	ENSMUSG00000005649	Cabp5	-0.3675824820657921
BC	BC2	ENSMUSG00000092341	Malat1	-0.2613919100298166
BC	BC2	ENSMUSG00000004630	Pcp2	-0.23507466297865692
BC	BC2	ENSMUSG00000079523	Tmsb10	-0.19976264585016265
BC	BC2	ENSMUSG00000023439	Gnb3	-0.19916915640135816
BC	BC2	ENSMUSG00000103428	Gm20754	-0.194321014908168
BC	BC2	ENSMUSG00000042258	Isl1	-0.18833301151811496
BC	BC2	ENSMUSG00000019943	Atp2b1	-0.18184530468168464
BC	BC2	ENSMUSG00000053420	Gm4792	-0.1733349785734208
BC	BC2	ENSMUSG00000030206	Gsg1	-0.16910916766834705
BC	BC2	ENSMUSG00000035864	Syt1	-0.15322631015239918
BC	BC2	ENSMUSG00000038811	Gngt2	-0.14707104734033835
BC	BC2	ENSMUSG00000037601	Nme1	-0.14533564473649566
BC	BC2	ENSMUSG00000057897	Camk2b	-0.14471405833243636
BC	BC2	ENSMUSG00000029663	Gngt1	-0.1446836909645656
BC	BC2	ENSMUSG00000092094	Zfp804b	-0.14290902118088716
BC	BC2	ENSMUSG00000062209	Erbb4	-0.14179572270014937
BC	BC2	ENSMUSG00000039488	Cntn5	-0.14140152762495634
BC	BC2	ENSMUSG00000061080	Lsamp	-0.1393528272794988
BC	BC2	ENSMUSG00000000617	Grm6	-0.13565677252558137
BC	BC3A	ENSMUSG00000062209	Erbb4	0.7518629170724316
BC	BC3A	ENSMUSG00000031558	Slit2	0.5630461739934439
BC	BC3A	ENSMUSG00000030206	Gsg1	0.5620194434481198
BC	BC3A	ENSMUSG00000022935	Grik1	0.5207011197443002
BC	BC3A	ENSMUSG00000103428	Gm20754	0.4750573401210562
BC	BC3A	ENSMUSG00000059742	Kcnh7	0.46908114394835126
BC	BC3A	ENSMUSG00000059857	Ntng1	0.40812260792322347
BC	BC3A	ENSMUSG00000005649	Cabp5	0.40479208956739166
BC	BC3A	ENSMUSG00000040420	Cdh18	0.38223713011766247
BC	BC3A	ENSMUSG00000004630	Pcp2	0.3553400814250802
BC	BC3A	ENSMUSG00000019943	Atp2b1	0.3470937551032329
BC	BC3A	ENSMUSG00000021337	Scgn	0.3365453138446441
BC	BC3A	ENSMUSG00000049252	Lrp1b	0.32822277730746613
BC	BC3A	ENSMUSG00000038811	Gngt2	0.3214487173355642
BC	BC3A	ENSMUSG00000050711	Scg2	0.30825172869035256
BC	BC3A	ENSMUSG00000025255	Zfhx4	0.29656257463040775
BC	BC3A	ENSMUSG00000070695	Cntnap5a	0.2956556587113947
BC	BC3A	ENSMUSG00000046159	Chrm3	0.29246268175524953
BC	BC3A	ENSMUSG00000051166	Eml5	0.2606136970258126
BC	BC3A	ENSMUSG00000065947	mt-Nd4l	0.2516704303757956
BC	BC3A	ENSMUSG00000092341	Malat1	-0.8899105896787161
BC	BC3A	ENSMUSG00000063142	Kcnma1	-0.570176505019005
BC	BC3A	ENSMUSG00000090223	Pcp4	-0.5076935633216558
BC	BC3A	ENSMUSG00000025739	Gng13	-0.4974563356476096
BC	BC3A	ENSMUSG00000064341	mt-Nd1	-0.4640657599048241
BC	BC3A	ENSMUSG00000066392	Nrxn3	-0.3766061418271113
BC	BC3A	ENSMUSG00000046178	Nxph1	-0.37125294140550785
BC	BC3A	ENSMUSG00000064370	mt-Cytb	-0.3612078051819491
BC	BC3A	ENSMUSG00000064358	mt-Co3	-0.3375189077608945
BC	BC3A	ENSMUSG00000064351	mt-Co1	-0.3227808938533942
BC	BC3A	ENSMUSG00000096914	Galntl6	-0.31540150572647263
BC	BC3A	ENSMUSG00000098682	Otx2os1	-0.267735596501031
BC	BC3A	ENSMUSG00000022332	Khdrbs3	-0.26006739361889464
BC	BC3A	ENSMUSG00000033849	B3galt2	-0.25739783866979427
BC	BC3A	ENSMUSG00000029544	Cabp1	-0.25399560770482915
BC	BC3A	ENSMUSG00000052305	Hbb-bs	-0.2456430164630356
BC	BC3A	ENSMUSG00000063873	Slc24a3	-0.24358289471501085
BC	BC3A	ENSMUSG00000074129	Rpl13a	-0.23904362776822735
BC	BC3A	ENSMUSG00000064363	mt-Nd4	-0.23768433772397668
BC	BC3A	ENSMUSG00000049122	Frmd3	-0.23341451212599099
BC	BC3B	ENSMUSG00000067786	Nnat	0.7382948571843525
BC	BC3B	ENSMUSG00000022935	Grik1	0.6672671180541261
BC	BC3B	ENSMUSG00000032036	Kirrel3	0.6087987852015236
BC	BC3B	ENSMUSG00000038811	Gngt2	0.5626573340365274
BC	BC3B	ENSMUSG00000027416	Otor	0.5338337236799764
BC	BC3B	ENSMUSG00000056494	Cngb3	0.4584281647376982
BC	BC3B	ENSMUSG00000029088	Kcnip4	0.42588908547236737
BC	BC3B	ENSMUSG00000027210	Meis2	0.41953903339041193
BC	BC3B	ENSMUSG00000090223	Pcp4	0.4089481388732614
BC	BC3B	ENSMUSG00000030206	Gsg1	0.3935697919563365
BC	BC3B	ENSMUSG00000005649	Cabp5	0.37940520737687344
BC	BC3B	ENSMUSG00000045871	Slitrk6	0.3402590480152642
BC	BC3B	ENSMUSG00000039539	Sgcz	0.32096148475823355
BC	BC3B	ENSMUSG00000066113	Adamtsl1	0.31013234603751577
BC	BC3B	ENSMUSG00000010066	Cacna2d2	0.29277442348919647
BC	BC3B	ENSMUSG00000016918	Sulf1	0.2829819485213922
BC	BC3B	ENSMUSG00000037852	Cpe	0.27766962348671403
BC	BC3B	ENSMUSG00000002997	Prkar2b	0.2719039905294855
BC	BC3B	ENSMUSG00000020102	Slc16a7	0.2681092528558034
BC	BC3B	ENSMUSG00000031561	Tenm3	0.2636213837121329
BC	BC3B	ENSMUSG00000034912	Mdga2	-0.4491547336621692
BC	BC3B	ENSMUSG00000031558	Slit2	-0.4118075910386961
BC	BC3B	ENSMUSG00000004630	Pcp2	-0.391573248060701
BC	BC3B	ENSMUSG00000038872	Zfhx3	-0.37678206868561387
BC	BC3B	ENSMUSG00000022311	Csmd3	-0.3555208297660565
BC	BC3B	ENSMUSG00000040420	Cdh18	-0.348260520898759
BC	BC3B	ENSMUSG00000050711	Scg2	-0.33920969138069224
BC	BC3B	ENSMUSG00000062209	Erbb4	-0.3357034200452106
BC	BC3B	ENSMUSG00000021337	Scgn	-0.3326100062864027
BC	BC3B	ENSMUSG00000029245	Epha5	-0.32527973099652985
BC	BC3B	ENSMUSG00000040896	Kcnd3	-0.32153651106480446
BC	BC3B	ENSMUSG00000052305	Hbb-bs	-0.30926441667145294
BC	BC3B	ENSMUSG00000028399	Ptprd	-0.30378744699041316
BC	BC3B	ENSMUSG00000039488	Cntn5	-0.28810754019523777
BC	BC3B	ENSMUSG00000046500	Tafa4	-0.2842720378707428
BC	BC3B	ENSMUSG00000058799	Nap1l1	-0.2814758586755407
BC	BC3B	ENSMUSG00000069919	Hba-a1	-0.2703685754248417
BC	BC3B	ENSMUSG00000069917	Hba-a2	-0.26023812165340715
BC	BC3B	ENSMUSG00000019943	Atp2b1	-0.25537567851281356
BC	BC3B	ENSMUSG00000010803	Gabra1	-0.2474429740450959
BC	BC4	ENSMUSG00000040896	Kcnd3	0.2997861593062903
BC	BC4	ENSMUSG00000046500	Tafa4	0.28053289362005995
BC	BC4	ENSMUSG00000057132	Rpgrip1	0.2770298754387816
BC	BC4	ENSMUSG00000022935	Grik1	0.2737836939611179
BC	BC4	ENSMUSG00000027966	Col11a1	0.2513555569077388
BC	BC4	ENSMUSG00000021337	Scgn	0.2442708267051917
BC	BC4	ENSMUSG00000038872	Zfhx3	0.2199803554688955
BC	BC4	ENSMUSG00000029088	Kcnip4	0.20442497598702944
BC	BC4	ENSMUSG00000061080	Lsamp	0.2007742766840381
BC	BC4	ENSMUSG00000090223	Pcp4	0.20011690447179858
BC	BC4	ENSMUSG00000037747	Phyhipl	0.1963553216124071
BC	BC4	ENSMUSG00000085139	A730046J19Rik	0.19485404012728494
BC	BC4	ENSMUSG00000008575	Nfib	0.17541247394127657
BC	BC4	ENSMUSG00000025189	Cnnm1	0.1730363699141208
BC	BC4	ENSMUSG00000051401	Kctd16	0.17031787124991252
BC	BC4	ENSMUSG00000055865	Tafa3	0.16148719791568766
BC	BC4	ENSMUSG00000069662	Marcks	0.1602758793183767
BC	BC4	ENSMUSG00000075330	A930003A15Rik	0.15586440713475758
BC	BC4	ENSMUSG00000074991	Gabrr3	0.15406678118875528
BC	BC4	ENSMUSG00000040118	Cacna2d1	0.1505269136000195
BC	BC4	ENSMUSG00000021268	Meg3	-0.3986382434954219
BC	BC4	ENSMUSG00000005649	Cabp5	-0.3684641931740552
BC	BC4	ENSMUSG00000092341	Malat1	-0.31973154052176994
BC	BC4	ENSMUSG00000029663	Gngt1	-0.29974071048069095
BC	BC4	ENSMUSG00000032036	Kirrel3	-0.29352604516675457
BC	BC4	ENSMUSG00000027562	Car2	-0.2748157322951875
BC	BC4	ENSMUSG00000027210	Meis2	-0.24918851389637414
BC	BC4	ENSMUSG00000053420	Gm4792	-0.23522244020832897
BC	BC4	ENSMUSG00000030523	Trpm1	-0.22704492834618287
BC	BC4	ENSMUSG00000056494	Cngb3	-0.21599911299865215
BC	BC4	ENSMUSG00000067786	Nnat	-0.21548320698741838
BC	BC4	ENSMUSG00000030096	Slc6a6	-0.21494302284657255
BC	BC4	ENSMUSG00000030428	Ttyh1	-0.20558924754266306
BC	BC4	ENSMUSG00000025739	Gng13	-0.20214066258897925
BC	BC4	ENSMUSG00000023267	Gabrr2	-0.2008171502743315
BC	BC4	ENSMUSG00000031558	Slit2	-0.19297540496139318
BC	BC4	ENSMUSG00000038811	Gngt2	-0.1878351040612615
BC	BC4	ENSMUSG00000063142	Kcnma1	-0.1768169726417078
BC	BC4	ENSMUSG00000010175	Prox1	-0.1714114845766351
BC	BC4	ENSMUSG00000037852	Cpe	-0.16072552586118025
BC	BC5A	ENSMUSG00000051910	Sox6	0.8344928329174108
BC	BC5A	ENSMUSG00000039488	Cntn5	0.7655807722993057
BC	BC5A	ENSMUSG00000078591	Hs3st4	0.5407060418136481
BC	BC5A	ENSMUSG00000054640	Slc8a1	0.5192252387152967
BC	BC5A	ENSMUSG00000003949	Hlf	0.47739654775713536
BC	BC5A	ENSMUSG00000005649	Cabp5	0.4349369611609496
BC	BC5A	ENSMUSG00000059203	Il1rapl2	0.4127372080232075
BC	BC5A	ENSMUSG00000037996	Slc24a2	0.32448211091869655
BC	BC5A	ENSMUSG00000000617	Grm6	0.31673023638320097
BC	BC5A	ENSMUSG00000028565	Nfia	0.3081042105642413
BC	BC5A	ENSMUSG00000053141	Ptprt	0.3037268484024058
BC	BC5A	ENSMUSG00000086662	BC046251	0.2941072922717335
BC	BC5A	ENSMUSG00000004630	Pcp2	0.2935233257036092
BC	BC5A	ENSMUSG00000028785	Hpca	0.28173277927005824
BC	BC5A	ENSMUSG00000021196	Pfkp	0.2794227209189909
BC	BC5A	ENSMUSG00000038418	Egr1	0.27173122744279227
BC	BC5A	ENSMUSG00000023267	Gabrr2	0.26974081767226765
BC	BC5A	ENSMUSG00000063887	Nlgn1	0.26169429940924566
BC	BC5A	ENSMUSG00000026989	Dapl1	0.2551456826044379
BC	BC5A	ENSMUSG00000050587	Lrrc4c	0.24360087295020566
BC	BC5A	ENSMUSG00000032036	Kirrel3	-0.7261576343509029
BC	BC5A	ENSMUSG00000041014	Nrg3	-0.5625979056778518
BC	BC5A	ENSMUSG00000052551	Adarb2	-0.4800678618127964
BC	BC5A	ENSMUSG00000040420	Cdh18	-0.4736733843518506
BC	BC5A	ENSMUSG00000030206	Gsg1	-0.42809682171580904
BC	BC5A	ENSMUSG00000034912	Mdga2	-0.42265782796634027
BC	BC5A	ENSMUSG00000054423	Cadps	-0.38356267604502986
BC	BC5A	ENSMUSG00000021268	Meg3	-0.37807933905975427
BC	BC5A	ENSMUSG00000062151	Unc13c	-0.37304979831036655
BC	BC5A	ENSMUSG00000046159	Chrm3	-0.3552280355254731
BC	BC5A	ENSMUSG00000050711	Scg2	-0.35401368283812573
BC	BC5A	ENSMUSG00000103428	Gm20754	-0.34976532665029436
BC	BC5A	ENSMUSG00000055421	Pcdh9	-0.34505211454660234
BC	BC5A	ENSMUSG00000029108	Pcdh7	-0.34113038160411796
BC	BC5A	ENSMUSG00000079523	Tmsb10	-0.29189001344145615
BC	BC5A	ENSMUSG00000027562	Car2	-0.2716851621989598
BC	BC5A	ENSMUSG00000056494	Cngb3	-0.252838243684362
BC	BC5A	ENSMUSG00000042757	Tmem108	-0.24061064912880586
BC	BC5A	ENSMUSG00000064115	Cadm2	-0.23627192094629731
BC	BC5A	ENSMUSG00000029544	Cabp1	-0.23273351052025204
BC	BC5B	ENSMUSG00000029663	Gngt1	0.5411464188699333
BC	BC5B	ENSMUSG00000035131	Brinp3	0.4481540317760777
BC	BC5B	ENSMUSG00000052551	Adarb2	0.425314901296059
BC	BC5B	ENSMUSG00000023978	Prph2	0.3942206825715537
BC	BC5B	ENSMUSG00000026610	Esrrg	0.3922860110162564
BC	BC5B	ENSMUSG00000045613	Chrm2	0.3869126121670881
BC	BC5B	ENSMUSG00000021779	Thrb	0.37585949703596966
BC	BC5B	ENSMUSG00000005649	Cabp5	0.37548270777996723
BC	BC5B	ENSMUSG00000027562	Car2	0.372765965234254
BC	BC5B	ENSMUSG00000034731	Dgkh	0.36011952174630946
BC	BC5B	ENSMUSG00000040420	Cdh18	0.3522265486603026
BC	BC5B	ENSMUSG00000056494	Cngb3	0.35180927242396204
BC	BC5B	ENSMUSG00000090061	Nwd2	0.34032608390446006
BC	BC5B	ENSMUSG00000026163	Sphkap	0.3359274958891474
BC	BC5B	ENSMUSG00000029108	Pcdh7	0.3131932039728656
BC	BC5B	ENSMUSG00000050711	Scg2	0.3046064639808764
BC	BC5B	ENSMUSG00000031765	Mt1	0.2877005071800132
BC	BC5B	ENSMUSG00000049001	Ndnf	0.2815666025763964
BC	BC5B	ENSMUSG00000051166	Eml5	0.2536564872255771
BC	BC5B	ENSMUSG00000035566	Pcdh17	0.24751238048581206
BC	BC5B	ENSMUSG00000092083	Kcnb2	-0.872332381341979
BC	BC5B	ENSMUSG00000029088	Kcnip4	-0.6196790174933547
BC	BC5B	ENSMUSG00000052305	Hbb-bs	-0.6072972038064233
BC	BC5B	ENSMUSG00000030523	Trpm1	-0.5153731201380767
BC	BC5B	ENSMUSG00000069919	Hba-a1	-0.5127585206411508
BC	BC5B	ENSMUSG00000090223	Pcp4	-0.4850751524644202
BC	BC5B	ENSMUSG00000032036	Kirrel3	-0.48159885095325233
BC	BC5B	ENSMUSG00000001175	Calm1	-0.4781246321364496
BC	BC5B	ENSMUSG00000069917	Hba-a2	-0.4763106983145389
BC	BC5B	ENSMUSG00000073940	Hbb-bt	-0.4477972627644473
BC	BC5B	ENSMUSG00000061080	Lsamp	-0.4412640085529916
BC	BC5B	ENSMUSG00000092341	Malat1	-0.42902734964700207
BC	BC5B	ENSMUSG00000049336	Tenm2	-0.40111302449375913
BC	BC5B	ENSMUSG00000019943	Atp2b1	-0.3980447485082148
BC	BC5B	ENSMUSG00000032076	Cadm1	-0.39364330422806987
BC	BC5B	ENSMUSG00000037940	Inpp4b	-0.38862811457983054
BC	BC5B	ENSMUSG00000064115	Cadm2	-0.35031518579594845
BC	BC5B	ENSMUSG00000037161	Mgarp	-0.3357244719925029
BC	BC5B	ENSMUSG00000036800	Fam135b	-0.3282478681071309
BC	BC5B	ENSMUSG00000027210	Meis2	-0.3224780532816813
BC	BC5C	ENSMUSG00000090223	Pcp4	0.5388564164056004
BC	BC5C	ENSMUSG00000049336	Tenm2	0.5227597527917313
BC	BC5C	ENSMUSG00000004630	Pcp2	0.5085449098645934
BC	BC5C	ENSMUSG00000029088	Kcnip4	0.4654599442251289
BC	BC5C	ENSMUSG00000060924	Csmd1	0.46223320140390806
BC	BC5C	ENSMUSG00000039488	Cntn5	0.45272071479852916
BC	BC5C	ENSMUSG00000092083	Kcnb2	0.4423961866073416
BC	BC5C	ENSMUSG00000024857	Cabp2	0.37038340048255947
BC	BC5C	ENSMUSG00000045648	Vwc2l	0.33302213217088794
BC	BC5C	ENSMUSG00000074991	Gabrr3	0.3174460540359395
BC	BC5C	ENSMUSG00000058589	Anks1b	0.31309986898056863
BC	BC5C	ENSMUSG00000064293	Cntn4	0.31065814464777886
BC	BC5C	ENSMUSG00000037940	Inpp4b	0.31038980066880933
BC	BC5C	ENSMUSG00000008575	Nfib	0.2843901849366118
BC	BC5C	ENSMUSG00000049420	Tmem200a	0.2739235147360284
BC	BC5C	ENSMUSG00000033910	Gucy1a1	0.2665492161366509
BC	BC5C	ENSMUSG00000056494	Cngb3	0.2581894082605172
BC	BC5C	ENSMUSG00000057378	Ryr3	0.25732466235583407
BC	BC5C	ENSMUSG00000041741	Pde3a	0.25474299492887487
BC	BC5C	ENSMUSG00000046159	Chrm3	0.24485197366910724
BC	BC5C	ENSMUSG00000005649	Cabp5	-0.5595729714757874
BC	BC5C	ENSMUSG00000029108	Pcdh7	-0.40446768847384407
BC	BC5C	ENSMUSG00000028565	Nfia	-0.345192520912461
BC	BC5C	ENSMUSG00000026610	Esrrg	-0.34341929302321683
BC	BC5C	ENSMUSG00000022935	Grik1	-0.3079643993233125
BC	BC5C	ENSMUSG00000049001	Ndnf	-0.2978327511079938
BC	BC5C	ENSMUSG00000092341	Malat1	-0.2855870434593467
BC	BC5C	ENSMUSG00000030096	Slc6a6	-0.27930608469099305
BC	BC5C	ENSMUSG00000064351	mt-Co1	-0.2723891250506523
BC	BC5C	ENSMUSG00000098682	Otx2os1	-0.2632711338831057
BC	BC5C	ENSMUSG00000021098	4930447C04Rik	-0.26264563786442396
BC	BC5C	ENSMUSG00000036800	Fam135b	-0.24819874011740653
BC	BC5C	ENSMUSG00000023267	Gabrr2	-0.2466053418183902
BC	BC5C	ENSMUSG00000021730	Hcn1	-0.23713269306842977
BC	BC5C	ENSMUSG00000041014	Nrg3	-0.23591422991264493
BC	BC5C	ENSMUSG00000050587	Lrrc4c	-0.22080390591645768
