Name	Major_Name	Marker	Ensembl	Coefficient
11_Novel	RGC	Pcp4	Pcp4	-0.403535967
11_Novel	RGC	Synpr	Synpr	-0.388160752
11_Novel	RGC	Csmd3	Csmd3	-0.365506324
11_Novel	RGC	Trarg1	Trarg1	-0.352553178
11_Novel	RGC	Nlgn1	Nlgn1	-0.346959942
11_Novel	RGC	Ftl1	Ftl1	-0.342756846
11_Novel	RGC	Ptprm	Ptprm	-0.33939356
11_Novel	RGC	Cst3	Cst3	-0.332904924
11_Novel	RGC	Bc1	Bc1	-0.321498891
11_Novel	RGC	Meis2	Meis2	-0.31474551
11_Novel	RGC	Hcn1	Hcn1	-0.313417301
12_ooDS_NT	RGC	Cartpt	Cartpt	1.1112338557434427
12_ooDS_NT	RGC	Cplx1	Cplx1	1.0743874843856267
12_ooDS_NT	RGC	Alk	Alk	0.8358472750850068
12_ooDS_NT	RGC	Kcnh7	Kcnh7	0.7418734378113333
12_ooDS_NT	RGC	Gabrg3	Gabrg3	0.7297519556453602
12_ooDS_NT	RGC	Rgs6	Rgs6	0.6322801705986522
12_ooDS_NT	RGC	Pcdh10	Pcdh10	0.6192961939125652
12_ooDS_NT	RGC	Dgkb	Dgkb	0.597830512
12_ooDS_NT	RGC	Nell1	Nell1	0.5875053433701789
12_ooDS_NT	RGC	Pcdh9	Pcdh9	0.5502988201348666
12_ooDS_NT	RGC	Ncam2	Ncam2	0.5356956848394012
12_ooDS_NT	RGC	Neurod2	Neurod2	0.5049523905447152
12_ooDS_NT	RGC	Plcb1	Plcb1	0.4916056908580259
12_ooDS_NT	RGC	Nefm	Nefm	0.48777795467686796
12_ooDS_NT	RGC	Dab1	Dab1	0.48148394924323196
12_ooDS_NT	RGC	Kcnb2	Kcnb2	0.4592409722084512
12_ooDS_NT	RGC	Cntn4	Cntn4	0.45841361947157006
12_ooDS_NT	RGC	Pcdh7	Pcdh7	0.4357152859445804
12_ooDS_NT	RGC	Pcp4l1	Pcp4l1	0.42342650134149057
12_ooDS_NT	RGC	Sparcl1	Sparcl1	0.4204219253634646
12_ooDS_NT	RGC	Mgat4c	Mgat4c	-0.909824923
12_ooDS_NT	RGC	Sorcs1	Sorcs1	-0.904934
12_ooDS_NT	RGC	Kcnip4	Kcnip4	-0.864625362
12_ooDS_NT	RGC	Ebf1	Ebf1	-0.856130468
12_ooDS_NT	RGC	Pcdh11x	Pcdh11x	-0.756488649
12_ooDS_NT	RGC	Lingo2	Lingo2	-0.710632288
12_ooDS_NT	RGC	mt-Nd1	mt-Nd1	-0.649610544
12_ooDS_NT	RGC	Cntn5	Cntn5	-0.636798864
12_ooDS_NT	RGC	Rgs4	Rgs4	-0.599766747
12_ooDS_NT	RGC	Cck	Cck	-0.58519708
12_ooDS_NT	RGC	Tenm2	Tenm2	-0.560622381
12_ooDS_NT	RGC	Csmd1	Csmd1	-0.557285409
12_ooDS_NT	RGC	Pou6f2	Pou6f2	-0.538397341
12_ooDS_NT	RGC	Kirrel3	Kirrel3	-0.504357193
12_ooDS_NT	RGC	Calb1	Calb1	-0.494540298
12_ooDS_NT	RGC	Tenm3	Tenm3	-0.491403322
12_ooDS_NT	RGC	Fat3	Fat3	-0.479020181
12_ooDS_NT	RGC	Unc5d	Unc5d	-0.477813964
12_ooDS_NT	RGC	Nrgn	Nrgn	-0.475671082
12_ooDS_NT	RGC	Galntl6	Galntl6	-0.466611299
13_Novel	RGC	Nrg1_ENSMUSG00000062991	Nrg1_ENSMUSG00000062991	1.0186005008359404
13_Novel	RGC	Cntn5	Cntn5	0.9984597256819846
13_Novel	RGC	Gabrg3	Gabrg3	0.8986949831634111
13_Novel	RGC	Cplx2	Cplx2	0.7101061565806285
13_Novel	RGC	Dpp10	Dpp10	0.6977285301295356
13_Novel	RGC	Nrgn	Nrgn	0.449589209
13_Novel	RGC	Galntl6	Galntl6	0.44412562437678454
13_Novel	RGC	Calb2	Calb2	0.43870985324586337
13_Novel	RGC	Runx1	Runx1	0.43134617359628746
13_Novel	RGC	Sox6	Sox6	0.4093114303376219
13_Novel	RGC	Cartpt	Cartpt	0.38859096481383737
13_Novel	RGC	Sncg	Sncg	0.3864502203194819
13_Novel	RGC	Pcdh11x	Pcdh11x	0.37948479770292637
13_Novel	RGC	Ptprm	Ptprm	0.3729299840134926
13_Novel	RGC	Tppp3	Tppp3	0.36845278396042275
13_Novel	RGC	Pcdh7	Pcdh7	0.3680359980044341
13_Novel	RGC	Fstl5	Fstl5	0.3650628112895218
13_Novel	RGC	Cntnap5a	Cntnap5a	0.34784236769595295
13_Novel	RGC	Sdk1	Sdk1	0.344967745
13_Novel	RGC	Crhbp	Crhbp	0.34087683960800097
13_Novel	RGC	Pcp4	Pcp4	-1.276153973
13_Novel	RGC	Asic2	Asic2	-1.058187834
13_Novel	RGC	Sorcs1	Sorcs1	-0.729686156
13_Novel	RGC	mt-Nd1	mt-Nd1	-0.597990115
13_Novel	RGC	Tshz2	Tshz2	-0.561846532
13_Novel	RGC	Rbfox1	Rbfox1	-0.560492732
13_Novel	RGC	Tafa2	Tafa2	-0.494118067
13_Novel	RGC	Zfp804b	Zfp804b	-0.458142758
13_Novel	RGC	Ntng1	Ntng1	-0.441921537
13_Novel	RGC	Adcy2	Adcy2	-0.424584862
13_Novel	RGC	Synpr	Synpr	-0.414570008
13_Novel	RGC	Pde3a	Pde3a	-0.39504921
13_Novel	RGC	Clstn2	Clstn2	-0.374725326
13_Novel	RGC	Chrm3	Chrm3	-0.371165584
13_Novel	RGC	Lrp1b	Lrp1b	-0.364348284
13_Novel	RGC	Pvalb	Pvalb	-0.351377723
13_Novel	RGC	Inpp4b	Inpp4b	-0.343987131
13_Novel	RGC	Pex5l	Pex5l	-0.340547566
13_Novel	RGC	Cntn4	Cntn4	-0.332580964
13_Novel	RGC	Gabra1	Gabra1	-0.332345549
14_ooDS_Cck	RGC	Cartpt	Cartpt	0.9217065105671954
14_ooDS_Cck	RGC	Mgat4c	Mgat4c	0.6913443125439214
14_ooDS_Cck	RGC	Cck	Cck	0.5156848952055277
14_ooDS_Cck	RGC	Kirrel3	Kirrel3	0.4852936569980718
14_ooDS_Cck	RGC	Sorcs1	Sorcs1	0.47916400903278616
14_ooDS_Cck	RGC	Nrg1_ENSMUSG00000062991	Nrg1_ENSMUSG00000062991	0.46703573272892746
14_ooDS_Cck	RGC	Sema3a	Sema3a	0.4401904982740255
14_ooDS_Cck	RGC	Sncg	Sncg	0.42928540618028727
14_ooDS_Cck	RGC	Cdh18	Cdh18	0.39274920659729246
14_ooDS_Cck	RGC	Pou6f2	Pou6f2	0.34869142831842714
14_ooDS_Cck	RGC	Cntnap4	Cntnap4	0.3470738003034788
14_ooDS_Cck	RGC	Vsnl1	Vsnl1	0.31333566421054115
14_ooDS_Cck	RGC	Cdh12	Cdh12	0.29942886671862645
14_ooDS_Cck	RGC	Lingo2	Lingo2	0.2962701725288144
14_ooDS_Cck	RGC	Gabrg3	Gabrg3	0.2928723816055881
14_ooDS_Cck	RGC	Astn2	Astn2	0.28995381495330896
14_ooDS_Cck	RGC	Crim1	Crim1	0.2842254569064863
14_ooDS_Cck	RGC	Asic2	Asic2	0.2694129756358101
14_ooDS_Cck	RGC	Pcdh11x	Pcdh11x	0.2604974423920144
14_ooDS_Cck	RGC	Csmd1	Csmd1	0.25532887071101745
14_ooDS_Cck	RGC	Kcnip4	Kcnip4	-0.634827558
14_ooDS_Cck	RGC	Lrrc4c	Lrrc4c	-0.585149361
14_ooDS_Cck	RGC	Scg2	Scg2	-0.572809177
14_ooDS_Cck	RGC	mt-Nd1	mt-Nd1	-0.468122018
14_ooDS_Cck	RGC	Pcdh7	Pcdh7	-0.439361594
14_ooDS_Cck	RGC	Rbfox1	Rbfox1	-0.362128312
14_ooDS_Cck	RGC	Gpc6	Gpc6	-0.348175511
14_ooDS_Cck	RGC	Tmsb4x	Tmsb4x	-0.339654169
14_ooDS_Cck	RGC	Kcnh7	Kcnh7	-0.328153234
14_ooDS_Cck	RGC	Ptn	Ptn	-0.295198597
14_ooDS_Cck	RGC	Ftl1	Ftl1	-0.288718005
14_ooDS_Cck	RGC	Pcdh10	Pcdh10	-0.28648186
14_ooDS_Cck	RGC	Unc13c	Unc13c	-0.280376977
14_ooDS_Cck	RGC	Nell1	Nell1	-0.275568921
14_ooDS_Cck	RGC	Actb	Actb	-0.26821987
14_ooDS_Cck	RGC	Anks1b	Anks1b	-0.260816662
14_ooDS_Cck	RGC	Schip1	Schip1	-0.255360814
14_ooDS_Cck	RGC	Kcnip1	Kcnip1	-0.24990051
14_ooDS_Cck	RGC	Fgf13	Fgf13	-0.248776426
14_ooDS_Cck	RGC	Alcam	Alcam	-0.242528807
15_Novel	RGC	Crhbp	Crhbp	0.8540505642504328
15_Novel	RGC	Meis2	Meis2	0.7261113330288125
15_Novel	RGC	Pcdh11x	Pcdh11x	0.7015609367629234
15_Novel	RGC	Nrgn	Nrgn	0.6991910079296483
15_Novel	RGC	Kirrel3	Kirrel3	0.6806234965471791
15_Novel	RGC	Cntnap5a	Cntnap5a	0.615878352
15_Novel	RGC	Galntl6	Galntl6	0.5716814672170722
15_Novel	RGC	Mid1	Mid1	0.5434981247093056
15_Novel	RGC	Penk	Penk	0.5009302883517188
15_Novel	RGC	Tshz2	Tshz2	0.49834806151389877
15_Novel	RGC	Apela	Apela	0.4842547344896464
15_Novel	RGC	Cartpt	Cartpt	0.47601710502721034
15_Novel	RGC	Tenm3	Tenm3	0.4220780071017474
15_Novel	RGC	Dpp10	Dpp10	0.41762690165394356
15_Novel	RGC	Asic2	Asic2	0.4171800068784585
15_Novel	RGC	Ebf1	Ebf1	0.4125463701895565
15_Novel	RGC	Tppp3	Tppp3	0.39159780837837116
15_Novel	RGC	Schip1	Schip1	0.37623111764670236
15_Novel	RGC	Grin2a	Grin2a	0.3595674677543802
15_Novel	RGC	Cpne4	Cpne4	0.3379098722430756
15_Novel	RGC	Pcp4	Pcp4	-0.918756799
15_Novel	RGC	Csmd3	Csmd3	-0.710933171
15_Novel	RGC	Mgat4c	Mgat4c	-0.630574102
15_Novel	RGC	Cntn4	Cntn4	-0.629072561
15_Novel	RGC	Cntn5	Cntn5	-0.508393322
15_Novel	RGC	Pcdh9	Pcdh9	-0.503449232
15_Novel	RGC	Lingo2	Lingo2	-0.462956331
15_Novel	RGC	Nlgn1	Nlgn1	-0.453113749
15_Novel	RGC	mt-Nd1	mt-Nd1	-0.439684999
15_Novel	RGC	Gm32647	Gm32647	-0.428384292
15_Novel	RGC	Bc1	Bc1	-0.417747882
15_Novel	RGC	Nell1	Nell1	-0.40770452
15_Novel	RGC	Kcnd2	Kcnd2	-0.403843149
15_Novel	RGC	Dscam	Dscam	-0.395001945
15_Novel	RGC	Cst3	Cst3	-0.379837949
15_Novel	RGC	Rgs7	Rgs7	-0.372183689
15_Novel	RGC	Ftl1	Ftl1	-0.364135736
15_Novel	RGC	Ntng1	Ntng1	-0.341576246
15_Novel	RGC	Cd81	Cd81	-0.325156496
15_Novel	RGC	Khdrbs2	Khdrbs2	-0.324711655
16_ooDS_DV	RGC	Cartpt	Cartpt	1.4431550956218735
16_ooDS_DV	RGC	Cdh6	Cdh6	0.7838889099604528
16_ooDS_DV	RGC	Hs3st4	Hs3st4	0.7450732302727034
16_ooDS_DV	RGC	Pcdh11x	Pcdh11x	0.6990301868548514
16_ooDS_DV	RGC	Rgs4	Rgs4	0.604112684
16_ooDS_DV	RGC	Col25a1	Col25a1	0.5978589386113071
16_ooDS_DV	RGC	Scg2	Scg2	0.5284084549846081
16_ooDS_DV	RGC	Tafa1	Tafa1	0.5149040380692473
16_ooDS_DV	RGC	Cntn5	Cntn5	0.4868259722093943
16_ooDS_DV	RGC	Crhbp	Crhbp	0.47262634698215206
16_ooDS_DV	RGC	Pcp4	Pcp4	0.38886591825336453
16_ooDS_DV	RGC	Clstn2	Clstn2	0.35217763597605894
16_ooDS_DV	RGC	Opcml	Opcml	0.3499960264915796
16_ooDS_DV	RGC	Gm32647	Gm32647	0.33258449592417766
16_ooDS_DV	RGC	Cplx2	Cplx2	0.331900338
16_ooDS_DV	RGC	6330411D24Rik	6330411D24Rik	0.325381165
16_ooDS_DV	RGC	Alk	Alk	0.3138447309115399
16_ooDS_DV	RGC	Nrn1	Nrn1	0.31294809688439595
16_ooDS_DV	RGC	Ebf1	Ebf1	0.30713308745091594
16_ooDS_DV	RGC	Ralyl	Ralyl	0.2842653688090162
16_ooDS_DV	RGC	Stmn1	Stmn1	-0.826818744
16_ooDS_DV	RGC	Mgat4c	Mgat4c	-0.488371866
16_ooDS_DV	RGC	mt-Nd1	mt-Nd1	-0.46493382
16_ooDS_DV	RGC	Kctd8	Kctd8	-0.431922095
16_ooDS_DV	RGC	Zfp804b	Zfp804b	-0.403266802
16_ooDS_DV	RGC	Sphkap	Sphkap	-0.402233368
16_ooDS_DV	RGC	Galntl6	Galntl6	-0.37963412
16_ooDS_DV	RGC	Tmsb4x	Tmsb4x	-0.378096816
16_ooDS_DV	RGC	Ano3	Ano3	-0.358734903
16_ooDS_DV	RGC	Kcnd2	Kcnd2	-0.358573184
16_ooDS_DV	RGC	Ftl1	Ftl1	-0.352626908
16_ooDS_DV	RGC	Nrg3	Nrg3	-0.335438501
16_ooDS_DV	RGC	Bc1	Bc1	-0.330149568
16_ooDS_DV	RGC	Cmss1	Cmss1	-0.315272637
16_ooDS_DV	RGC	Actb	Actb	-0.312641779
16_ooDS_DV	RGC	Kirrel3	Kirrel3	-0.311203789
16_ooDS_DV	RGC	Sorcs1	Sorcs1	-0.306130478
16_ooDS_DV	RGC	Lrrtm4	Lrrtm4	-0.299435282
16_ooDS_DV	RGC	Alcam	Alcam	-0.299194038
16_ooDS_DV	RGC	Tmsb10	Tmsb10	-0.296309297
17_Tbr1_S1	RGC	Nrgn	Nrgn	1.0411606089703795
17_Tbr1_S1	RGC	Meis2	Meis2	0.7466379563861095
17_Tbr1_S1	RGC	Lrrc4c	Lrrc4c	0.7445334185917996
17_Tbr1_S1	RGC	Cntnap5a	Cntnap5a	0.7172498800508769
17_Tbr1_S1	RGC	Cartpt	Cartpt	0.6251390177026279
17_Tbr1_S1	RGC	Ctxn3	Ctxn3	0.6165840973246689
17_Tbr1_S1	RGC	Rprm	Rprm	0.5640454384985465
17_Tbr1_S1	RGC	Pcp4	Pcp4	0.5495286877965374
17_Tbr1_S1	RGC	Hs3st4	Hs3st4	0.5373806848982322
17_Tbr1_S1	RGC	Nrg1_ENSMUSG00000062991	Nrg1_ENSMUSG00000062991	0.4891318323417396
17_Tbr1_S1	RGC	Pou6f2	Pou6f2	0.47409385933899395
17_Tbr1_S1	RGC	Ntng1	Ntng1	0.4592330054981841
17_Tbr1_S1	RGC	Kirrel3	Kirrel3	0.45395733634802354
17_Tbr1_S1	RGC	Csmd1	Csmd1	0.43376982121782165
17_Tbr1_S1	RGC	Rgs4	Rgs4	0.41648773458077665
17_Tbr1_S1	RGC	Inpp4b	Inpp4b	0.4086665792140363
17_Tbr1_S1	RGC	Crhbp	Crhbp	0.40393990776684974
17_Tbr1_S1	RGC	Ebf1	Ebf1	0.37688289351837684
17_Tbr1_S1	RGC	Zmat4	Zmat4	0.37204895894355355
17_Tbr1_S1	RGC	Sema5a	Sema5a	0.3415379669058504
17_Tbr1_S1	RGC	Kcnip4	Kcnip4	-0.625440221
17_Tbr1_S1	RGC	Gabrg3	Gabrg3	-0.511102391
17_Tbr1_S1	RGC	Ralyl	Ralyl	-0.496533469
17_Tbr1_S1	RGC	Synpr	Synpr	-0.468491585
17_Tbr1_S1	RGC	Ftl1	Ftl1	-0.466673124
17_Tbr1_S1	RGC	Lrp1b	Lrp1b	-0.460834317
17_Tbr1_S1	RGC	Actb	Actb	-0.44764531
17_Tbr1_S1	RGC	Pcdh7	Pcdh7	-0.441304693
17_Tbr1_S1	RGC	Bc1	Bc1	-0.417451453
17_Tbr1_S1	RGC	Cntn4	Cntn4	-0.412175109
17_Tbr1_S1	RGC	Cpne4	Cpne4	-0.41096206
17_Tbr1_S1	RGC	Kcnd2	Kcnd2	-0.386597515
17_Tbr1_S1	RGC	mt-Nd1	mt-Nd1	-0.380775847
17_Tbr1_S1	RGC	Cst3	Cst3	-0.372555008
17_Tbr1_S1	RGC	Alk	Alk	-0.370618463
17_Tbr1_S1	RGC	Galntl6	Galntl6	-0.365971778
17_Tbr1_S1	RGC	Cmss1	Cmss1	-0.357319626
17_Tbr1_S1	RGC	Lrrtm4	Lrrtm4	-0.350150757
17_Tbr1_S1	RGC	Frmd5	Frmd5	-0.348142861
17_Tbr1_S1	RGC	Cd81	Cd81	-0.333191825
18_Novel	RGC	Grin2a	Grin2a	1.0199465776513896
18_Novel	RGC	Lrrtm4	Lrrtm4	0.9641834847134182
18_Novel	RGC	Cdh18	Cdh18	0.8809288271980044
18_Novel	RGC	Pou6f2	Pou6f2	0.827579815
18_Novel	RGC	Spon1	Spon1	0.6605045284896994
18_Novel	RGC	Rgs6	Rgs6	0.5877969820391197
18_Novel	RGC	Aldoc	Aldoc	0.5672475418533299
18_Novel	RGC	Adamts5	Adamts5	0.556164672
18_Novel	RGC	Il1rapl1	Il1rapl1	0.5386727805234011
18_Novel	RGC	Pcdh9	Pcdh9	0.5386276467183134
18_Novel	RGC	Vgf	Vgf	0.5331325703344179
18_Novel	RGC	Csmd1	Csmd1	0.5236516431495081
18_Novel	RGC	Spock1	Spock1	0.5234204481509811
18_Novel	RGC	Cntnap2	Cntnap2	0.511507378
18_Novel	RGC	Sncg	Sncg	0.46174440070023964
18_Novel	RGC	Nefl	Nefl	0.4335358382842309
18_Novel	RGC	Nrn1	Nrn1	0.4316565083392784
18_Novel	RGC	Nefm	Nefm	0.4267626555627159
18_Novel	RGC	Rbpms	Rbpms	0.4003966084429768
18_Novel	RGC	Etl4	Etl4	0.39851204834930104
18_Novel	RGC	Pcp4	Pcp4	-1.155750332
18_Novel	RGC	Sorcs1	Sorcs1	-0.841166608
18_Novel	RGC	Synpr	Synpr	-0.762426371
18_Novel	RGC	Grm7	Grm7	-0.735438155
18_Novel	RGC	Cartpt	Cartpt	-0.674607981
18_Novel	RGC	Tenm2	Tenm2	-0.653599672
18_Novel	RGC	Calb2	Calb2	-0.632659381
18_Novel	RGC	Lrp1b	Lrp1b	-0.578687053
18_Novel	RGC	Slc8a1	Slc8a1	-0.567096799
18_Novel	RGC	mt-Nd1	mt-Nd1	-0.561794876
18_Novel	RGC	Marchf1	Marchf1	-0.492071238
18_Novel	RGC	Schip1	Schip1	-0.490008749
18_Novel	RGC	Ftl1	Ftl1	-0.48821309
18_Novel	RGC	Grid2	Grid2	-0.465730514
18_Novel	RGC	Clstn2	Clstn2	-0.457054624
18_Novel	RGC	Lrrc4c	Lrrc4c	-0.456541052
18_Novel	RGC	Ptn	Ptn	-0.451949571
18_Novel	RGC	Trpm3	Trpm3	-0.450888982
18_Novel	RGC	Tenm3	Tenm3	-0.433310974
18_Novel	RGC	Mt1	Mt1	-0.416665161
19_Novel	RGC	Penk	Penk	0.7523821165529598
19_Novel	RGC	Schip1	Schip1	0.7312511696156834
19_Novel	RGC	Lrrc4c	Lrrc4c	0.6599790585856748
19_Novel	RGC	Nell1	Nell1	0.5927895346856445
19_Novel	RGC	Tafa1	Tafa1	0.5752756573787225
19_Novel	RGC	Pcdh9	Pcdh9	0.5641348510362905
19_Novel	RGC	Hs6st3	Hs6st3	0.4738025739398173
19_Novel	RGC	Alcam	Alcam	0.4695285225354409
19_Novel	RGC	Nefm	Nefm	0.423462593
19_Novel	RGC	Ebf3	Ebf3	0.4091239517099863
19_Novel	RGC	Csmd3	Csmd3	0.4007453383571476
19_Novel	RGC	Nefl	Nefl	0.3923544997022794
19_Novel	RGC	Tenm1	Tenm1	0.3923063965651832
19_Novel	RGC	Ldb2	Ldb2	0.38879774479635965
19_Novel	RGC	Brinp3	Brinp3	0.38483807060209413
19_Novel	RGC	Prdm8	Prdm8	0.376585407
19_Novel	RGC	Nkain3	Nkain3	0.35068250686880853
19_Novel	RGC	Sorcs1	Sorcs1	0.32394556431507104
19_Novel	RGC	Kcnh7	Kcnh7	0.3143845007859043
19_Novel	RGC	Id4	Id4	0.2925541560727168
19_Novel	RGC	Calb2	Calb2	-0.828181294
19_Novel	RGC	Tenm2	Tenm2	-0.680825609
19_Novel	RGC	Meis2	Meis2	-0.625890674
19_Novel	RGC	Aldoc	Aldoc	-0.531070927
19_Novel	RGC	Dlgap1	Dlgap1	-0.527474112
19_Novel	RGC	Scg2	Scg2	-0.501237213
19_Novel	RGC	Kcnip4	Kcnip4	-0.497657014
19_Novel	RGC	Ebf1	Ebf1	-0.496205781
19_Novel	RGC	Hcn1	Hcn1	-0.462587583
19_Novel	RGC	Ly6h	Ly6h	-0.456590907
19_Novel	RGC	Khdrbs2	Khdrbs2	-0.44612276
19_Novel	RGC	Zfp804b	Zfp804b	-0.42378587
19_Novel	RGC	mt-Nd1	mt-Nd1	-0.413564004
19_Novel	RGC	Kcnb2	Kcnb2	-0.358891978
19_Novel	RGC	Grip1	Grip1	-0.355205117
19_Novel	RGC	Nlgn1	Nlgn1	-0.353101608
19_Novel	RGC	Cntnap2	Cntnap2	-0.35171216
19_Novel	RGC	Dmd	Dmd	-0.347075671
19_Novel	RGC	Fat3	Fat3	-0.346693438
19_Novel	RGC	Sntg1	Sntg1	-0.33755734
1_W3D1.1	RGC	Ncam2	Ncam2	1.071694885492846
1_W3D1.1	RGC	Pcdh10	Pcdh10	1.026052035312679
1_W3D1.1	RGC	Calb2	Calb2	0.9807783727432141
1_W3D1.1	RGC	Hspb1	Hspb1	0.9283955307374211
1_W3D1.1	RGC	Cntnap5a	Cntnap5a	0.8509513364162667
1_W3D1.1	RGC	C130073E24Rik	C130073E24Rik	0.6580616173695558
1_W3D1.1	RGC	Ptprm	Ptprm	0.6462427321241051
1_W3D1.1	RGC	Sgcz	Sgcz	0.6242478833429613
1_W3D1.1	RGC	Alcam	Alcam	0.6146843313130175
1_W3D1.1	RGC	Kcnc2	Kcnc2	0.600362845
1_W3D1.1	RGC	Serpine2	Serpine2	0.5978500262158518
1_W3D1.1	RGC	Megf11	Megf11	0.5825050667916147
1_W3D1.1	RGC	Gm45323	Gm45323	0.5528239857409318
1_W3D1.1	RGC	Rbpms2	Rbpms2	0.5365509573436031
1_W3D1.1	RGC	Gbe1	Gbe1	0.5304715396066597
1_W3D1.1	RGC	Mgat4c	Mgat4c	0.5233141632505621
1_W3D1.1	RGC	Nrn1	Nrn1	0.4797888606847415
1_W3D1.1	RGC	Brinp3	Brinp3	0.4753886431960628
1_W3D1.1	RGC	Phactr1	Phactr1	0.47351296187374325
1_W3D1.1	RGC	Ghr	Ghr	0.4691106077978309
1_W3D1.1	RGC	Kcnip4	Kcnip4	-1.681047839
1_W3D1.1	RGC	Frmd5	Frmd5	-0.991978411
1_W3D1.1	RGC	Prkg1	Prkg1	-0.982779701
1_W3D1.1	RGC	Sdk1	Sdk1	-0.944125854
1_W3D1.1	RGC	Tafa1	Tafa1	-0.917255727
1_W3D1.1	RGC	Robo1	Robo1	-0.831580398
1_W3D1.1	RGC	Atp1b1	Atp1b1	-0.807960333
1_W3D1.1	RGC	Gria4	Gria4	-0.796507707
1_W3D1.1	RGC	Cartpt	Cartpt	-0.764811895
1_W3D1.1	RGC	Pou6f2	Pou6f2	-0.736758737
1_W3D1.1	RGC	Tac1	Tac1	-0.731734832
1_W3D1.1	RGC	Ppp1r17	Ppp1r17	-0.699706051
