Gene,Cell,Subclass,Ensembl,Gene,Coefficient
Camk2n1,AC,AC_10,ENSMUSG00000046447,Camk2n1,0.2305248708123643
Kirrel3,AC,AC_10,ENSMUSG00000032036,Kirrel3,0.3999930163884367
Kcnip4,AC,AC_10,ENSMUSG00000029088,Kcnip4,0.4799493510702832
Cntn6,AC,AC_10,ENSMUSG00000030092,Cntn6,0.8894695156684662
Sox5,AC,AC_10,ENSMUSG00000041540,Sox5,0.2512902443988631
Grik2,AC,AC_10,ENSMUSG00000056073,Grik2,0.6363001976244677
Pde1c,AC,AC_10,ENSMUSG00000004347,Pde1c,0.2344275317587717
Cacnb2,AC,AC_10,ENSMUSG00000057914,Cacnb2,0.2774716168106015
Ebf1,AC,AC_10,ENSMUSG00000057098,Ebf1,0.2567952555936474
Slc24a3,AC,AC_10,ENSMUSG00000063873,Slc24a3,0.2335222401265945
Schip1,AC,AC_10,ENSMUSG00000027777,Schip1,0.2571021740227009
Nckap5,AC,AC_10,ENSMUSG00000049690,Nckap5,0.5264933409379732
Tfap2b,AC,AC_11,ENSMUSG00000025927,Tfap2b,0.1395063227862765
Pde3a,AC,AC_11,ENSMUSG00000041741,Pde3a,0.1396927946517409
Ptprm,AC,AC_11,ENSMUSG00000033278,Ptprm,0.1331863939033898
Car8,AC,AC_11,ENSMUSG00000041261,Car8,0.1178885382374459
Lrrc4c,AC,AC_11,ENSMUSG00000050587,Lrrc4c,0.1528550619095897
Kcnd2,AC,AC_11,ENSMUSG00000060882,Kcnd2,0.1760588180377827
Grid2,AC,AC_11,ENSMUSG00000071424,Grid2,0.2683514796913796
Gpr22,AC,AC_11,ENSMUSG00000044067,Gpr22,0.1596974916395449
Rph3a,AC,AC_11,ENSMUSG00000029608,Rph3a,0.1222141520922342
Mgat4c,AC,AC_11,ENSMUSG00000019888,Mgat4c,0.1754479497833469
C1ql2,AC,AC_11,ENSMUSG00000036907,C1ql2,0.1208693209102425
Chrm3,AC,AC_11,ENSMUSG00000046159,Chrm3,0.1237393263779714
C1ql1,AC,AC_11,ENSMUSG00000045532,C1ql1,0.1553636990323901
Pbx1,AC,AC_11,ENSMUSG00000052534,Pbx1,0.1899640791978402
Pcdh15,AC,AC_11,ENSMUSG00000052613,Pcdh15,0.1525578772232721
Alk,AC,AC_11,ENSMUSG00000055471,Alk,0.1306212688156948
Pantr1,AC,AC_11,ENSMUSG00000060424,Pantr1,0.1452415716639364
Nrg1_ENSMUSG00000062991,AC,AC_11,ENSMUSG00000062991,Nrg1_ENSMUSG00000062991,0.1479402575246189
Pcp4,AC,AC_11,ENSMUSG00000090223,Pcp4,0.1738681575114291
Cdh22,AC,AC_12,ENSMUSG00000053166,Cdh22,0.1702236536837458
Cntn4,AC,AC_12,ENSMUSG00000064293,Cntn4,0.1751961969207415
Ptgds,AC,AC_12,ENSMUSG00000015090,Ptgds,0.233187246853879
Ntm,AC,AC_12,ENSMUSG00000059974,Ntm,0.1808870695133269
Ly6h,AC,AC_12,ENSMUSG00000022577,Ly6h,0.1856270726575023
Rbms3,AC,AC_12,ENSMUSG00000039607,Rbms3,0.2362401727288799
Pcdh7,AC,AC_12,ENSMUSG00000029108,Pcdh7,0.3207998553647341
Ebf1,AC,AC_12,ENSMUSG00000057098,Ebf1,0.1261732401433378
Lamp5,AC,AC_12,ENSMUSG00000027270,Lamp5,0.1567938929787279
Rgs6,AC,AC_12,ENSMUSG00000021219,Rgs6,0.2248257865776059
Slit2,AC,AC_12,ENSMUSG00000031558,Slit2,0.1245594248246103
Glra3,AC,AC_12,ENSMUSG00000038257,Glra3,0.2719203214570009
Gas7,AC,AC_12,ENSMUSG00000033066,Gas7,0.1990371737549792
Gabra1,AC,AC_12,ENSMUSG00000010803,Gabra1,0.2902063098840804
Gabrb2,AC,AC_12,ENSMUSG00000007653,Gabrb2,0.2167879860531318
Ptprd,AC,AC_12,ENSMUSG00000028399,Ptprd,0.1703008939868796
Ldhb,AC,AC_12,ENSMUSG00000030246,Ldhb,0.1399243613954175
Slc24a3,AC,AC_12,ENSMUSG00000063873,Slc24a3,0.2168759306739765
Cntn5,AC,AC_13,ENSMUSG00000039488,Cntn5,0.1828575123907017
Gabra2,AC,AC_13,ENSMUSG00000000560,Gabra2,0.1981537543668284
Celf2,AC,AC_13,ENSMUSG00000002107,Celf2,0.1951939675286104
Grin2a,AC,AC_13,ENSMUSG00000059003,Grin2a,0.2187769200375735
Slc17a8,AC,AC_13,ENSMUSG00000019935,Slc17a8,0.4119937027888921
Itm2b,AC,AC_13,ENSMUSG00000022108,Itm2b,0.2305855657994464
Pcp4,AC,AC_13,ENSMUSG00000090223,Pcp4,0.2551372026457728
Thsd7a,AC,AC_13,ENSMUSG00000032625,Thsd7a,0.2707098742375031
Gpc6,AC,AC_13,ENSMUSG00000058571,Gpc6,0.1971543591466102
Slc24a3,AC,AC_13,ENSMUSG00000063873,Slc24a3,0.1785211763978717
Sorcs1,AC,AC_13,ENSMUSG00000043531,Sorcs1,0.2202021597626709
Pcdh7,AC,AC_13,ENSMUSG00000029108,Pcdh7,0.3467930464309179
Nxph1,AC,AC_13,ENSMUSG00000046178,Nxph1,0.4592639360627991
Prkg1,AC,AC_13,ENSMUSG00000052920,Prkg1,0.2014491047919784
Pde1c,AC,AC_13,ENSMUSG00000004347,Pde1c,0.2312735680096286
Car3,AC,AC_13,ENSMUSG00000027559,Car3,0.2039955795803317
A930001A20Rik,AC,AC_13,ENSMUSG00000098008,A930001A20Rik,0.3150316986360364
Camk2n1,AC,AC_13,ENSMUSG00000046447,Camk2n1,0.2029146427186619
Zfhx3,AC,AC_14,ENSMUSG00000038872,Zfhx3,0.313057598802583
Frmd5,AC,AC_14,ENSMUSG00000027238,Frmd5,0.3867359038763213
Ptprt,AC,AC_14,ENSMUSG00000053141,Ptprt,0.2701516089167349
Tenm3,AC,AC_14,ENSMUSG00000031561,Tenm3,0.3362696787357439
Inpp4b,AC,AC_14,ENSMUSG00000037940,Inpp4b,0.3036018265961734
Meis2,AC,AC_14,ENSMUSG00000027210,Meis2,0.3608557143633158
Grik1,AC,AC_14,ENSMUSG00000022935,Grik1,0.5430668128226155
Six3,AC,AC_14,ENSMUSG00000038805,Six3,0.2946459795571244
Runx1t1,AC,AC_14,ENSMUSG00000006586,Runx1t1,0.2998653079349199
Cadm1,AC,AC_14,ENSMUSG00000032076,Cadm1,0.2657308453191337
Tfap2b,AC,AC_14,ENSMUSG00000025927,Tfap2b,0.4855399653864205
Cbln2,AC,AC_14,ENSMUSG00000024647,Cbln2,0.5722216712875973
Dmd,AC,AC_14,ENSMUSG00000045103,Dmd,0.3774162584338361
Lingo2,AC,AC_14,ENSMUSG00000045083,Lingo2,0.2775921068872755
Ctnnd2,AC,AC_14,ENSMUSG00000022240,Ctnnd2,0.365442039149197
Oxr1,AC,AC_14,ENSMUSG00000022307,Oxr1,0.3009521206190703
Grik1,AC,AC_15,ENSMUSG00000022935,Grik1,0.1858816133787278
Ptprt,AC,AC_15,ENSMUSG00000053141,Ptprt,0.1623488944021178
Grid2,AC,AC_15,ENSMUSG00000071424,Grid2,0.2005057690166667
Alk,AC,AC_15,ENSMUSG00000055471,Alk,0.2133040261235771
Kcnip4,AC,AC_15,ENSMUSG00000029088,Kcnip4,0.2052933553041934
Ebf1,AC,AC_15,ENSMUSG00000057098,Ebf1,0.1872505079602456
Hs6st3,AC,AC_15,ENSMUSG00000053465,Hs6st3,0.1578203189583995
Galntl6,AC,AC_15,ENSMUSG00000096914,Galntl6,0.3685570187556158
Lamp5,AC,AC_15,ENSMUSG00000027270,Lamp5,0.186470561329389
Cntnap5a,AC,AC_15,ENSMUSG00000070695,Cntnap5a,0.1349536403680023
Gsta4,AC,AC_15,ENSMUSG00000032348,Gsta4,0.2466981723234882
Il1rapl2,AC,AC_15,ENSMUSG00000059203,Il1rapl2,0.2122170233068678
Nlgn1,AC,AC_15,ENSMUSG00000063887,Nlgn1,0.1603586264919077
Nrcam,AC,AC_15,ENSMUSG00000020598,Nrcam,0.1498476801887551
Cacna2d3,AC,AC_15,ENSMUSG00000021991,Cacna2d3,0.1935173251292393
Nrxn2,AC,AC_15,ENSMUSG00000033768,Nrxn2,0.1859421726782904
Tmsb4x,AC,AC_15,ENSMUSG00000049775,Tmsb4x,0.2230515634933693
Brinp3,AC,AC_15,ENSMUSG00000035131,Brinp3,0.2634127646769638
Nnat,AC,AC_15,ENSMUSG00000067786,Nnat,0.1767056811810275
Zfp804b,AC,AC_16,ENSMUSG00000092094,Zfp804b,0.1570559036362679
Tfap2b,AC,AC_16,ENSMUSG00000025927,Tfap2b,0.208333134632471
Khdrbs3,AC,AC_16,ENSMUSG00000022332,Khdrbs3,0.121042622608842
Car10,AC,AC_16,ENSMUSG00000056158,Car10,0.1250969769504131
Galntl6,AC,AC_16,ENSMUSG00000096914,Galntl6,0.1279350131488356
Dlgap2,AC,AC_16,ENSMUSG00000047495,Dlgap2,0.1205571911899106
Dpp6,AC,AC_16,ENSMUSG00000061576,Dpp6,0.139617838382884
Tenm3,AC,AC_16,ENSMUSG00000031561,Tenm3,0.1427734637167314
Grm7,AC,AC_16,ENSMUSG00000056755,Grm7,0.119783965049282
Adarb2,AC,AC_16,ENSMUSG00000052551,Adarb2,0.1510460965293069
Pcdh9,AC,AC_16,ENSMUSG00000055421,Pcdh9,0.1486696674349152
Six3,AC,AC_16,ENSMUSG00000038805,Six3,0.1201419073256333
Gabrb3,AC,AC_16,ENSMUSG00000033676,Gabrb3,0.1485715965410848
Sgcz,AC,AC_16,ENSMUSG00000039539,Sgcz,0.1185253541174575
Dab1,AC,AC_16,ENSMUSG00000028519,Dab1,0.1969403793625145
Nrg1_ENSMUSG00000062991,AC,AC_16,ENSMUSG00000062991,Nrg1_ENSMUSG00000062991,0.1503227841490198
Inpp4b,AC,AC_16,ENSMUSG00000037940,Inpp4b,0.1243805995805296
Col25a1,AC,AC_17,ENSMUSG00000058897,Col25a1,0.1853359631840057
Hecw1,AC,AC_17,ENSMUSG00000021301,Hecw1,0.1293999856717378
Rgs6,AC,AC_17,ENSMUSG00000021219,Rgs6,0.11588162763125
Rims1,AC,AC_17,ENSMUSG00000041670,Rims1,0.2087183995765953
Rbfox1,AC,AC_17,ENSMUSG00000008658,Rbfox1,0.1533264287820324
Megf11,AC,AC_17,ENSMUSG00000036466,Megf11,0.1416136872046545
Kcnb2,AC,AC_17,ENSMUSG00000092083,Kcnb2,0.1034757004026766
Pcp4,AC,AC_17,ENSMUSG00000090223,Pcp4,0.2087533509897382
Igfbp7,AC,AC_17,ENSMUSG00000036256,Igfbp7,0.1614574741040139
Etl4,AC,AC_17,ENSMUSG00000036617,Etl4,0.1869691093218968
Cdh18,AC,AC_17,ENSMUSG00000040420,Cdh18,0.101843262844688
Zmat4,AC,AC_17,ENSMUSG00000037492,Zmat4,0.1276526468698675
Scg2,AC,AC_17,ENSMUSG00000050711,Scg2,0.1318928565375663
Hs3st5,AC,AC_17,ENSMUSG00000044499,Hs3st5,0.1092733552885285
Pcp4l1,AC,AC_17,ENSMUSG00000038370,Pcp4l1,0.1177531818736874
Sox2ot,AC,AC_17,ENSMUSG00000105265,Sox2ot,0.1652840016446262
Calb2,AC,AC_17,ENSMUSG00000003657,Calb2,0.263217611376224
Isl1,AC,AC_17,ENSMUSG00000042258,Isl1,0.1380491472765932
Il1rapl2,AC,AC_18,ENSMUSG00000059203,Il1rapl2,0.2800674896449238
Cbln2,AC,AC_18,ENSMUSG00000024647,Cbln2,0.251804269771626
Hs6st3,AC,AC_18,ENSMUSG00000053465,Hs6st3,0.2642465808312139
Cpne4,AC,AC_18,ENSMUSG00000032564,Cpne4,0.4439390306358259
Il1rapl1,AC,AC_18,ENSMUSG00000052372,Il1rapl1,0.2966263541410832
Nrg1_ENSMUSG00000062991,AC,AC_18,ENSMUSG00000062991,Nrg1_ENSMUSG00000062991,0.2952302539534969
Phactr1,AC,AC_18,ENSMUSG00000054728,Phactr1,0.2815038149544345
Dmd,AC,AC_18,ENSMUSG00000045103,Dmd,0.2047957850576819
Brinp3,AC,AC_18,ENSMUSG00000035131,Brinp3,0.1931573299517656
Ralyl,AC,AC_18,ENSMUSG00000039717,Ralyl,0.2563436722373479
Galntl6,AC,AC_18,ENSMUSG00000096914,Galntl6,0.3358837848591904
Negr1,AC,AC_18,ENSMUSG00000040037,Negr1,0.2286851847128891
Tmsb4x,AC,AC_18,ENSMUSG00000049775,Tmsb4x,0.2391299775727667
Celf2,AC,AC_18,ENSMUSG00000002107,Celf2,0.3121085112647793
Kcnab1,AC,AC_18,ENSMUSG00000027827,Kcnab1,0.223329938749714
Adarb2,AC,AC_19,ENSMUSG00000052551,Adarb2,0.2517449587032989
Efna5,AC,AC_19,ENSMUSG00000048915,Efna5,0.1624478549842314
Cabp1,AC,AC_19,ENSMUSG00000029544,Cabp1,0.1356741170101591
Tfap2b,AC,AC_19,ENSMUSG00000025927,Tfap2b,0.1424219440938447
Pcdh15,AC,AC_19,ENSMUSG00000052613,Pcdh15,0.2561353842485251
Hs6st3,AC,AC_19,ENSMUSG00000053465,Hs6st3,0.2578978352304679
Dab1,AC,AC_19,ENSMUSG00000028519,Dab1,0.2757791026242333
Nrg1_ENSMUSG00000062991,AC,AC_19,ENSMUSG00000062991,Nrg1_ENSMUSG00000062991,0.1590507690030745
Prkg1,AC,AC_19,ENSMUSG00000052920,Prkg1,0.1652288245455723
Cntnap2,AC,AC_19,ENSMUSG00000039419,Cntnap2,0.3013378985685253
Col25a1,AC,AC_19,ENSMUSG00000058897,Col25a1,0.2266870442547563
Cpne8,AC,AC_19,ENSMUSG00000052560,Cpne8,0.1851545097152038
Khdrbs3,AC,AC_19,ENSMUSG00000022332,Khdrbs3,0.1518468835972645
Wwox,AC,AC_19,ENSMUSG00000004637,Wwox,0.3450882287967724
Lhfp,AC,AC_19,ENSMUSG00000048332,Lhfp,0.2035143690650776
Ptprk,AC,AC_19,ENSMUSG00000019889,Ptprk,0.2612248886699854
Gabrg3,AC,AC_2,ENSMUSG00000055026,Gabrg3,0.7457164712468773
Cntnap5a,AC,AC_2,ENSMUSG00000070695,Cntnap5a,0.3778599892637627
Ptn,AC,AC_2,ENSMUSG00000029838,Ptn,0.4395940093487686
C1ql1,AC,AC_2,ENSMUSG00000045532,C1ql1,0.4240574446256124
Id4,AC,AC_2,ENSMUSG00000021379,Id4,0.6227348584512047
Stxbp6,AC,AC_2,ENSMUSG00000046314,Stxbp6,0.4102821135665249
Pex5l,AC,AC_2,ENSMUSG00000027674,Pex5l,0.6971704451924817
Lhfp,AC,AC_2,ENSMUSG00000048332,Lhfp,0.5253479940779164
Pcdh7,AC,AC_2,ENSMUSG00000029108,Pcdh7,1.3104466660701266
Ptprd,AC,AC_2,ENSMUSG00000028399,Ptprd,0.6950978137761629
Rbfox1,AC,AC_2,ENSMUSG00000008658,Rbfox1,0.3805870145693473
Grm7,AC,AC_2,ENSMUSG00000056755,Grm7,0.3852444095334758
Maf,AC,AC_2,ENSMUSG00000055435,Maf,1.3505042936524774
Kcna6,AC,AC_2,ENSMUSG00000038077,Kcna6,0.6633765076440601
Nlgn1,AC,AC_20,ENSMUSG00000063887,Nlgn1,0.2320590613838999
Ncam2,AC,AC_20,ENSMUSG00000022762,Ncam2,0.3075893187330777
Pde10a,AC,AC_20,ENSMUSG00000023868,Pde10a,0.2469200400223034
Gad1,AC,AC_20,ENSMUSG00000070880,Gad1,0.3475561152716486
Pcdh9,AC,AC_20,ENSMUSG00000055421,Pcdh9,0.6554320380615306
Gabrg3,AC,AC_20,ENSMUSG00000055026,Gabrg3,0.3906295951071289
Zfhx3,AC,AC_20,ENSMUSG00000038872,Zfhx3,0.4144197926389426
Dpf3,AC,AC_20,ENSMUSG00000021221,Dpf3,0.2691807866952983
Lsamp,AC,AC_20,ENSMUSG00000061080,Lsamp,0.2492124735343543
Tafa1,AC,AC_20,ENSMUSG00000059187,Tafa1,0.2500298441632789
Gucy1a1,AC,AC_20,ENSMUSG00000033910,Gucy1a1,0.3229541599451503
Ralyl,AC,AC_20,ENSMUSG00000039717,Ralyl,0.3049924178713383
Shisa8,AC,AC_20,ENSMUSG00000096883,Shisa8,0.2418777406358657
Pcdh7,AC,AC_20,ENSMUSG00000029108,Pcdh7,0.259879403820603
Zmat4,AC,AC_20,ENSMUSG00000037492,Zmat4,0.3300362690939632
Il1rapl2,AC,AC_20,ENSMUSG00000059203,Il1rapl2,0.2806256445868411
Grm8,AC,AC_20,ENSMUSG00000024211,Grm8,0.312927107498528
Elavl2,AC,AC_21,ENSMUSG00000008489,Elavl2,0.3164812587783216
Pcdh9,AC,AC_21,ENSMUSG00000055421,Pcdh9,0.4056288839534945
Ncam2,AC,AC_21,ENSMUSG00000022762,Ncam2,0.2399187465142393
Tenm1,AC,AC_21,ENSMUSG00000016150,Tenm1,0.2054686766396809
Olfm3,AC,AC_21,ENSMUSG00000027965,Olfm3,0.2016313318209346
Scg2,AC,AC_21,ENSMUSG00000050711,Scg2,0.2271823461766396
Cpne5,AC,AC_21,ENSMUSG00000024008,Cpne5,0.2136670924333732
Lmo4,AC,AC_21,ENSMUSG00000028266,Lmo4,0.2885155616846311
C1ql3,AC,AC_21,ENSMUSG00000049630,C1ql3,0.2694159734582357
Tac1,AC,AC_21,ENSMUSG00000061762,Tac1,0.4359900875088927
C1ql1,AC,AC_21,ENSMUSG00000045532,C1ql1,0.2230003020499121
Snca,AC,AC_21,ENSMUSG00000025889,Snca,0.1933224416532865
Cntn5,AC,AC_21,ENSMUSG00000039488,Cntn5,0.3204630007859505
Robo1,AC,AC_21,ENSMUSG00000022883,Robo1,0.4427675237246702
AI593442,AC,AC_21,ENSMUSG00000078307,AI593442,0.2326248640552586
Stmn2,AC,AC_21,ENSMUSG00000027500,Stmn2,0.2065875339604991
Lrrc4c,AC,AC_21,ENSMUSG00000050587,Lrrc4c,0.3205002630402018
Schip1,AC,AC_22,ENSMUSG00000027777,Schip1,0.343816571066157
Opcml,AC,AC_22,ENSMUSG00000062257,Opcml,0.3446919764304723
Csmd1,AC,AC_22,ENSMUSG00000060924,Csmd1,0.3271812618691436
Meis2,AC,AC_22,ENSMUSG00000027210,Meis2,0.289167270312043
Ralyl,AC,AC_22,ENSMUSG00000039717,Ralyl,0.3541333194839357
Gabrb1,AC,AC_22,ENSMUSG00000029212,Gabrb1,0.2889599289890077
Tenm1,AC,AC_22,ENSMUSG00000016150,Tenm1,0.2262615065778217
Nfia,AC,AC_22,ENSMUSG00000028565,Nfia,0.2246794588611046
Sorcs1,AC,AC_22,ENSMUSG00000043531,Sorcs1,0.2201846709626445
Egfem1,AC,AC_22,ENSMUSG00000063600,Egfem1,0.2356989648344178
Vip,AC,AC_22,ENSMUSG00000019772,Vip,0.9172172388240762
Erbb4,AC,AC_22,ENSMUSG00000062209,Erbb4,0.3041964493602587
Cbln4,AC,AC_22,ENSMUSG00000067578,Cbln4,0.5113096946205775
Cbln2,AC,AC_22,ENSMUSG00000024647,Cbln2,0.2513819570014394
Kirrel3,AC,AC_22,ENSMUSG00000032036,Kirrel3,0.3062094685956827
Rnf220,AC,AC_22,ENSMUSG00000028677,Rnf220,0.3331528801360333
C1ql1,AC,AC_22,ENSMUSG00000045532,C1ql1,0.3880450586337794
Rbfox1,AC,AC_22,ENSMUSG00000008658,Rbfox1,0.2198039795352508
P3h2,AC,AC_23,ENSMUSG00000038168,P3h2,0.2374758858775937
Scg2,AC,AC_23,ENSMUSG00000050711,Scg2,0.4948806057123919
Lamp5,AC,AC_23,ENSMUSG00000027270,Lamp5,0.2812776180001149
Nrg1_ENSMUSG00000062991,AC,AC_23,ENSMUSG00000062991,Nrg1_ENSMUSG00000062991,0.3992670882510535
Ptprm,AC,AC_23,ENSMUSG00000033278,Ptprm,0.3148443316734029
Prkca,AC,AC_23,ENSMUSG00000050965,Prkca,0.3286488615467077
Robo1,AC,AC_23,ENSMUSG00000022883,Robo1,0.3094664577354697
Mgat4c,AC,AC_23,ENSMUSG00000019888,Mgat4c,0.2374725745998127
Opcml,AC,AC_23,ENSMUSG00000062257,Opcml,0.3931909497605415
Kcnip1,AC,AC_23,ENSMUSG00000053519,Kcnip1,0.2268916149621205
Pcdh9,AC,AC_23,ENSMUSG00000055421,Pcdh9,0.3612954517014019
Pcdh17,AC,AC_23,ENSMUSG00000035566,Pcdh17,0.3326697788191068
Caln1,AC,AC_23,ENSMUSG00000060371,Caln1,0.3083335778662975
AI593442,AC,AC_23,ENSMUSG00000078307,AI593442,0.1935102323379208
Sorcs1,AC,AC_23,ENSMUSG00000043531,Sorcs1,0.2024324376262855
Slc8a1,AC,AC_23,ENSMUSG00000054640,Slc8a1,0.2145198042004861
Ank3,AC,AC_23,ENSMUSG00000069601,Ank3,0.3374923632887441
Tenm1,AC,AC_23,ENSMUSG00000016150,Tenm1,0.2775427127273024
Ank2,AC,AC_23,ENSMUSG00000032826,Ank2,0.311108908172282
Aldoc,AC,AC_23,ENSMUSG00000017390,Aldoc,0.3088364430419885
Prkg1,AC,AC_24,ENSMUSG00000052920,Prkg1,0.2176623712265196
Pcdh9,AC,AC_24,ENSMUSG00000055421,Pcdh9,0.2308519834511083
Lrp1b,AC,AC_24,ENSMUSG00000049252,Lrp1b,0.1410783899750734
Lrfn5,AC,AC_24,ENSMUSG00000035653,Lrfn5,0.1584349153054673
Cntnap5b,AC,AC_24,ENSMUSG00000067028,Cntnap5b,0.1889354085673418
Resp18,AC,AC_24,ENSMUSG00000033061,Resp18,0.13022460785471
Ppp1r17,AC,AC_24,ENSMUSG00000002930,Ppp1r17,0.3620211238353379
Kctd16,AC,AC_24,ENSMUSG00000051401,Kctd16,0.1356448823310083
Kcnb2,AC,AC_24,ENSMUSG00000092083,Kcnb2,0.1760360725861283
Sorcs3,AC,AC_24,ENSMUSG00000063434,Sorcs3,0.1359340732302076
Gpc6,AC,AC_24,ENSMUSG00000058571,Gpc6,0.1561465938466885
Ebf1,AC,AC_24,ENSMUSG00000057098,Ebf1,0.1558603891362409
Hif1a,AC,AC_24,ENSMUSG00000021109,Hif1a,0.1876225987420484
Dlgap2,AC,AC_25,ENSMUSG00000047495,Dlgap2,0.236128093843565
Gpc6,AC,AC_25,ENSMUSG00000058571,Gpc6,0.2045234568796242
Robo2,AC,AC_25,ENSMUSG00000052516,Robo2,0.2457887969582157
C1ql1,AC,AC_25,ENSMUSG00000045532,C1ql1,0.2178270405703696
Hs6st3,AC,AC_25,ENSMUSG00000053465,Hs6st3,0.2218304635975227
Camk2d,AC,AC_25,ENSMUSG00000053819,Camk2d,0.2005458889251393
Pcp4,AC,AC_25,ENSMUSG00000090223,Pcp4,0.2849035756273302
Pou6f2,AC,AC_25,ENSMUSG00000009734,Pou6f2,0.2229603756148607
Galntl6,AC,AC_25,ENSMUSG00000096914,Galntl6,0.6015999619039762
Calb2,AC,AC_25,ENSMUSG00000003657,Calb2,0.8022902783004985
Chgb,AC,AC_25,ENSMUSG00000027350,Chgb,0.2145715769716457
Adamtsl1,AC,AC_25,ENSMUSG00000066113,Adamtsl1,0.4645458749233819
Khdrbs3,AC,AC_25,ENSMUSG00000022332,Khdrbs3,0.2502506248318448
Il1rapl2,AC,AC_25,ENSMUSG00000059203,Il1rapl2,0.285197308744463
Cntnap5a,AC,AC_25,ENSMUSG00000070695,Cntnap5a,0.2290623173948187
Stmn2,AC,AC_25,ENSMUSG00000027500,Stmn2,0.2000983065874681
Adgrb3,AC,AC_25,ENSMUSG00000033569,Adgrb3,0.2211127448404883
Opcml,AC,AC_25,ENSMUSG00000062257,Opcml,0.2955582636396053
Nrsn1,AC,AC_26,ENSMUSG00000048978,Nrsn1,0.2242423748418644
Nfia,AC,AC_26,ENSMUSG00000028565,Nfia,0.2447519380937863
Ptprm,AC,AC_26,ENSMUSG00000033278,Ptprm,0.1622988623795273
Kcnip1,AC,AC_26,ENSMUSG00000053519,Kcnip1,0.1789864163193515
Ralyl,AC,AC_26,ENSMUSG00000039717,Ralyl,0.2143459123396813
Dcc,AC,AC_26,ENSMUSG00000060534,Dcc,0.3452330735898317
Plcb1,AC,AC_26,ENSMUSG00000051177,Plcb1,0.1692017178210321
Mgat4c,AC,AC_26,ENSMUSG00000019888,Mgat4c,0.2952578592170532
Csmd1,AC,AC_26,ENSMUSG00000060924,Csmd1,0.3735403802715889
Nrg1_ENSMUSG00000062991,AC,AC_26,ENSMUSG00000062991,Nrg1_ENSMUSG00000062991,0.4316306854835878
Ntrk3,AC,AC_26,ENSMUSG00000059146,Ntrk3,0.1576312158639537
Vip,AC,AC_26,ENSMUSG00000019772,Vip,0.1965922161645912
Emb,AC,AC_26,ENSMUSG00000021728,Emb,0.168778112427201
Scg2,AC,AC_26,ENSMUSG00000050711,Scg2,0.4656761485477644
Epha5,AC,AC_26,ENSMUSG00000029245,Epha5,0.1996461377454208
Dmd,AC,AC_27,ENSMUSG00000045103,Dmd,0.233452553771054
Synpr,AC,AC_27,ENSMUSG00000056296,Synpr,0.2574964144354578
