Name	Marker	Curated	Queried	Minor_Coefficient	Major_Name	Major_Coefficient
AC32	Pcdh7		Queried	0.667231710184978	AC	
AC32	Pcdh9		Queried	0.395862005900093	AC	
AC32	Plcb1		Queried	0.314318876267105	AC	
AC32	Ptprd		Queried	0.35248582867186	AC	
AC32	Ramp3	Curated			AC	
AC32	Sorcs3		Queried	0.319328901157876	AC	
AC32	Tac1		Queried	0.535128834791318	AC	
AC32	Tfap2b		Queried	0.354849850702399	AC	
AC32	Zeb2		Queried	0.396811385967348	AC	
AC33	Ntm		Queried	0.441884253162095	AC	
AC33	Rbfox1		Queried	0.346481168883394	AC	
AC33	Robo3	Curated			AC	
AC33	Tafa1		Queried	0.33636044294723	AC	
AC34	Pcdh7		Queried	0.45408013842409	AC	
AC34	Pcp4		Queried	0.327441679341091	AC	
AC34	Rbfox1		Queried	0.348957210677919	AC	
AC34	Tpm2	Curated			AC	
AC35	2010007h06rik	Curated			AC	
AC35	Sgcz		Queried	0.477760659247285	AC	
AC36	Calb2		Queried	0.328690512931256	AC	
AC36	Col25a1		Queried	0.317596648288442	AC	
AC36	Kcnip4		Queried	0.412484650389713	AC	
AC36	Kctd12	Curated			AC	
AC37	Crh	Curated			AC	
AC37	Gabrb1		Queried	0.301024567057785	AC	
AC37	Hs6st3		Queried	0.370663484669723	AC	
AC37	Nnat		Queried	0.390922818430714	AC	
AC37	Ptprd		Queried	0.351151038214822	AC	
AC37	Reln		Queried	0.370918218709537	AC	
AC38	Bcl11b	Curated			AC	
AC38	Erbb4		Queried	0.573887605768035	AC	
AC38	Kcnd2		Queried	0.364389614570637	AC	
AC38	Mgat4c		Queried	0.302046191804391	AC	
AC38	Pcdh17		Queried	0.383695842207576	AC	
AC38	Pcp4		Queried	0.587739218616817	AC	
AC38	Sorcs1		Queried	0.373166049157273	AC	
AC39	Mef2c	Curated			AC	
AC4	Hs6st3		Queried	0.48438685455661	AC	
AC4	Kcnb2		Queried	0.388792140480367	AC	
AC4	Kcnh7		Queried	0.334076571779067	AC	
AC4	Mgarp		Queried	0.322670720377737	AC	
AC4	Prom1	Curated			AC	
AC4	Slc6a9		Queried	0.349209283118479	AC	
AC40	Gch1	Curated			AC	
AC40	Lrrc4c		Queried	0.549059941779878	AC	
AC40	Ncam2		Queried	0.327196217773955	AC	
AC40	Tac1		Queried	0.53216164370829	AC	
AC41	Kcnip4		Queried	0.400815264895591	AC	
AC41	Ntng1		Queried	0.366331016982609	AC	
AC41	Pou3f1	Curated			AC	
AC42	Cpm		Queried	0.306986599699584	AC	
AC42	Etv1	Curated	Queried	0.385197836269966	AC	
AC42	Rnf220		Queried	0.347094038149278	AC	
AC43	Chgb		Queried	0.377185479850967	AC	
AC43	Gabrb1		Queried	0.441802641498415	AC	
AC43	Kcnip4		Queried	0.377887899382497	AC	
AC43	Lrrtm4		Queried	0.375741767136183	AC	
AC43	Ralyl		Queried	0.417055723770743	AC	
AC43	Tbx2	Curated			AC	
AC44	Cxcl14		Queried	0.360456578154362	AC	
AC45	Otor	Curated			AC	
AC46	C1ql1		Queried	0.318150448081236	AC	
AC46	Cntn5		Queried	0.344240741537954	AC	
AC46	Nefm	Curated			AC	
AC47	Lrrtm4		Queried	0.434276180591498	AC	
AC47	Pcp4		Queried	0.395903843563657	AC	
AC47	Slc38a5	Curated			AC	
AC47	Slit2		Queried	0.334967664537524	AC	
AC47	Tac2		Queried	0.30384011698974	AC	
AC48	Adra1b	Curated			AC	
AC48	Lrp1b		Queried	0.308835410676911	AC	
AC48	Tac2		Queried	0.508948601081381	AC	
AC49	Sh3bp5	Curated			AC	
AC5	C1ql2		Queried	0.334203335256646	AC	
AC5	Cbfa2t3	Curated			AC	
AC5	Dkk3		Queried	0.387818661404186	AC	
AC5	Kcnip4		Queried	0.314483423756494	AC	
AC5	Lingo2		Queried	0.330586921350809	AC	
AC5	Pantr1		Queried	0.331328802723859	AC	
AC5	Pcdh9		Queried	0.348225101120611	AC	
AC5	Pcp4		Queried	0.582169363291547	AC	
AC50	Adarb2		Queried	0.403105889336885	AC	
AC50	C1ql3		Queried	0.334762063602872	AC	
AC50	Erbb4		Queried	0.334819182418785	AC	
AC51	Ghrh	Curated			AC	
AC52	Galntl6		Queried	0.316856517897467	AC	
AC52	Gm525	Curated			AC	
AC53	Ngf	Curated			AC	
AC54	Tmem163	Curated			AC	
AC55	Csmd1		Queried	0.344540244104267	AC	
AC55	Mafb	Curated			AC	
AC56	Lrtm1	Curated			AC	
AC56	Zfp804b		Queried	0.436807922931288	AC	
AC57	Pcdh15		Queried	0.324973604141359	AC	
AC58	Apela	Curated			AC	
AC58	Galntl6		Queried	0.519999200395374	AC	
AC58	Pcdh9		Queried	0.444195226284543	AC	
AC58	Tafa1		Queried	0.3202731820544	AC	
AC59	Igfbp2	Curated			AC	
AC6	Igfbp2		Queried	0.360779335919239	AC	
AC6	Nefh	Curated			AC	
AC6	Olfm3		Queried	0.398089374450698	AC	
AC60	Tnfsf8	Curated			AC	
AC61	Cdh20		Queried	0.327799463838816	AC	
AC61	Epha3	Curated	Queried	0.388809090774471	AC	
AC62	Pappa2	Curated			AC	
AC63	Crip2	Curated			AC	
AC7	Ai593442		Queried	0.329674266345116	AC	
AC7	Chst9		Queried	0.607358470107178	AC	
AC7	Cntn5		Queried	0.515334610747054	AC	
AC7	Cxcl14		Queried	0.907121886226099	AC	
AC7	Il1rapl1		Queried	0.328231903247432	AC	
AC7	Kcnip4		Queried	0.827095304256712	AC	
AC7	Mxra7		Queried	0.429559326143453	AC	
AC7	Pcdh17	Curated	Queried	0.680504079441751	AC	
AC7	Pcdh9		Queried	0.424587192720425	AC	
AC7	Pcsk2		Queried	0.317074445337436	AC	
AC7	Prkg1		Queried	0.578993228621736	AC	
AC7	Ptprk		Queried	0.315323283276689	AC	
AC7	Reln		Queried	0.430628150563774	AC	
AC7	Robo1		Queried	0.813988803309477	AC	
AC7	Sema6a		Queried	0.350448747200542	AC	
AC7	Tac1		Queried	0.357029214914031	AC	
AC8	Ank2		Queried	0.35070463867509	AC	
AC8	C1ql1		Queried	0.318516590752893	AC	
AC8	Car2		Queried	0.523043095482731	AC	
AC8	Kirrel3		Queried	0.773367554600053	AC	
AC8	Lrrc4c		Queried	0.305518186855225	AC	
AC8	Rnf220		Queried	0.411987694539201	AC	
AC8	Sdk1		Queried	0.330516246961044	AC	
AC8	Tfap2e	Curated			AC	
AC8	Tmsb10		Queried	0.384839442736712	AC	
AC8	Unc13c		Queried	0.563358174686493	AC	
AC9	Car2		Queried	0.345589137821659	AC	
AC9	Gria1		Queried	0.309498621593807	AC	
AC9	Kcnip4		Queried	0.351688268214486	AC	
AC9	Trhde	Curated	Queried	0.381585931090124	AC	
MOUSE AC	Gm10631	Curated			AC	
MOUSE AC	Pcdh7		Queried	0.320799855364734	AC	
UNASSIGNED_AC	Car10		Queried	0.417701507934367	AC	
UNASSIGNED_AC	Tac2		Queried	0.304461372956893	AC	
UNASSIGNED_AC	Zfp804b		Queried	0.575879370549771	AC	
ASTROCYTE	Creb5		Queried		ASTROCYTE	0.320151515816746
ASTROCYTE	Eftud2		Queried		ASTROCYTE	0.405606413104073
ASTROCYTE	Fos		Queried		ASTROCYTE	0.308281780357156
ASTROCYTE	Hspa1a		Queried		ASTROCYTE	0.427581810986405
ASTROCYTE	Isg15	Curated			ASTROCYTE	
ASTROCYTE	Pdgfra	Curated			ASTROCYTE	
ASTROCYTE	Slc1a3	Curated			ASTROCYTE	
CYCLING ASTROCYTE	Cenpa	Curated			ASTROCYTE	
CYCLING ASTROCYTE	Cks2	Curated			ASTROCYTE	
CYCLING ASTROCYTE	Mki67	Curated			ASTROCYTE	
IFN-RESPONSE ASTROCYTE	Ifit1	Curated			ASTROCYTE	
IFN-RESPONSE ASTROCYTE	Ifit3	Curated			ASTROCYTE	
IGF2+ ASTROCYTE	Angpt4	Curated			ASTROCYTE	
IGF2+ ASTROCYTE	Igf2	Curated			ASTROCYTE	
IGF2+ ASTROCYTE	Vegfa	Curated			ASTROCYTE	
RARE CYCLING ASTROCYTE	Fabp7	Curated			ASTROCYTE	
RARE CYCLING ASTROCYTE	Nes	Curated			ASTROCYTE	
REACTIVE ASTROCYTE	Chil1	Curated			ASTROCYTE	
REACTIVE ASTROCYTE	Cp	Curated			ASTROCYTE	
REACTIVE ASTROCYTE	Lcn2	Curated			ASTROCYTE	
3B	Prkar2b	Curated			BC	
BC	Bsg		Queried		BC	0.565987242696282
BC	Gm20754		Queried		BC	0.523315412655646
BC	Grik1		Queried		BC	0.509868896756999
BC	Grm5		Queried		BC	0.428825996414679
BC	Pcdh9		Queried		BC	0.782237267589547
BC	Ptprz1		Queried		BC	0.381056143056733
BC	Samsn1		Queried		BC	0.761385887793414
BC	Scg2		Queried		BC	0.422446597699077
BC	Slit2		Queried		BC	0.527345751492204
BC	Tenm3		Queried		BC	0.398561820972073
BC	Trpm1		Queried		BC	0.555139303251236
BC	Ttyh1		Queried		BC	0.407481171621692
BC	Vsx2	Curated			BC	
BC	Zfp804b		Queried		BC	0.803363563164423
BC1A	Pcdh17	Curated			BC	
BC1A	Rpgrip1		Queried	0.316498317020763	BC	
BC1A	Slit2		Queried	0.403107531271614	BC	
BC1A	Tacr3	Curated			BC	
BC1B	Cabp5		Queried	0.406800647647181	BC	
BC1B	Car2		Queried	0.358643303348922	BC	
BC1B	Nxph1		Queried	0.452284321165711	BC	
BC1B	Pcdh10	Curated			BC	
BC1B	Tacr3	Curated			BC	
BC1B	Wls	Curated			BC	
BC2	Bhlhe22	Curated			BC	
BC2	Cdh8		Queried	0.302085933809013	BC	
BC2	Ebf1	Curated	Queried	0.336132511425278	BC	
BC2	Galntl6		Queried	0.307555277923678	BC	
BC2	Neto1	Curated	Queried	0.493327824575454	BC	
BC2	Nxph1		Queried	0.32316031962736	BC	
BC2	Rcvrn	Curated			BC	
BC2	Syt2	Curated			BC	
BC2	Tacr3	Curated			BC	
BC3A	Atp2b1		Queried	0.347093755103233	BC	
BC3A	Cabp5		Queried	0.404792089567392	BC	
BC3A	Cdh18		Queried	0.382237130117662	BC	
BC3A	Erbb4	Curated	Queried	0.751862917072432	BC	
BC3A	Gm20754		Queried	0.475057340121056	BC	
BC3A	Gngt2		Queried	0.321448717335564	BC	
BC3A	Grik1		Queried	0.5207011197443	BC	
BC3A	Gsg1		Queried	0.56201944344812	BC	
BC3A	Irx6	Curated			BC	
BC3A	Kcnh7		Queried	0.469081143948351	BC	
BC3A	Lrp1b		Queried	0.328222777307466	BC	
BC3A	Ntng1		Queried	0.408122607923223	BC	
BC3A	Pcp2		Queried	0.35534008142508	BC	
BC3A	Scg2		Queried	0.308251728690353	BC	
BC3A	Scgn		Queried	0.336545313844644	BC	
BC3A	Slit2		Queried	0.563046173993444	BC	
BC3B	Adamtsl1		Queried	0.310132346037516	BC	
BC3B	Cabp5		Queried	0.379405207376873	BC	
BC3B	Cngb3		Queried	0.458428164737698	BC	
BC3B	Gngt2		Queried	0.562657334036527	BC	
BC3B	Grik1	Curated	Queried	0.667267118054126	BC	
BC3B	Gsg1		Queried	0.393569791956337	BC	
BC3B	Kirrel3		Queried	0.608798785201524	BC	
BC3B	Meis2		Queried	0.419539033390412	BC	
BC3B	Nnat	Curated	Queried	0.738294857184353	BC	
BC3B	Pcp4		Queried	0.408948138873261	BC	
BC3B	Sgcz		Queried	0.320961484758234	BC	
BC4	Col11a1	Curated			BC	
BC4	Hcn4	Curated			BC	
BC5A	Cabp5	Curated	Queried	0.43493696116095	BC	
BC5A	Cntn5		Queried	0.765580772299306	BC	
BC5A	Grm6		Queried	0.316730236383201	BC	
BC5A	Hcn1	Curated			BC	
BC5A	Hlf		Queried	0.477396547757135	BC	
BC5A	Hs3st4		Queried	0.540706041813648	BC	
BC5A	Il1rapl2		Queried	0.412737208023208	BC	
BC5A	Kcng4	Curated			BC	
BC5A	Nfia		Queried	0.308104210564241	BC	
BC5A	Slc24a2		Queried	0.324482110918697	BC	
BC5A	Slc8a1		Queried	0.519225238715297	BC	
BC5A	Sox6	Curated	Queried	0.834492832917411	BC	
BC5B	Adarb2		Queried	0.425314901296059	BC	
BC5B	Brinp3		Queried	0.448154031776078	BC	
BC5B	Cabp5	Curated	Queried	0.375482707779967	BC	
BC5B	Car2		Queried	0.372765965234254	BC	
BC5B	Cdh18		Queried	0.352226548660303	BC	
BC5B	Chrm2	Curated			BC	
BC5B	Cngb3		Queried	0.351809272423962	BC	
BC5B	Dgkh		Queried	0.360119521746309	BC	
BC5B	Esrrg		Queried	0.392286011016256	BC	
BC5B	Gngt1		Queried	0.541146418869933	BC	
BC5B	Hcn1	Curated			BC	
BC5B	Nwd2		Queried	0.34032608390446	BC	
BC5B	Pcdh7		Queried	0.313193203972866	BC	
BC5B	Scg2		Queried	0.304606463980876	BC	
BC5B	Sphkap		Queried	0.335927495889147	BC	
BC5B	Thrb		Queried	0.37585949703597	BC	
BC5C	Anks1b		Queried	0.313099868980569	BC	
BC5C	Cntn4		Queried	0.310658144647779	BC	
BC5C	Cntn5		Queried	0.452720714798529	BC	
BC5C	Csmd1		Queried	0.462233201403908	BC	
BC5C	Gabrr3		Queried	0.31744605403594	BC	
BC5C	Inpp4b		Queried	0.310389800668809	BC	
BC5C	Kcnb2		Queried	0.442396186607342	BC	
BC5C	Pcp2		Queried	0.508544909864594	BC	
BC5C	Pcp4		Queried	0.538856416405601	BC	
BC5C	Slitrk5	Curated			BC	
BC5C	Tenm2		Queried	0.522759752791731	BC	
BC5C	Vwc2l		Queried	0.333022132170888	BC	
BC5D	Adarb2		Queried	0.329238800019814	BC	
BC5D	Kcnd2		Queried	0.314345890577405	BC	
BC5D	Kcng4	Curated			BC	
BC5D	Kirrel3		Queried	0.833596951690896	BC	
BC5D	Lrrtm1	Curated			BC	
BC5D	Meis2		Queried	0.494692933255733	BC	
BC5D	Nfia		Queried	0.346372775379022	BC	
BC5D	Nrg3		Queried	0.576386885103986	BC	
BC5D	Pcdh7		Queried	0.483705289252256	BC	
BC5D	Schip1		Queried	0.317062112742123	BC	
BC6	Cck	Curated	Queried	0.710003952992204	BC	
BC6	Cdh18		Queried	0.482739480942974	BC	
BC6	Chst9		Queried	0.545084952422241	BC	
BC6	Cnmd	Curated			BC	
BC6	Cntn5		Queried	0.393551482316685	BC	
BC6	Gnb3		Queried	0.339530764400613	BC	
BC6	Gpc6		Queried	0.711355333913465	BC	
BC6	Grid1		Queried	0.337235155820812	BC	
BC6	Grid2		Queried	0.523427279746167	BC	
BC6	Guk1		Queried	0.390183216734419	BC	
BC6	Isl1		Queried	0.32530566729139	BC	
BC6	Otx2os1		Queried	0.333879304686033	BC	
BC6	Ptprm		Queried	0.725501866679466	BC	
BC6	Ryr3		Queried	0.392518021191006	BC	
BC6	Scg2		Queried	0.66805305692773	BC	
BC6	Scgn		Queried	0.425299147898135	BC	
BC6	Trpm1		Queried	0.37421660541956	BC	
BC6	Unc13c		Queried	0.364028969263482	BC	
BC6 AXON TERMINAL	Syt2	Curated			BC	
BC7	Adcy2		Queried	0.344999456925907	BC	
BC7	Cdh9		Queried	0.344601727087176	BC	
BC7	Chrm3		Queried	0.464320667754336	BC	
BC7	Hs3st4		Queried	0.431597746407446	BC	
BC7	Igfn1	Curated			BC	
BC7	Il1rapl2		Queried	0.627737684810151	BC	
BC7	Kcnab1		Queried	0.359188863064151	BC	
BC7	Pcdh9		Queried	0.307844886893823	BC	
BC7	Pcp2		Queried	0.350080138183821	BC	
BC7	Reln		Queried	0.319699151840486	BC	
BC7	Sox5		Queried	0.418529251905175	BC	
BC7	Tmsb10		Queried	0.552999923005641	BC	
BC8	Adarb2		Queried	0.501822266565026	BC	
BC8	C130073e24rik		Queried	0.574722882008747	BC	
BC8	Cntnap2		Queried	0.377743217831337	BC	
BC8	Csmd3		Queried	0.957313675841899	BC	
BC8	Dmd		Queried	0.317102953350633	BC	
BC8	Lrp1b		Queried	0.657922505206796	BC	
BC8	Lsamp		Queried	0.486787397023953	BC	
BC8	Npas3		Queried	0.449051551019064	BC	
BC8	Nrg1_ensmusg00000062991		Queried	0.336391802022122	BC	
BC8	Pcdh7		Queried	0.637150421835927	BC	
BC8	Plcb1		Queried	0.390587615772609	BC	
BC8	Serpini1	Curated			BC	
BC8	Spock3		Queried	0.499216889291064	BC	
BC8	Stmn1		Queried	0.338593882834418	BC	
BC8	Sybu		Queried	0.415831596287061	BC	
BC8	Tenm2		Queried	0.502264422185347	BC	
BC8	Tenm3		Queried	0.312509104893595	BC	
BC8	Unc5d		Queried	0.356558328921158	BC	
BC8	Zfp804a		Queried	0.326431497462099	BC	
BC9	Cpne9	Curated	Queried	0.449289651572957	BC	
BC9	Kcnab1		Queried	0.388749033653503	BC	
BC9	Lrp1b		Queried	0.373346835557748	BC	
BC9	Pcdh11x		Queried	0.35899462100385	BC	
BC9	Serpini1	Curated			BC	
BC9	Tenm1		Queried	0.441366402097025	BC	
BC9	Tshz2		Queried	0.319596435020569	BC	
CONE BC	Scgn	Curated			BC	
ON BC BUT NOT 5D	Grm6	Curated			BC	
ON BCS (3-6, 13, 15) (6,7, 5A/B/C, 3A	Isl1	Curated			BC	
PAN-BC	Otx2	Curated			BC	
PAN-BC	Slc1a2	Curated			BC	
PAN-BC	Vsx2	Curated			BC	
RBC	Ablim1		Queried	0.306923313909095	BC	
RBC	Calm1		Queried	0.453932713576138	BC	
RBC	Casp7	Curated			BC	
RBC	Chgb		Queried	0.441074223577494	BC	
RBC	Cntn4		Queried	0.58963237479865	BC	
RBC	Lrrtm4		Queried	0.355036591867049	BC	
RBC	Pcp2		Queried	0.572268715229043	BC	
RBC	Pcp4		Queried	0.676402978136405	BC	
RBC	Prkca	Curated	Queried	0.645918262721922	BC	
RBC	Rpa1	Curated			BC	
RBC	Sebox	Curated			BC	
RBC	Spock3	Curated			BC	
RBC	Trpm1		Queried	0.315178396818877	BC	
RBC	Vstm2b	Curated			BC	
UNASSIGNED_BC	Apoe		Queried	0.607764504060011	BC	
UNASSIGNED_BC	Cst3		Queried	0.366035876496004	BC	
CONE	Arr3	Curated	Queried		CONE	0.455200124930871
CONE	Cngb3		Queried		CONE	0.30850111852548
CONE	Opn1mw		Queried		CONE	0.383761363250839
CONE	Pde6h		Queried		CONE	0.453944207027417
ENDOTHELIAL	Cldn5	Curated	Queried		ENDOTHELIAL	0.335506606676733
ENDOTHELIAL	Pecam1	Curated			ENDOTHELIAL	
ENDOTHELIAL	Rbpms	Curated			ENDOTHELIAL	
CILIARY EPITHELIUM	Gpx3	Curated			EPITHELIAL	
CILIARY EPITHELIUM	Penk	Curated			EPITHELIAL	
CONJUNCTIVAL EPITHELIUM	Gsto1	Curated			EPITHELIAL	
CONJUNCTIVAL EPITHELIUM	Krt15	Curated			EPITHELIAL	
HC	Calb1		Queried		HC	0.420354961934462
HC	Lhx1	Curated			HC	
HC	Onecut1	Curated			HC	
HC	Pax6	Curated			HC	
HC	Vim		Queried		HC	0.329297352140436
B CELL	Cd79a	Curated			IMMUNE	
B CELL	Ms4a1	Curated			IMMUNE	
BAM	Lyz2	Curated			IMMUNE	
BAM	Ms4a7	Curated			IMMUNE	
DENDRITIC CELL	Ccr2	Curated			IMMUNE	
DENDRITIC CELL	Cd209a	Curated			IMMUNE	
DENDRITIC CELL	Cd74	Curated			IMMUNE	
DENDRITIC CELL	Lsp1	Curated			IMMUNE	
EAR2+ MONOCYTE	Ace	Curated			IMMUNE	
EAR2+ MONOCYTE	Ear2	Curated			IMMUNE	
MACROPHAGE	Ms4a7	Curated			IMMUNE	
MACROPHAGE	Tgfbi	Curated			IMMUNE	
