Name	Major_Name	Marker	Ensembl	Coefficient
Astrocyte	Astrocyte	Creb5	Creb5	0.3201515158167457
Astrocyte	Astrocyte	Fos	Fos	0.3082817803571563
Astrocyte	Astrocyte	Fosb	Fosb	0.29657165458574114
Astrocyte	Astrocyte	Vcl	Vcl	0.2906782868278315
Astrocyte	Astrocyte	Gfap	Gfap	0.26036575379342786
Astrocyte	Astrocyte	S100b	S100b	0.24265880036630005
Astrocyte	Astrocyte	Atf3	Atf3	0.22701146081107787
Astrocyte	Astrocyte	Mt2	Mt2	0.22688499761783326
Astrocyte	Astrocyte	Ccn1	Ccn1	0.2171485780477278
Astrocyte	Astrocyte	Wwtr1	Wwtr1	0.18778548592486055
Astrocyte	Astrocyte	Egr1	Egr1	0.18733633875785652
Astrocyte	Astrocyte	Dnajb1	Dnajb1	0.17777269110520205
Astrocyte	Astrocyte	Aldoc	Aldoc	0.17152747906470633
Astrocyte	Astrocyte	Junb	Junb	0.1694271413141224
Astrocyte	Astrocyte	Zswim6	Zswim6	0.1640421040518456
Astrocyte	Astrocyte	Csrp1	Csrp1	0.16352127879741726
Astrocyte	Astrocyte	Ppp1r15a	Ppp1r15a	0.16086872633207286
Astrocyte	Astrocyte	Mlc1	Mlc1	0.15767608061881927
Astrocyte	Astrocyte	Actb	Actb	-0.4767884189255101
Astrocyte	Astrocyte	Basp1	Basp1	-0.3490410337583779
Astrocyte	Astrocyte	Uba52	Uba52	-0.3417763593715705
Astrocyte	Astrocyte	Ccn2	Ccn2	-0.3165179162780948
Astrocyte	Astrocyte	Tmsb10	Tmsb10	-0.28026977167583594
Astrocyte	Astrocyte	Tmsb4x	Tmsb4x	-0.27804490408343974
Astrocyte	Astrocyte	Bsg	Bsg	-0.25983033886948953
Astrocyte	Astrocyte	Ftl1	Ftl1	-0.2482427120620792
Astrocyte	Astrocyte	Bc1	Bc1	-0.24724903932368764
Astrocyte	Astrocyte	Pax6	Pax6	-0.24600264075728967
Astrocyte	Astrocyte	mt-Nd1	mt-Nd1	-0.24416914081708294
Astrocyte	Astrocyte	Xist	Xist	-0.2439555092393495
Astrocyte	Astrocyte	Gnb1	Gnb1	-0.21110098643045394
Astrocyte	Astrocyte	Cmss1	Cmss1	-0.20194388534730007
Astrocyte	Astrocyte	Dapl1	Dapl1	-0.1845448020565467
Astrocyte	Astrocyte	Igfbp7	Igfbp7	-0.18435312170058127
Astrocyte	Astrocyte	Stmn1	Stmn1	-0.18097572463741932
Astrocyte	Astrocyte	Car2	Car2	-0.18080095400049984
Astrocyte	Astrocyte	Glul	Glul	-0.17715663421380431
Astrocyte	Astrocyte	Flt1	Flt1	-0.16637007984116853
BC	BC	Zfp804b	Zfp804b	0.8033635631644225
BC	BC	Pcdh9	Pcdh9	0.782237267589547
BC	BC	Samsn1	Samsn1	0.7613858877934143
BC	BC	Gabra1	Gabra1	0.7376377006096954
BC	BC	Bsg	Bsg	0.5659872426962822
BC	BC	Trpm1	Trpm1	0.5551393032512364
BC	BC	Slit2	Slit2	0.5273457514922035
BC	BC	Grm6	Grm6	0.5238813152103845
BC	BC	Gm20754	Gm20754	0.5233154126556463
BC	BC	Grik1	Grik1	0.5098688967569986
BC	BC	Gabrr2	Gabrr2	0.4659669548331768
BC	BC	Glra1	Glra1	0.4616006498060428
BC	BC	Cdh11	Cdh11	0.4561408465910029
BC	BC	Grm5	Grm5	0.4288259964146793
BC	BC	Scg2	Scg2	0.42244659769907666
BC	BC	Ttyh1	Ttyh1	0.4074811716216924
BC	BC	Tenm3	Tenm3	0.3985618209720733
BC	BC	B3galt2	B3galt2	0.39137276121336706
BC	BC	Csmd3	Csmd3	0.38319766652340126
BC	BC	Ptprz1	Ptprz1	0.38105614305673274
BC	BC	Gngt2	Gngt2	-0.5920617838209465
BC	BC	Atp1b1	Atp1b1	-0.5855220231816466
BC	BC	Gpm6b	Gpm6b	-0.5142019107758511
BC	BC	Tfap2b	Tfap2b	-0.5135608046220512
BC	BC	Rbfox1	Rbfox1	-0.5028078161967247
BC	BC	Gnb1	Gnb1	-0.48964411402500774
BC	BC	Grik2	Grik2	-0.4843377206141779
BC	BC	Cdk14	Cdk14	-0.4840023505743021
BC	BC	Asic2	Asic2	-0.4816054151185592
BC	BC	Ebf1	Ebf1	-0.4808302985126443
BC	BC	Lingo2	Lingo2	-0.4801180272135226
BC	BC	Stmn1	Stmn1	-0.4769457554696128
BC	BC	Grm8	Grm8	-0.47553132362663586
BC	BC	Pde6h	Pde6h	-0.44597593512801276
BC	BC	Fos	Fos	-0.41632169134091995
BC	BC	Apoe	Apoe	-0.41315963697868036
BC	BC	Ralyl	Ralyl	-0.40089902553400186
BC	BC	Tmsb4x	Tmsb4x	-0.39809915509548555
BC	BC	Acsl3	Acsl3	-0.39443140605030497
BC	BC	Arr3	Arr3	-0.37660743108763545
Cone	Cone	Arr3	Arr3	0.4552001249308711
Cone	Cone	Pde6h	Pde6h	0.45394420702741656
Cone	Cone	Opn1mw	Opn1mw	0.38376136325083937
Cone	Cone	Cngb3	Cngb3	0.3085011185254799
Cone	Cone	Cdh18	Cdh18	0.2755231539659488
Cone	Cone	Gngt2	Gngt2	0.27021101127618175
Cone	Cone	Pde6c	Pde6c	0.26670709115084146
Cone	Cone	Gnat2	Gnat2	0.24864414574905425
Cone	Cone	Opn1sw	Opn1sw	0.23758789978154188
Cone	Cone	Pcdh15	Pcdh15	0.1968524818530527
Cone	Cone	Mylk	Mylk	0.16577531512070084
Cone	Cone	Gnb3	Gnb3	0.1606836649817723
Cone	Cone	Slc24a2	Slc24a2	0.15821343249682135
Cone	Cone	Rbp3	Rbp3	0.15575485596970096
Cone	Cone	Guca1a	Guca1a	0.13151785572249297
Cone	Cone	Lrfn2	Lrfn2	0.1310359412358581
Cone	Cone	Gm32442	Gm32442	0.11820589538809062
Cone	Cone	Kcne2	Kcne2	0.11488752034940286
Cone	Cone	Pals2	Pals2	0.10655256463647766
Cone	Cone	Rtbdn	Rtbdn	0.104211278244896
Cone	Cone	Rho	Rho	-0.3043832231018955
Cone	Cone	Gnb1	Gnb1	-0.30330144855331653
Cone	Cone	mt-Nd1	mt-Nd1	-0.29225217964591976
Cone	Cone	Gng13	Gng13	-0.23943811416568148
Cone	Cone	Zfp804b	Zfp804b	-0.23007486988675796
Cone	Cone	Pcp4	Pcp4	-0.18009666354549206
Cone	Cone	Kcnip4	Kcnip4	-0.17969217605731183
Cone	Cone	Pcp2	Pcp2	-0.17514529973547396
Cone	Cone	Actb	Actb	-0.17169171637433925
Cone	Cone	Ftl1	Ftl1	-0.17071462536163964
Cone	Cone	Pcdh9	Pcdh9	-0.16804291505039873
Cone	Cone	Gnat1	Gnat1	-0.16286714396198784
Cone	Cone	Pde6a	Pde6a	-0.1528650618882524
Cone	Cone	Cnga1	Cnga1	-0.1522532121047068
Cone	Cone	Stmn1	Stmn1	-0.15086914605257734
Cone	Cone	Tmem108	Tmem108	-0.14885306144010227
Cone	Cone	Tenm2	Tenm2	-0.14851128959934437
Cone	Cone	Pde6b	Pde6b	-0.14704847337075647
Cone	Cone	Prkca	Prkca	-0.1417159563755565
Cone	Cone	Unc119	Unc119	-0.1366516336603142
Endothelial	Endothelial	Cldn5	Cldn5	0.3355066066767334
Endothelial	Endothelial	Flt1	Flt1	0.27181459785248424
Endothelial	Endothelial	Ly6c1	Ly6c1	0.21631193586958014
Endothelial	Endothelial	Itm2a	Itm2a	0.1892570865635515
Endothelial	Endothelial	Pltp	Pltp	0.17675380708935612
Endothelial	Endothelial	Adgrl4	Adgrl4	0.17250016101710325
Endothelial	Endothelial	Ly6a	Ly6a	0.165822988201259
Endothelial	Endothelial	Plcb1	Plcb1	0.15618153015960187
Endothelial	Endothelial	Ptprb	Ptprb	0.1523495104461062
Endothelial	Endothelial	Ptprm	Ptprm	0.1499148757788284
Endothelial	Endothelial	Klf2	Klf2	0.14692653007147397
Endothelial	Endothelial	Mecom	Mecom	0.1451946162766271
Endothelial	Endothelial	Slco1a4	Slco1a4	0.14439946152057684
Endothelial	Endothelial	Ctla2a	Ctla2a	0.1403429511497177
Endothelial	Endothelial	Igfbp7	Igfbp7	0.13925071904255829
Endothelial	Endothelial	Arl15	Arl15	0.13856289077623088
Endothelial	Endothelial	Bsg	Bsg	0.13523353735282873
Endothelial	Endothelial	Ifitm3	Ifitm3	0.13151428728707804
Endothelial	Endothelial	Id1	Id1	0.13138926642537077
Endothelial	Endothelial	Tm4sf1	Tm4sf1	0.12425959152269954
Endothelial	Endothelial	mt-Nd1	mt-Nd1	-0.33972179880135817
Endothelial	Endothelial	Pcp4	Pcp4	-0.18200509766342865
Endothelial	Endothelial	Basp1	Basp1	-0.1646913752511069
Endothelial	Endothelial	Gng13	Gng13	-0.16029871983199862
Endothelial	Endothelial	Cst3	Cst3	-0.15859873207189285
Endothelial	Endothelial	Ftl1	Ftl1	-0.15173883082445527
Endothelial	Endothelial	Car2	Car2	-0.14140480139975956
Endothelial	Endothelial	Mt1	Mt1	-0.1410286341540824
Endothelial	Endothelial	Actb	Actb	-0.13833444117144408
Endothelial	Endothelial	Cd81	Cd81	-0.13780669998651437
Endothelial	Endothelial	Stmn1	Stmn1	-0.1367929101478276
Endothelial	Endothelial	Tmsb10	Tmsb10	-0.13607426663646835
Endothelial	Endothelial	Kcnip4	Kcnip4	-0.1344370579026997
Endothelial	Endothelial	Xist	Xist	-0.13421791457066917
Endothelial	Endothelial	Aldoc	Aldoc	-0.13024154551354664
Endothelial	Endothelial	Ttyh1	Ttyh1	-0.12894562245513747
Endothelial	Endothelial	Unc119	Unc119	-0.12782535140620555
Endothelial	Endothelial	Tma7	Tma7	-0.12735927706917655
Endothelial	Endothelial	Bc1	Bc1	-0.12640109997095714
Endothelial	Endothelial	Uba52	Uba52	-0.12228230275801319
HC	HC	Calb1	Calb1	0.4203549619344618
HC	HC	Vim	Vim	0.32929735214043576
HC	HC	Thsd7b	Thsd7b	0.28105614778633087
HC	HC	Nebl	Nebl	0.2553150562969491
HC	HC	Ndrg1	Ndrg1	0.23679140116692884
HC	HC	Arhgap15	Arhgap15	0.2164455186986144
HC	HC	Chgb	Chgb	0.2161238406147758
HC	HC	Utrn	Utrn	0.2141979704159135
HC	HC	Hs6st3	Hs6st3	0.21173918103414846
HC	HC	Dock4	Dock4	0.1825578323739567
HC	HC	Egfem1	Egfem1	0.1811207007486791
HC	HC	Megf11	Megf11	0.1792759914242948
HC	HC	Frmpd4	Frmpd4	0.17869360614280436
HC	HC	Vwc2	Vwc2	0.1646771379181266
HC	HC	Galnt18	Galnt18	0.1460489861650157
HC	HC	C1ql1	C1ql1	0.14332842136342963
HC	HC	Rgs3	Rgs3	0.14293927465515993
HC	HC	Slc4a5	Slc4a5	0.14083806265241455
HC	HC	Rbms3	Rbms3	0.12728280998423058
HC	HC	Ryr3	Ryr3	0.12706590876981422
HC	HC	mt-Nd1	mt-Nd1	-0.3904137091622564
HC	HC	Tmsb10	Tmsb10	-0.2870849635120281
HC	HC	Car2	Car2	-0.25590000622819714
HC	HC	Actb	Actb	-0.2530143074908589
HC	HC	Bc1	Bc1	-0.24293873042303343
HC	HC	Synpr	Synpr	-0.23877526105484537
HC	HC	Pcp4	Pcp4	-0.22967779167782776
HC	HC	Xist	Xist	-0.2194781509609332
HC	HC	Gnb1	Gnb1	-0.21700951585246106
HC	HC	Asic2	Asic2	-0.1983604718362531
HC	HC	Nrg3	Nrg3	-0.19615142051982856
HC	HC	Tenm2	Tenm2	-0.19109268536581944
HC	HC	Cntnap2	Cntnap2	-0.18827537301667188
HC	HC	Stmn1	Stmn1	-0.1854959198298446
HC	HC	Gng13	Gng13	-0.17733601667256402
HC	HC	Grm8	Grm8	-0.17529072961053543
HC	HC	Dab1	Dab1	-0.1674388455929303
HC	HC	Ttyh1	Ttyh1	-0.16312312336669482
HC	HC	Lhfp	Lhfp	-0.16111799604255728
HC	HC	Pax6	Pax6	-0.16082288661929384
MG	MG	Apoe	Apoe	0.8366011432526389
MG	MG	Glul	Glul	0.7132772370860021
MG	MG	Dapl1	Dapl1	0.5409703888796069
MG	MG	Ccn2	Ccn2	0.5231504724529217
MG	MG	Clu	Clu	0.5196942760213528
MG	MG	Prdx6	Prdx6	0.4769668525976343
MG	MG	Dbi	Dbi	0.4062636059531125
MG	MG	Col9a1	Col9a1	0.3614253612336667
MG	MG	Acsl3	Acsl3	0.35211888686066656
MG	MG	Aqp4	Aqp4	0.34605855149476605
MG	MG	Gpr37	Gpr37	0.3429042076599247
MG	MG	Rlbp1	Rlbp1	0.3341100473997757
MG	MG	Gng5	Gng5	0.3287613647109649
MG	MG	Il33	Il33	0.31808237332728617
MG	MG	Dkk3	Dkk3	0.311583896376605
MG	MG	Lhx2	Lhx2	0.27828903517883125
MG	MG	Mfge8	Mfge8	0.27244340873843037
MG	MG	Nfix	Nfix	0.26021456609152954
MG	MG	Spc25	Spc25	0.2457482098682908
MG	MG	Abca8a	Abca8a	0.23491256079244524
MG	MG	Hspa1a	Hspa1a	-0.685615821544473
MG	MG	mt-Nd1	mt-Nd1	-0.5118534723812327
MG	MG	Hspa5	Hspa5	-0.4243166151083463
MG	MG	Creb5	Creb5	-0.40817916225568995
MG	MG	Atf3	Atf3	-0.36789395358066673
MG	MG	Ttr	Ttr	-0.3622297516945653
MG	MG	Eftud2	Eftud2	-0.35278230511307895
MG	MG	Mt1	Mt1	-0.34237966482591975
MG	MG	Fos	Fos	-0.33755805368905056
MG	MG	Pcp4	Pcp4	-0.3371684455912639
MG	MG	Bsg	Bsg	-0.3329788306335624
MG	MG	Mt2	Mt2	-0.3304863568070058
MG	MG	Unc119	Unc119	-0.32851011450355855
MG	MG	Junb	Junb	-0.32802511672322365
MG	MG	Dnajb1	Dnajb1	-0.32588996511517887
MG	MG	Jun	Jun	-0.3242385805784481
MG	MG	Inpp4b	Inpp4b	-0.31171333834752135
MG	MG	Klf6	Klf6	-0.300869212988783
MG	MG	Ubc	Ubc	-0.27797948618364754
MG	MG	Rgr	Rgr	-0.2725996613956612
Microglia	Microglia	Ctss	Ctss	0.32874436576767607
Microglia	Microglia	C1qb	C1qb	0.2839479191911871
Microglia	Microglia	Tmsb4x	Tmsb4x	0.2671956727939761
Microglia	Microglia	C1qa	C1qa	0.24411158451490778
Microglia	Microglia	B2m	B2m	0.23621923889882895
Microglia	Microglia	Fcer1g	Fcer1g	0.2076234169863162
Microglia	Microglia	Hexb	Hexb	0.20559770537903513
Microglia	Microglia	Tyrobp	Tyrobp	0.19630751879420952
Microglia	Microglia	C1qc	C1qc	0.18757256775416992
Microglia	Microglia	Laptm5	Laptm5	0.15127992585743197
Microglia	Microglia	Ccl4	Ccl4	0.14419104620478557
Microglia	Microglia	Selenop	Selenop	0.14002950301253972
Microglia	Microglia	Ctsz	Ctsz	0.1346265318065633
Microglia	Microglia	Gm2000	Gm2000	0.1329924719411167
Microglia	Microglia	Cd53	Cd53	0.13147827336280904
Microglia	Microglia	Trem2	Trem2	0.13053270811951195
Microglia	Microglia	Coro1a	Coro1a	0.1291316745860393
Microglia	Microglia	S100a6	S100a6	0.12834674128865536
Microglia	Microglia	Ly86	Ly86	0.12805206243469686
Microglia	Microglia	Cd52	Cd52	0.12720825302076214
Microglia	Microglia	Bsg	Bsg	-0.3440362926314682
Microglia	Microglia	mt-Nd1	mt-Nd1	-0.32823749315919415
Microglia	Microglia	Bc1	Bc1	-0.286219216802967
Microglia	Microglia	Pcp4	Pcp4	-0.2417640555881635
Microglia	Microglia	Stmn1	Stmn1	-0.22228099705776866
Microglia	Microglia	Gng13	Gng13	-0.21208441610000037
Microglia	Microglia	Glul	Glul	-0.2041488175417685
Microglia	Microglia	Ttyh1	Ttyh1	-0.20233217294132844
Microglia	Microglia	Unc119	Unc119	-0.2006847679346954
Microglia	Microglia	Ebf1	Ebf1	-0.19481796846355404
Microglia	Microglia	Pax6	Pax6	-0.19455904839574317
Microglia	Microglia	Dbi	Dbi	-0.19196775797250218
Microglia	Microglia	Car2	Car2	-0.18979309556174964
Microglia	Microglia	Flt1	Flt1	-0.18774955886620853
Microglia	Microglia	Gnb1	Gnb1	-0.18437039819729864
Microglia	Microglia	Clu	Clu	-0.17940200354667007
Microglia	Microglia	Aldoc	Aldoc	-0.17005029017661866
Microglia	Microglia	Cldn5	Cldn5	-0.1575181561852181
Microglia	Microglia	Pnn	Pnn	-0.1472825340818606
Microglia	Microglia	Ptgds	Ptgds	-0.1471995713271818
Pericyte	Pericyte	Rgs5	Rgs5	0.3126144366114089
Pericyte	Pericyte	Myl9	Myl9	0.2816400357871104
Pericyte	Pericyte	Igfbp7	Igfbp7	0.2612715258381809
Pericyte	Pericyte	Cald1	Cald1	0.25468006365081075
Pericyte	Pericyte	Mgp	Mgp	0.23116402015961338
Pericyte	Pericyte	Vtn	Vtn	0.2148684294169163
Pericyte	Pericyte	Mfge8	Mfge8	0.19258900259746137
Pericyte	Pericyte	Dlc1	Dlc1	0.17563995646743852
Pericyte	Pericyte	Higd1b	Higd1b	0.16903412336250292
Pericyte	Pericyte	Plcl1	Plcl1	0.16268585883245779
Pericyte	Pericyte	Sparcl1	Sparcl1	0.1598497478137778
Pericyte	Pericyte	Ndufa4l2	Ndufa4l2	0.1565391535281974
Pericyte	Pericyte	Atp1a2	Atp1a2	0.15045595162852274
Pericyte	Pericyte	Pde3a	Pde3a	0.1455430457044689
Pericyte	Pericyte	Mylk	Mylk	0.14151035232062054
Pericyte	Pericyte	Arhgap42	Arhgap42	0.13647316563691117
Pericyte	Pericyte	Crip1	Crip1	0.13121857032098105
Pericyte	Pericyte	Ebf1	Ebf1	0.1309673231653215
Pericyte	Pericyte	Rbms3	Rbms3	0.1294243369755106
Pericyte	Pericyte	Pdgfrb	Pdgfrb	0.12762564196814405
Pericyte	Pericyte	Bsg	Bsg	-0.347401173979368
Pericyte	Pericyte	Actb	Actb	-0.3000319669180073
Pericyte	Pericyte	Tmsb10	Tmsb10	-0.2816893017562149
Pericyte	Pericyte	Cldn5	Cldn5	-0.28095717214268306
Pericyte	Pericyte	mt-Nd1	mt-Nd1	-0.27304408538992864
Pericyte	Pericyte	Flt1	Flt1	-0.27143345747891867
Pericyte	Pericyte	Pcp4	Pcp4	-0.24798881307051873
Pericyte	Pericyte	Gng13	Gng13	-0.24291353103614582
Pericyte	Pericyte	Bc1	Bc1	-0.23671893962341223
Pericyte	Pericyte	Ftl1	Ftl1	-0.22511619260545576
Pericyte	Pericyte	Klf2	Klf2	-0.2248287119810709
Pericyte	Pericyte	Xist	Xist	-0.21546939881487637
Pericyte	Pericyte	Adgrl4	Adgrl4	-0.21402831962627883
Pericyte	Pericyte	Itm2a	Itm2a	-0.2115515243846932
Pericyte	Pericyte	Ly6c1	Ly6c1	-0.20838529951392276
Pericyte	Pericyte	Stmn1	Stmn1	-0.20308909210129966
Pericyte	Pericyte	Kcnip4	Kcnip4	-0.20128384570812635
Pericyte	Pericyte	Tmsb4x	Tmsb4x	-0.1986311620385543
Pericyte	Pericyte	Gnb1	Gnb1	-0.19466940052464043
Pericyte	Pericyte	Cxcl12	Cxcl12	-0.18862589723936177
RGC	RGC	Rbpms	Rbpms	0.999984022126286
RGC	RGC	Rbms3	Rbms3	0.7614603749891341
RGC	RGC	Ebf1	Ebf1	0.7118362300101682
RGC	RGC	Thy1	Thy1	0.6954747869860256
RGC	RGC	Gngt1	Gngt1	0.6870830089821438
RGC	RGC	Galntl6	Galntl6	0.6664815339368044
RGC	RGC	Epha6	Epha6	0.6653902514375943
RGC	RGC	D130079A08Rik	D130079A08Rik	0.6399355737132962
RGC	RGC	Kctd16	Kctd16	0.6263580279880877
RGC	RGC	Clstn2	Clstn2	0.5849815127624425
RGC	RGC	Resp18	Resp18	0.5644814239990756
RGC	RGC	Smim40	Smim40	0.5559910514384337
RGC	RGC	Kcnd2	Kcnd2	0.5376947569147971
RGC	RGC	Hmgn1	Hmgn1	0.5262449300439853
RGC	RGC	6330411D24Rik	6330411D24Rik	0.5233316255425893
RGC	RGC	Rbfox1	Rbfox1	0.5210826768146625
RGC	RGC	Nefm	Nefm	0.47986361142250744
RGC	RGC	Nrn1	Nrn1	0.47924634829821805
RGC	RGC	Il1rapl1	Il1rapl1	0.47819314724831097
RGC	RGC	Stmn2	Stmn2	0.47492980199259055
RGC	RGC	Dmd	Dmd	-0.9529158013012045
RGC	RGC	Frmd5	Frmd5	-0.8203675833870491
RGC	RGC	Prkg1	Prkg1	-0.7856758218869818
RGC	RGC	Apoe	Apoe	-0.7421844808746952
RGC	RGC	Synpr	Synpr	-0.7153287259157688
RGC	RGC	Pcdh15	Pcdh15	-0.6649309929349634
RGC	RGC	Samsn1	Samsn1	-0.6363219819057708
RGC	RGC	Trpm1	Trpm1	-0.6168843892642002
RGC	RGC	Bc1	Bc1	-0.6054055823047688
RGC	RGC	Sag	Sag	-0.6043877451728642
RGC	RGC	Cmss1	Cmss1	-0.5769368609260725
RGC	RGC	Ptprz1	Ptprz1	-0.5266664815913249
RGC	RGC	Slc32a1	Slc32a1	-0.5045039025397289
RGC	RGC	Gpm6b	Gpm6b	-0.48360134771979046
RGC	RGC	Rpgrip1	Rpgrip1	-0.474211636498072
RGC	RGC	mt-Nd1	mt-Nd1	-0.4696506558725416
RGC	RGC	Grik1	Grik1	-0.46597193664365677
RGC	RGC	Il1rapl2	Il1rapl2	-0.4648367275368608
RGC	RGC	Ptprk	Ptprk	-0.4603089102325921
RGC	RGC	Nckap5	Nckap5	-0.45496249549604956
RPE	RPE	Ttr	Ttr	0.44175412257726365
RPE	RPE	Ptgds	Ptgds	0.4068721565622815
RPE	RPE	Rpe65	Rpe65	0.3569518365394733
RPE	RPE	Trf	Trf	0.2536551176121612
RPE	RPE	Rgr	Rgr	0.2360685208772956
RPE	RPE	Rbp1	Rbp1	0.21796187818499788
RPE	RPE	Rdh5	Rdh5	0.19542531833931492
RPE	RPE	Slc16a1	Slc16a1	0.16530813259361865
RPE	RPE	Slc16a8	Slc16a8	0.1581490054830753
RPE	RPE	Cdr2	Cdr2	0.13621570879024392
RPE	RPE	Slc4a5	Slc4a5	0.11137771552259312
RPE	RPE	Abhd2	Abhd2	0.10694688326952193
RPE	RPE	Timp3	Timp3	0.10448446690529396
RPE	RPE	Col8a1	Col8a1	0.10359221381869915
RPE	RPE	Ctsd	Ctsd	0.10291423373587744
RPE	RPE	Vtn	Vtn	0.10057953742245818
RPE	RPE	Mt3	Mt3	0.09878182330300228
RPE	RPE	Gsta4	Gsta4	0.09863891716149636
RPE	RPE	Sostdc1	Sostdc1	0.09848250681989461
RPE	RPE	Rrh	Rrh	0.0961783648926083
RPE	RPE	mt-Nd1	mt-Nd1	-0.5515748771912523
RPE	RPE	Tmsb4x	Tmsb4x	-0.30081023225867665
RPE	RPE	Bc1	Bc1	-0.27469480123078366
RPE	RPE	Junb	Junb	-0.2551647511430492
RPE	RPE	Glul	Glul	-0.2547199759766924
RPE	RPE	Car2	Car2	-0.25156266977575564
RPE	RPE	Actb	Actb	-0.25073030052183176
RPE	RPE	Ftl1	Ftl1	-0.24765108786446738
RPE	RPE	Tmsb10	Tmsb10	-0.2325294943891552
RPE	RPE	Pcp4	Pcp4	-0.22019021427227065
RPE	RPE	Xist	Xist	-0.21786217591657492
RPE	RPE	Gng13	Gng13	-0.21442464609012435
RPE	RPE	Grm8	Grm8	-0.18962284458985765
RPE	RPE	Cd81	Cd81	-0.18812660864615763
RPE	RPE	Pax6	Pax6	-0.1879076359954214
RPE	RPE	Ttyh1	Ttyh1	-0.17701659720286875
RPE	RPE	Pnn	Pnn	-0.1754630658699953
RPE	RPE	Fos	Fos	-0.17183439941611678
RPE	RPE	Atp2b1	Atp2b1	-0.16916621480165947
RPE	RPE	Fxyd1	Fxyd1	-0.16804263749270631
Rod	Rod	Cmss1	Cmss1	0.5440447069408286
Rod	Rod	Rho	Rho	0.5386637185116973
Rod	Rod	Pcp4	Pcp4	0.4301940577065288
Rod	Rod	Cnga1	Cnga1	0.42213394603048987
Rod	Rod	Marchf1	Marchf1	0.4208515514840056
Rod	Rod	Nefl	Nefl	0.3689245062291743
Rod	Rod	Cartpt	Cartpt	0.3667677299092735
Rod	Rod	Sag	Sag	0.3489407217310809
Rod	Rod	Pex5l	Pex5l	0.344859545839444
Rod	Rod	Bc1	Bc1	0.34397637746230664
Rod	Rod	Calb2	Calb2	0.3247491183282402
Rod	Rod	Nefm	Nefm	0.29103907724039835
Rod	Rod	Pde6b	Pde6b	0.2831384643626494
Rod	Rod	Ybx3	Ybx3	0.2785895222304994
Rod	Rod	Rp1	Rp1	0.27250841349804233
Rod	Rod	Epb41	Epb41	0.2724850424386584
Rod	Rod	Pde6a	Pde6a	0.272482381919443
Rod	Rod	Dmd	Dmd	0.27012356439759566
Rod	Rod	Tmem108	Tmem108	0.2645413156607911
Rod	Rod	Pde6g	Pde6g	0.2605674135814678
Rod	Rod	Arr3	Arr3	-0.547238036759071
Rod	Rod	Apoe	Apoe	-0.5098926349437044
Rod	Rod	Opn1mw	Opn1mw	-0.49549227565120146
Rod	Rod	Cdh18	Cdh18	-0.4741089134990452
Rod	Rod	Clu	Clu	-0.4162059661963716
Rod	Rod	Rgs7	Rgs7	-0.40934109490186943
Rod	Rod	Cngb3	Cngb3	-0.4038247204661538
Rod	Rod	Glul	Glul	-0.39764096373764324
