Name	Major_Name	Marker	Queried_Name	Queried_Major_Name	feature_length	Raw_Mean_Expression_Minorclass_Marker	Raw_Mean_Expression_Majorclass_Marker	AC	Astrocyte	BC	Cone	Endothelial	HC	MG	Microglia	Pericyte	RGC	RPE	Rod	major_keep	is_major	minor_keep	final_keep
AC23	AC	Rasgrp1	AC_23	AC	5598.0		0.07807845	0.07807845	0.002232143	0.00016787095	0.00021308332	0.0034662045	0.984127	0.0005142049	0.002629849	0.0024813896	0.073948205	0.0	0.00053317536	False	False	False	False
AC24	AC	Neurod6	AC_24	AC	2150.0		0.024573412	0.024573412	0.00074404763	3.6493686e-05	0.0	0.0008665511	0.007936508	0.0003856537	0.00049309665	0.0	0.004623805	0.0	5.9241705e-05	False	False	False	False
AC25	AC	Tpbg	AC_25	AC	3828.0	6.193199	0.2095142	0.2095142	0.04761905	0.30493394	0.012358832	0.006932409	0.0	0.21378069	0.014464168	0.009925558	0.009623397	0.0025641026	0.00071090047	False	False	True	True
AC26	AC	Abi3bp	AC_26	AC	7416.0		0.029842662	0.029842662	1.4947916	0.0014305526	0.0014915832	0.033795495	0.0	0.58156574	0.00591716	0.004962779	0.005440732	0.015384615	0.0005627962	False	False	False	False
AC27	AC	Igsf3	AC_27	AC	8479.0		0.07157806	0.07157806	0.43452382	0.01750967	0.65736204	0.013864818	0.023809524	0.09602777	0.002629849	0.027295286	0.24470223	0.053846154	0.00065165875	False	False	False	False
AC28	AC	Nfib	AC_28	AC	14957.0		0.18809249	0.18809249	2.908482	1.5827093	0.0104410825	4.3388214	0.06349207	4.2128806	0.012327416	0.3300248	0.0521526	0.36666667	0.0063092415	True	False	True	True
AC29	AC	Glra1	AC_29	AC	2414.0	7.297994	0.10341516	0.10341516	0.01264881	0.78181887	0.0012784998	0.06585789	0.0	0.00629901	0.054076266	0.019851116	0.06925905	0.0	0.001007109	False	False	True	True
AC3	AC	Gjd2	AC_3	AC	2879.0		0.27107084	0.27107084	0.010416667	0.4007007	0.15427232	0.00779896	0.023809524	0.009898445	0.00591716	0.007444169	0.1194837	0.0025641026	0.06356635	False	False	False	False
AC30	AC	Igfbp5	AC_30	AC	6006.0		0.064511366	0.064511366	13.213542	0.05941902	0.0012784998	0.058925476	0.0	0.2506749	0.056706116	0.15632755	0.12799607	0.74615383	0.00088862557	True	False	False	False
AC31	AC	Stxbp6	AC_31	AC	5297.0	4.6141734	0.6183488	0.6183488	0.57886904	0.0006641851	0.00021308332	0.16377816	0.0	0.7692506	0.008382643	0.019851116	0.072477736	0.017948719	0.0012440758	False	False	True	True
AC32	AC	Ramp3	AC_32	AC	1380.0		0.08206732	0.08206732	0.020089285	0.0005693015	0.057106327	0.2764298	0.007936508	0.008484381	0.013806706	0.0	0.51008904	0.0051282053	0.10924171	False	False	False	False
AC33	AC	Robo3	AC_33	AC	6848.0		0.015610765	0.015610765	0.00074404763	0.0004306255	0.0	0.024263432	0.0	0.0052706003	0.00016436556	0.0	0.0019442856	0.0	2.9620853e-05	False	False	False	False
AC34	AC	Tpm2	AC_34	AC	2909.0		0.02270209	0.02270209	0.10119048	0.00044522298	0.004687833	0.3136915	0.007936508	0.015169045	0.01660092	2.0942929	0.008332653	0.010256411	0.00011848341	False	False	False	False
AC35	AC	2010007h06rik	AC_35	AC	4934.0		0.011154064	0.011154064	0.007440476	0.00096343335	0.00021308332	0.023396881	0.0	0.006170459	0.0	0.007444169	0.004280696	0.0051282053	0.0	False	False	True	True
AC36	AC	Kctd12	AC_36	AC	6057.0		0.016349444	0.016349444	0.03794643	0.06499526	0.019816749	0.5840555	0.007936508	0.0033423319	1.5550624	0.009925558	0.11922228	0.0	0.002606635	False	False	False	False
AC37	AC	Crh	AC_37	AC	1320.0		0.014773594	0.014773594	0.0	1.4597475e-05	0.0	0.0	0.0	0.0	0.00016436556	0.0	0.008103913	0.0	0.00020734598	False	False	False	False
AC38	AC	Bcl11b	AC_38	AC	8111.0		0.067121364	0.067121364	0.003720238	0.00024815707	0.0	0.0025996533	0.015873017	0.0003856537	0.001808021	0.0	0.18550771	0.0	0.0003850711	False	False	False	False
AC39	AC	Mef2c	AC_39	AC	15715.0		0.17999163	0.17999163	0.17857143	0.52290344	0.5286597	2.7504332	0.007936508	0.11286798	3.2925706	2.91067	0.115039624	0.041025642	1.3608116	False	False	True	True
AC4	AC	Prom1	AC_4	AC	7175.0		0.3164504	0.3164504	0.07366072	0.0047952705	2.414234	2.1247833	0.007936508	0.045764238	0.034516767	0.022332506	0.013544645	0.0948718	1.6199348	False	False	False	False
AC40	AC	Gch1	AC_40	AC	6251.0		0.011818876	0.011818876	0.011160715	0.00049631414	0.00021308332	1.177643	0.0	0.007198869	0.17932281	0.012406948	0.0029572747	0.08717949	0.00017772512	False	False	False	False
AC41	AC	Pou3f1	AC_41	AC	3849.0		0.06047325	0.06047325	0.0066964286	0.00018246843	0.0036224164	0.08232236	0.0	0.0020568196	0.014957265	0.022332506	0.055567354	0.0	0.0005627962	False	False	False	False
AC42	AC	Etv1	AC_42	AC	13296.0	4.47541	0.036096815	0.036096815	0.8370536	0.014196044	0.002770083	0.14124784	0.015873017	0.6772079	0.09927679	0.4292804	0.03143534	0.015384615	0.00088862557	False	False	True	True
AC43	AC	Tbx2	AC_43	AC	3626.0		0.06645656	0.06645656	0.35639882	0.41268522	0.0049009165	0.17157713	0.015873017	0.7475254	0.0070677185	0.52853596	0.12508781	0.06666667	0.0030805687	False	False	False	False
AC44	AC	Gpr88	AC_44	AC	3504.0	4.832402	0.030975303	0.030975303	0.008928572	5.83899e-05	0.0	0.0	0.0	0.0055277026	0.0006574622	0.0	0.037676662	0.0	0.00020734598	False	False	True	True
AC45	AC	Otor	AC_45	AC	949.0		0.009602836	0.009602836	0.004464286	0.4439311	0.006605583	0.0034662045	0.0	0.0043707415	0.0016436555	0.0	0.0010456662	0.0025641026	0.00085900474	False	False	False	False
AC46	AC	Nefm	AC_46	AC	5782.0		0.14441189	0.14441189	0.19494048	0.0035033938	0.010014916	0.012998267	1.1269841	0.042293355	0.13790269	0.009925558	6.9545627	0.0051282053	0.022719195	True	False	True	True
AC47	AC	Slc38a5	AC_47	AC	2241.0		0.009578214	0.009578214	0.00074404763	0.00013867601	0.00021308332	0.2608319	0.0	0.00012855123	0.00016436556	0.0	1.6338534e-05	0.0	2.9620853e-05	False	False	False	False
AC48	AC	Adra1b	AC_48	AC	3382.0		0.02917785	0.02917785	0.014880952	0.016144807	0.0025569997	0.0025996533	0.007936508	0.0017997172	0.0023011176	0.0	0.03965362	0.020512821	0.00074052135	False	False	False	False
AC49	AC	Sh3bp5	AC_49	AC	3194.0		0.2925172	0.2925172	0.09002976	0.05992263	0.019816749	0.6334489	0.08730159	0.01568325	0.23652202	0.13151364	0.4145903	0.010256411	0.0074348343	False	False	False	False
AC5	AC	Cbfa2t3	AC_5	AC	8373.0		0.08718883	0.08718883	0.007440476	0.25818554	0.0019177499	1.05026	0.007936508	0.0034708832	0.15170941	0.6898263	0.03645127	0.0025641026	0.0005627962	False	False	False	False
AC50	AC	Ldb2	AC_50	AC	3336.0	4.448485	0.3356068	0.3356068	1.4977678	1.963864	0.06158108	1.0467938	0.007936508	1.3868107	0.014464168	0.53598017	0.810522	0.0051282053	0.0024881517	False	False	True	True
AC51	AC	Ghrh	AC_51	AC	668.0	7.7058825	0.021200107	0.021200107	0.004464286	0.0010875119	0.0	0.0	0.0	0.007198869	0.00049309665	0.0	0.022922963	0.0076923077	0.00017772512	False	False	True	True
AC52	AC	Gm525	AC_52	AC	763.0		0.04143993	0.04143993	0.0014880953	0.0011167068	0.006605583	0.013864818	0.0	0.00025710245	0.0024654833	0.0024813896	0.006633445	0.54615384	0.00053317536	False	False	False	False
AC53	AC	Ngf	AC_53	AC	1469.0		0.031172285	0.031172285	0.00074404763	4.3792425e-05	0.0	0.08665511	0.0	0.00012855123	0.00016436556	0.26799008	0.0005391716	0.0	5.9241705e-05	False	False	False	False
AC54	AC	Tmem163	AC_54	AC	4292.0		0.11978923	0.11978923	0.071428575	0.002029049	0.0010654166	0.016464472	0.03968254	0.011698161	0.05062459	0.004962779	3.6243608	0.0025641026	0.0036137442	False	False	True	True
AC55	AC	Mafb	AC_55	AC	3363.0		0.015266048	0.015266048	0.33705357	0.0025910519	0.03984658	0.3509532	0.04761905	0.18999872	2.5830047	0.13895781	0.17890695	0.0076923077	0.037381515	False	False	True	True
AC56	AC	Lrtm1	AC_56	AC	7939.0		0.055844188	0.055844188	0.01264881	2.6527627	0.71468145	0.027729636	0.071428575	0.034837384	0.012984878	0.037220843	0.007973204	0.0076923077	0.0045319907	False	False	False	False
AC57	AC	Tmeff2	AC_57	AC	6707.0	4.77907	0.1294413	0.1294413	0.023065476	0.10064959	0.0014915832	0.0034662045	3.3333333	0.3497879	0.008382643	0.007444169	0.89095664	0.0025641026	0.0028732228	False	False	True	True
AC58	AC	Apela	AC_58	AC	1004.0		0.014158028	0.014158028	0.002232143	0.04012116	0.43767312	0.0017331023	0.0	0.0035994344	0.0023011176	0.0	0.049440406	0.0025641026	0.032494076	False	False	False	False
AC59	AC	Igfbp2	AC_59	AC	1847.0		0.55297565	0.55297565	4.5543156	0.00059849647	0.003409333	0.027729636	0.007936508	0.10232678	0.05802104	0.022332506	0.03579773	0.9	0.0023400474	True	False	True	True
AC6	AC	Nefh	AC_6	AC	3994.0		0.15428558	0.15428558	0.04985119	0.0151594775	0.06967825	0.0034662045	0.5873016	0.011826713	0.042735044	0.0024813896	0.94676906	0.0076923077	0.016261848	False	False	True	True
AC60	AC	Tnfsf8	AC_60	AC	3807.0		0.012532933	0.012532933	0.051339287	0.00029924823	0.0	0.0034662045	0.0	0.00012855123	0.039776463	0.0	0.00040846335	0.0	5.9241705e-05	False	False	False	False
AC61	AC	Epha3	AC_61	AC	8692.0	9.382978	0.14460887	0.14460887	0.020833334	2.4563901	0.014276582	0.093587525	0.007936508	0.09307109	0.0034516766	0.037220843	0.04581325	0.0025641026	0.0029620854	False	False	True	True
AC62	AC	Pappa2	AC_62	AC	10294.0		0.07497599	0.07497599	0.005952381	0.00057660026	0.00085233327	0.0008665511	0.0	0.00732742	0.0009861933	0.009925558	0.005473409	0.0	0.00032582937	False	False	False	False
AC63	AC	Crip2	AC_63	AC	2099.0		0.033856153	0.033856153	4.575893	0.012385957	0.003409333	4.401213	0.35714287	2.2829413	0.063609466	1.5583127	0.50950086	0.015384615	0.0029917061	True	False	False	False
AC7	AC	Pcdh17	AC_7	AC	12991.0		0.79171693	0.79171693	0.03348214	0.47727174	0.04559983	1.0970538	1.2142857	0.017611519	0.01627219	0.029776676	0.54689974	0.0	0.0050947866	False	False	True	True
AC8	AC	Tfap2e	AC_8	AC	2085.0		0.0691158	0.0691158	0.0029761905	0.0003138457	0.00021308332	0.0	0.0	0.0006427561	0.0016436555	0.0	0.0022057022	0.0	5.9241705e-05	False	False	False	False
AC9	AC	Trhde	AC_9	AC	8067.0	6.031496	0.24056336	0.24056336	0.016369049	0.16754252	0.85595566	0.016464472	0.007936508	0.9114282	0.0016436555	0.004962779	0.6778041	0.13589744	0.10856043	False	False	True	True
MOUSE AC	AC	Gm10631	AC_12	AC	494.0		0.024622658	0.024622658	0.0	3.6493686e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0025161344	0.0	5.9241705e-05	False	False	False	False
ASTROCYTE	ASTROCYTE	Gfap	GLIAL CELL	ASTROCYTE	4218.0			0.0031270776	21.4814	0.0006276914	0.00042616663	0.012131716	0.0	0.5224322	0.21367522	0.0024813896	0.00055551017	0.0	0.0005035545	True	False	False	False
ASTROCYTE	ASTROCYTE	Isg15	GLIAL CELL	ASTROCYTE	703.0			0.0011080196	0.61681545	0.00085395225	0.00085233327	1.7166377	0.0	0.26738656	0.2447403	0.13151364	0.0034801078	0.0076923077	0.00041469195	False	False	False	False
ASTROCYTE	ASTROCYTE	Pdgfra	GLIAL CELL	ASTROCYTE	10024.0			0.015832368	6.1331844	0.00024815707	0.00042616663	0.0025996533	0.0	0.07121738	0.028928336	0.0024813896	0.00027775508	0.0	0.00011848341	True	False	False	False
ASTROCYTE	ASTROCYTE	S100b	GLIAL CELL	ASTROCYTE	1484.0			0.0496639	18.64509	0.033209253	0.006179416	0.0389948	0.007936508	0.26378712	0.17751479	0.022332506	0.13283229	0.0	0.0037914691	True	False	False	False
ASTROCYTE	ASTROCYTE	Slc1a3	GLIAL CELL	ASTROCYTE	8537.0			0.1547534	8.099703	0.00780235	0.0014915832	0.018197574	0.031746034	10.019282	0.17948718	0.009925558	0.012858426	0.020512821	0.0031694314	True	False	False	False
CYCLING ASTROCYTE	ASTROCYTE	Cenpa		ASTROCYTE	5860.0			0.004530569	0.005952381	0.0021823226	0.008736416	0.045060657	0.007936508	0.03843682	0.05687048	0.014888338	0.003365738	0.0	0.011996445	False	False	False	False
CYCLING ASTROCYTE	ASTROCYTE	Cks2		ASTROCYTE	692.0			0.017285105	0.017113095	0.019925553	0.05540166	0.08405546	0.03968254	0.025710246	0.3458251	0.044665013	0.054538026	0.015384615	0.018661138	False	False	False	False
CYCLING ASTROCYTE	ASTROCYTE	Mki67		ASTROCYTE	10061.0			0.020116711	0.004464286	0.0062477193	0.0006392499	0.0	0.0	0.006813215	0.04026956	0.0024813896	0.016861368	0.0	0.00023696682	False	False	False	False
IFN-RESPONSE ASTROCYTE	ASTROCYTE	Ifit1		ASTROCYTE	2656.0			0.00049245317	0.38764882	0.008488432	0.00021308332	0.8587522	0.031746034	0.16493122	0.041584484	0.052109182	0.0063720285	0.012820513	0.00011848341	False	False	False	False
IFN-RESPONSE ASTROCYTE	ASTROCYTE	Ifit3		ASTROCYTE	1745.0			0.013123876	0.70386904	0.01069265	0.00021308332	0.6239168	0.015873017	0.5174187	0.16354372	0.047146402	0.08071236	0.26666668	0.00068127963	False	False	False	False
IGF2+ ASTROCYTE	ASTROCYTE	Angpt4		ASTROCYTE	2335.0			0.00049245317	1.6242559	8.028611e-05	0.00042616663	0.0043327557	0.0	0.01259802	0.012984878	0.0	0.00021240095	0.0	0.00017772512	False	False	False	False
IGF2+ ASTROCYTE	ASTROCYTE	Igf2		ASTROCYTE	5723.0			0.0006401891	2.575893	0.0007298737	0.0104410825	0.012998267	0.0	0.48245275	0.011669954	0.0	0.0031369985	0.08461539	0.004058057	False	False	False	False
IGF2+ ASTROCYTE	ASTROCYTE	Vegfa		ASTROCYTE	4285.0			0.08174723	1.7232143	0.41424713	0.47453654	0.03119584	0.47619048	1.0138836	0.020874424	0.037220843	0.20599625	0.82051283	0.046741705	False	False	False	False
RARE CYCLING ASTROCYTE	ASTROCYTE	Fabp7		ASTROCYTE	1250.0			0.00083717034	0.20386904	0.008451938	0.65331346	0.0051993066	0.0	0.0046278443	0.0021367522	0.029776676	0.00045747898	0.0	0.01075237	False	False	False	False
RARE CYCLING ASTROCYTE	ASTROCYTE	Nes		ASTROCYTE	6416.0			0.0011326423	0.171875	0.00018246843	0.00042616663	1.2279029	0.0	0.04370742	0.079552926	0.42431763	0.000114369745	0.0	8.886256e-05	False	False	False	False
REACTIVE ASTROCYTE	ASTROCYTE	Chil1		ASTROCYTE	2804.0			0.008716421	1.8147322	0.0026348443	0.015128915	0.018197574	0.0	0.6595963	0.06213018	0.017369727	0.05795278	0.6871795	0.000799763	False	False	False	False
REACTIVE ASTROCYTE	ASTROCYTE	Cp		ASTROCYTE	9566.0			0.010784724	9.71503	0.014801839	0.022160664	1.2487001	0.023809524	12.241676	0.0734714	1.0198511	0.014328895	0.020512821	0.015550948	True	False	False	False
REACTIVE ASTROCYTE	ASTROCYTE	Lcn2		ASTROCYTE	2623.0			4.9245315e-05	0.020833334	0.00034304065	0.039633498	0.044194106	0.0	0.60316235	0.003944773	0.0024813896	0.00040846335	0.0076923077	0.00867891	False	False	False	False
3B	BC	Prkar2b		BC	3652.0		0.20735712	0.31103343	0.020089285	0.20735712	0.003409333	0.20103987	0.17460318	0.11621031	0.010848126	0.13895781	0.35011846	0.0	0.0027843602	False	False	False	False
BC	BC	Vsx2	BC	BC	3327.0		2.4162104	0.019156428	0.03348214	2.4162104	0.013850415	0.0372617	0.007936508	1.7452115	0.012984878	0.032258064	0.0029736133	0.0051282053	0.0055094785	False	True	True	False
BC1A	BC	Pcdh17	BC1A	BC	12991.0		0.47727174	0.79171693	0.03348214	0.47727174	0.04559983	1.0970538	1.2142857	0.017611519	0.01627219	0.029776676	0.54689974	0.0	0.0050947866	False	False	True	True
BC1A	BC	Tacr3	BC1A	BC	3762.0		0.031705715	0.030729078	0.004464286	0.031705715	0.00042616663	0.0025996533	0.0	0.0010284098	0.0006574622	0.0024813896	0.0053917165	0.0	0.0005627962	False	False	False	False
BC1B	BC	Pcdh10	BC1B	BC	15888.0		0.08184804	0.35734862	0.026041666	0.08184804	0.0014915832	0.006065858	0.13492064	0.109139994	0.008382643	0.014888338	1.5444653	0.0	0.00521327	False	False	True	True
BC1B	BC	Tacr3	BC1B	BC	3762.0		0.031705715	0.030729078	0.004464286	0.031705715	0.00042616663	0.0025996533	0.0	0.0010284098	0.0006574622	0.0024813896	0.0053917165	0.0	0.0005627962	False	False	False	False
BC1B	BC	Wls	BC1B	BC	8792.0		0.045624405	0.0034717948	0.005952381	0.045624405	0.0	0.6325823	0.0	0.0041136392	0.32659435	0.91067	0.051874846	1.7333333	0.00035545023	False	False	False	False
BC2	BC	Bhlhe22	BC2	BC	3344.0		0.053273484	0.8938764	0.23809524	0.053273484	0.0019177499	0.055459272	0.0	0.04113639	0.008382643	0.13895781	0.05484846	0.0	0.0017476303	False	False	True	True
BC2	BC	Ebf1	BC2	BC	9756.0	5.2827477	0.027822787	1.0048753	0.122023806	0.027822787	0.00447475	11.000867	0.06349207	0.03316622	0.04766601	10.602978	7.694535	0.0051282053	0.010100711	True	False	True	True
BC2	BC	Neto1	BC2	BC	8352.0	8.448882	0.050704326	0.042547952	0.0052083335	0.050704326	0.00042616663	0.0017331023	0.0	0.0020568196	0.0021367522	0.0	0.0146556655	0.0	0.0012440758	False	False	True	True
BC2	BC	Rcvrn	BC2	BC	1040.0		0.017772425	0.02900549	0.46875	0.017772425	14.13339	0.0372617	0.055555556	0.5086772	0.14907955	0.029776676	0.0075320643	0.6051282	8.595794	True	False	False	False
BC2	BC	Syt2	BC2	BC	7638.0		0.019290563	0.0081501	0.063244045	0.019290563	0.0031962497	0.00779896	2.2460318	0.0075845225	0.0041091386	0.004962779	0.31000736	0.0	0.0021030805	False	False	True	True
BC2	BC	Tacr3	BC2	BC	3762.0		0.031705715	0.030729078	0.004464286	0.031705715	0.00042616663	0.0025996533	0.0	0.0010284098	0.0006574622	0.0024813896	0.0053917165	0.0	0.0005627962	False	False	False	False
BC3A	BC	Erbb4	BC3A	BC	12355.0	45.071983	2.7192395	0.45128408	0.1875	2.7192395	0.003409333	0.032928944	0.031746034	0.09371384	0.002629849	0.014888338	0.09515563	0.0025641026	0.0015402844	False	False	True	True
BC3A	BC	Irx6	BC3A	BC	3370.0		0.1681994	0.0073129293	0.016369049	0.1681994	0.0014915832	0.0034662045	0.007936508	0.00835583	0.0121630505	0.0024813896	0.70407647	0.0	0.0018661137	False	False	False	False
BC3B	BC	Grik1	BC3B	BC	6721.0	87.605385	10.755712	0.3607958	0.029017856	10.755712	0.008736416	0.056325823	1.1349206	0.025710246	0.013642341	0.052109182	0.5597582	0.06923077	0.0055094785	True	False	True	True
BC3B	BC	Nnat	BC3B	BC	1829.0	4.2332234	0.5139844	0.6090907	0.39360118	0.5139844	0.040911995	0.023396881	0.03968254	0.30145264	0.01923077	0.019851116	0.4653378	0.0076923077	0.020645734	False	False	True	True
BC4	BC	Col11a1	BC4	BC	12744.0		0.009794906	0.116883755	0.011904762	0.009794906	0.0006392499	0.0017331023	0.0	0.0788019	0.0016436555	0.007444169	0.054783106	0.015384615	0.0003850711	False	False	False	False
BC4	BC	Grik1	BC4	BC	6721.0	44.80778	10.755712	0.3607958	0.029017856	10.755712	0.008736416	0.056325823	1.1349206	0.025710246	0.013642341	0.052109182	0.5597582	0.06923077	0.0055094785	True	False	True	True
BC4	BC	Hcn4	BC4	BC	6118.0		0.11761915	0.03612144	0.014880952	0.11761915	0.0012784998	0.006065858	0.0	0.0015426148	0.00082182774	0.0	0.065975	0.0025641026	0.00017772512	False	False	False	False
BC5A	BC	Cabp5	BC5A	BC	2526.0	9.196382	4.444829	0.032846626	0.01860119	4.444829	0.20924781	0.033795495	0.007936508	0.03753696	0.012656148	0.0719603	0.003986602	0.010256411	0.005805687	True	False	True	True
BC5A	BC	Hcn1	BC5A	BC	18120.0	14.604437	6.723962	1.0519785	0.13541667	6.723962	13.54805	0.116984405	0.3015873	0.0840725	0.04832347	0.10669975	1.6171554	0.18717949	4.992506	True	False	True	True
BC5A	BC	Kcng4	BC5A	BC	3806.0		0.21478724	0.009775195	0.0029761905	0.21478724	0.075431496	0.0034662045	0.0	0.003985088	0.001808021	0.0024813896	0.007924189	0.0	0.00068127963	False	False	False	False
BC5A	BC	Sox6	BC5A	BC	14832.0	11.928114	2.0428727	0.009430478	2.5766368	2.0428727	0.017046666	0.0389948	0.007936508	2.4221623	0.006903353	0.049627792	0.46373662	0.06923077	0.0030509478	False	False	True	True
BC5B	BC	Cabp5	BC5B	BC	2526.0	9.277379	4.444829	0.032846626	0.01860119	4.444829	0.20924781	0.033795495	0.007936508	0.03753696	0.012656148	0.0719603	0.003986602	0.010256411	0.005805687	True	False	True	True
BC5B	BC	Chrm2	BC5B	BC	6053.0		0.22435589	0.3268904	0.011160715	0.22435589	0.0006392499	0.08838821	0.015873017	0.0029566782	0.0019723866	0.004962779	0.15217711	0.0	0.00068127963	False	False	True	True
BC5B	BC	Hcn1	BC5B	BC	18120.0	14.1456	6.723962	1.0519785	0.13541667	6.723962	13.54805	0.116984405	0.3015873	0.0840725	0.04832347	0.10669975	1.6171554	0.18717949	4.992506	True	False	True	True
BC5C	BC	Slitrk5	BC5C	BC	5263.0		0.07698708	0.03306823	0.020833334	0.07698708	0.0059663327	0.0	0.071428575	0.003856537	0.0016436555	0.0	0.22957274	0.0	0.00068127963	False	False	False	False
BC5D	BC	Kcng4	BC5D	BC	3806.0		0.21478724	0.009775195	0.0029761905	0.21478724	0.075431496	0.0034662045	0.0	0.003985088	0.001808021	0.0024813896	0.007924189	0.0	0.00068127963	False	False	False	False
BC5D	BC	Lrrtm1	BC5D	BC	3033.0		0.06419239	0.17349124	0.045386903	0.06419239	0.00042616663	0.0034662045	0.007936508	0.012855123	0.0023011176	0.0024813896	0.1226207	0.0	0.00065165875	False	False	False	False
BC6	BC	Cck	BC6	BC	1305.0	10.050655	1.4814758	0.30433604	0.23511904	1.4814758	0.0021308332	0.012998267	0.03968254	0.010155547	0.024819197	0.019851116	0.3965199	0.0	0.0027547393	False	False	True	True
BC6	BC	Cnmd	BC6	BC	1843.0		0.49143857	0.03178785	3.3556547	0.49143857	0.0042616664	0.0043327557	0.0	0.04203625	0.036324788	0.004962779	0.024654849	0.0025641026	0.0010367299	False	False	False	False
BC6 AXON TERMINAL	BC	Syt2		BC	7638.0		0.019290563	0.0081501	0.063244045	0.019290563	0.0031962497	0.00779896	2.2460318	0.0075845225	0.0041091386	0.004962779	0.31000736	0.0	0.0021030805	False	False	True	True
BC7	BC	Igfn1	BC7	BC	8996.0		0.3271805	0.0023391524	0.0014880953	0.3271805	0.0049009165	0.0034662045	0.0	0.0059133563	0.00147929	0.014888338	0.00016338534	0.0025641026	0.0013033175	False	False	False	False
BC8	BC	Serpini1	BC8	BC	7286.0		0.4168236	0.4144486	0.03794643	0.4168236	0.03281483	0.35268632	0.15873016	0.032909114	0.027613413	0.6600496	0.7756229	0.0	0.034893364	False	False	True	True
BC9	BC	Cpne9	BC9	BC	7874.0	5.9303265	0.12973505	0.014108783	0.014880952	0.12973505	0.06456424	0.017331023	0.007936508	0.0057848054	0.023833005	0.007444169	0.6091169	0.0025641026	0.00660545	False	False	True	True
BC9	BC	Serpini1	BC9	BC	7286.0		0.4168236	0.4144486	0.03794643	0.4168236	0.03281483	0.35268632	0.15873016	0.032909114	0.027613413	0.6600496	0.7756229	0.0	0.034893364	False	False	True	True
